曲线名称	日期	3月	6月	1年	3年	5年	7年	10年	30年
中债国债收益率曲线	2015-07-14	2.3603	2.3840	2.4486	2.8475	3.1711	3.5016	3.5341	3.9769
中债商业银行普通债收益率曲线(AAA)	2015-07-14	3.0999	3.0841	3.1232	3.7117	4.0603	4.3604	4.4868	5.1575
中债中短期票据收益率曲线(AAA)	2015-07-14	3.1704	3.1864	3.2893	3.8459	4.2194	4.5165	4.6304
中债国债收益率曲线	2015-07-13	2.3095	2.2398	2.4455	2.8391	3.1448	3.4741	3.5014	3.9708
中债商业银行普通债收益率曲线(AAA)	2015-07-13	3.1288	3.0820	3.1229	3.7033	4.0703	4.3604	4.4602	5.1775
中债中短期票据收益率曲线(AAA)	2015-07-13	3.1993	3.1843	3.2890	3.8559	4.2294	4.5165	4.6060
中债国债收益率曲线	2015-07-10	2.2668	2.2867	2.3555	2.8226	3.1226	3.4698	3.4885	3.9919
中债商业银行普通债收益率曲线(AAA)	2015-07-10	3.0781	3.0016	3.1044	3.6876	4.0404	4.3307	4.4540	5.1713
中债中短期票据收益率曲线(AAA)	2015-07-10	3.1486	3.0644	3.2705	3.8209	4.1995	4.4868	4.5998
中债国债收益率曲线	2015-07-09	2.0827	2.2014	2.2655	2.8148	3.1061	3.4399	3.4358	3.9394
中债商业银行普通债收益率曲线(AAA)	2015-07-09	3.0299	3.0338	3.1091	3.7012	4.0529	4.3102	4.4676	5.1849
中债中短期票据收益率曲线(AAA)	2015-07-09	3.1005	3.1300	3.3052	3.8345	4.2120	4.4663	4.6134
中债国债收益率曲线	2015-07-08	1.9634	2.0537	2.2655	2.8402	3.1249	3.4481	3.4307	3.9344
中债商业银行普通债收益率曲线(AAA)	2015-07-08	2.9187	2.9738	3.0962	3.6776	4.0429	4.2652	4.4384	5.1557
中债中短期票据收益率曲线(AAA)	2015-07-08	3.0169	3.0604	3.2562	3.8159	4.1573	4.4313	4.5742
中债国债收益率曲线	2015-07-07	1.9161	1.9283	1.9155	2.8252	3.1321	3.4151	3.4361	3.9396
中债商业银行普通债收益率曲线(AAA)	2015-07-07	3.0113	3.0100	3.0160	3.7369	4.1192	4.3079	4.4474	5.1647
中债中短期票据收益率曲线(AAA)	2015-07-07	3.1095	3.0966	3.1760	3.8752	4.2336	4.4976	4.6306
中债国债收益率曲线	2015-07-06	1.9327	1.8489	1.7455	2.8328	3.1125	3.4527	3.4917	3.9952
中债商业银行普通债收益率曲线(AAA)	2015-07-06	3.1184	3.1001	3.1653	3.9033	4.2422	4.4199	4.5483	5.2356
中债中短期票据收益率曲线(AAA)	2015-07-06	3.1866	3.1567	3.2376	3.9995	4.3567	4.6096	4.7315
中债国债收益率曲线	2015-07-03	1.9641	1.8874	1.7740	2.8843	3.1587	3.5252	3.5719	4.0752
中债商业银行普通债收益率曲线(AAA)	2015-07-03	3.2937	3.2319	3.3036	3.9431	4.3071	4.4939	4.5948	5.2821
中债中短期票据收益率曲线(AAA)	2015-07-03	3.3619	3.3403	3.3559	4.0366	4.4077	4.6836	4.7780
中债国债收益率曲线	2015-07-02	1.9883	1.8773	1.7745	2.8785	3.1822	3.5639	3.6223	4.0636
中债商业银行普通债收益率曲线(AAA)	2015-07-02	3.3389	3.2469	3.3035	3.9737	4.3294	4.4938	4.6081	5.2954
中债中短期票据收益率曲线(AAA)	2015-07-02	3.4071	3.3553	3.3558	4.0672	4.4300	4.6835	4.7913
中债国债收益率曲线	2015-07-01	1.9684	1.8573	1.7378	2.8917	3.1678	3.5464	3.6127	4.0628
中债商业银行普通债收益率曲线(AAA)	2015-07-01	3.3625	3.2918	3.3529	3.9505	4.3243	4.4680	4.5823	5.2696
中债中短期票据收益率曲线(AAA)	2015-07-01	3.4341	3.4075	3.4049	4.0900	4.4249	4.6577	4.7655
中债国债收益率曲线	2015-06-30	1.9197	1.8659	1.7378	2.8973	3.2084	3.5338	3.5976	4.0477
中债商业银行普通债收益率曲线(AAA)	2015-06-30	3.4592	3.2918	3.3843	3.9336	4.3196	4.4599	4.5823	5.2596
中债中短期票据收益率曲线(AAA)	2015-06-30	3.5388	3.4235	3.4316	4.0732	4.4202	4.6496	4.7655
中债国债收益率曲线	2015-06-29	1.7912	1.8657	1.7528	2.8859	3.2278	3.5307	3.6030	4.0491
中债商业银行普通债收益率曲线(AAA)	2015-06-29	3.4930	3.3496	3.4068	3.9336	4.3163	4.4599	4.5705	5.2378
中债中短期票据收益率曲线(AAA)	2015-06-29	3.6226	3.4813	3.4541	4.0732	4.4448	4.6245	4.7537
中债国债收益率曲线	2015-06-26	1.8151	1.8485	1.7628	2.8662	3.2134	3.5322	3.6080	4.0540
中债商业银行普通债收益率曲线(AAA)	2015-06-26	3.5464	3.4349	3.4516	3.9654	4.3269	4.4500	4.5705	5.2278
中债中短期票据收益率曲线(AAA)	2015-06-26	3.6760	3.4765	3.4889	4.1062	4.4454	4.6145	4.7537
中债国债收益率曲线	2015-06-25	1.8151	1.8556	1.7128	2.8699	3.2129	3.5317	3.6028	4.0488
中债商业银行普通债收益率曲线(AAA)	2015-06-25	3.6019	3.4864	3.4329	3.9523	4.3094	4.4399	4.5705	5.2178
中债中短期票据收益率曲线(AAA)	2015-06-25	3.7315	3.5280	3.4912	4.0932	4.4279	4.6045	4.7537
中债国债收益率曲线	2015-06-24	1.8275	1.8121	1.7165	2.8687	3.2127	3.5318	3.6079	4.0550
中债商业银行普通债收益率曲线(AAA)	2015-06-24	3.5519	3.4788	3.4530	3.9808	4.3051	4.4399	4.5705	5.2178
中债中短期票据收益率曲线(AAA)	2015-06-24	3.6815	3.5149	3.5013	4.1217	4.4236	4.6045	4.7537
中债国债收益率曲线	2015-06-23	1.8354	1.8485	1.7159	2.8570	3.1923	3.5280	3.6054	4.0525
中债商业银行普通债收益率曲线(AAA)	2015-06-23	3.5910	3.5326	3.4742	3.9587	4.2909	4.4300	4.5705	5.2178
中债中短期票据收益率曲线(AAA)	2015-06-23	3.7206	3.5889	3.5214	4.1097	4.4094	4.6045	4.7537
中债国债收益率曲线	2015-06-19	1.8492	1.8228	1.7494	2.8662	3.1853	3.5115	3.5825	4.0296
中债商业银行普通债收益率曲线(AAA)	2015-06-19	3.4159	3.4878	3.4808	3.9297	4.2609	4.4142	4.5694	5.1967
中债中短期票据收益率曲线(AAA)	2015-06-19	3.5455	3.5441	3.5505	4.0806	4.3794	4.5888	4.7526
中债国债收益率曲线	2015-06-18	1.8022	1.8611	1.7044	2.8998	3.2044	3.4926	3.5730	4.0201
中债商业银行普通债收益率曲线(AAA)	2015-06-18	3.4059	3.4960	3.5258	3.9497	4.2609	4.4142	4.5694	5.2167
中债中短期票据收益率曲线(AAA)	2015-06-18	3.5355	3.5523	3.5704	4.0945	4.3558	4.5828	4.7526
中债国债收益率曲线	2015-06-17	1.7996	1.8508	1.6890	2.9468	3.2737	3.5296	3.6052	4.0526
中债商业银行普通债收益率曲线(AAA)	2015-06-17	3.4094	3.4577	3.5002	3.9534	4.2409	4.4142	4.5498	5.1971
中债中短期票据收益率曲线(AAA)	2015-06-17	3.5390	3.5869	3.5360	4.0982	4.3743	4.6048	4.7330
中债国债收益率曲线	2015-06-16	1.7667	1.7908	1.6407	2.9342	3.2756	3.5394	3.6099	4.0652
中债商业银行普通债收益率曲线(AAA)	2015-06-16	3.3122	3.3767	3.4384	3.9241	4.2460	4.4043	4.5498	5.1971
中债中短期票据收益率曲线(AAA)	2015-06-16	3.4418	3.5060	3.5851	4.0689	4.3794	4.6048	4.7330
中债国债收益率曲线	2015-06-15	1.7742	1.7563	1.6482	2.9282	3.2833	3.5769	3.6681	4.1234
中债商业银行普通债收益率曲线(AAA)	2015-06-15	3.2580	3.3245	3.4010	3.9157	4.2460	4.3942	4.5498	5.1971
中债中短期票据收益率曲线(AAA)	2015-06-15	3.3876	3.4538	3.5102	4.0639	4.3794	4.6048	4.7330
中债国债收益率曲线	2015-06-12	1.7431	1.7963	1.6870	2.9018	3.2518	3.5404	3.6226	4.0778
中债商业银行普通债收益率曲线(AAA)	2015-06-12	3.0817	3.1794	3.2764	3.8948	4.2210	4.3692	4.5498	5.1971
中债中短期票据收益率曲线(AAA)	2015-06-12	3.2112	3.3087	3.3856	4.0639	4.3544	4.5859	4.7203
中债国债收益率曲线	2015-06-11	1.7831	1.8074	1.7103	2.9023	3.2733	3.5462	3.6197	4.0779
中债商业银行普通债收益率曲线(AAA)	2015-06-11	2.9495	3.0317	3.2635	3.8648	4.1721	4.3492	4.5598	5.1696
中债中短期票据收益率曲线(AAA)	2015-06-11	3.0791	3.1610	3.3727	4.0525	4.3394	4.5859	4.7203
中债国债收益率曲线	2015-06-10	1.8131	1.8274	1.7097	2.8800	3.2527	3.5181	3.5912	4.0495
中债商业银行普通债收益率曲线(AAA)	2015-06-10	2.9495	3.0317	3.2276	3.8771	4.1121	4.3231	4.5698	5.1696
中债中短期票据收益率曲线(AAA)	2015-06-10	3.0791	3.1610	3.3368	4.0675	4.3194	4.5859	4.7203
中债国债收益率曲线	2015-06-09	1.9005	1.8609	1.7786	2.8572	3.2453	3.5014	3.5565	4.0145
中债商业银行普通债收益率曲线(AAA)	2015-06-09	2.9495	3.0317	3.2276	3.8531	4.1121	4.3059	4.5798	5.1696
中债中短期票据收益率曲线(AAA)	2015-06-09	3.0195	3.1610	3.3216	4.0674	4.3194	4.5859	4.7203
中债国债收益率曲线	2015-06-08	1.8605	1.8833	1.8576	2.8603	3.2459	3.5116	3.5613	4.0060
中债商业银行普通债收益率曲线(AAA)	2015-06-08	2.9678	3.0294	3.1878	3.8531	4.0712	4.3059	4.5998	5.1696
中债中短期票据收益率曲线(AAA)	2015-06-08	3.0377	3.1320	3.2818	4.0674	4.3404	4.5984	4.7203
中债国债收益率曲线	2015-06-05	1.9409	1.9012	1.8763	2.8672	3.2418	3.5273	3.5814	3.9922
中债商业银行普通债收益率曲线(AAA)	2015-06-05	2.9872	3.0606	3.1878	3.8985	4.0712	4.3155	4.6189	5.1887
中债中短期票据收益率曲线(AAA)	2015-06-05	3.1001	3.1320	3.2818	4.1043	4.3259	4.6080	4.7206
中债国债收益率曲线	2015-06-04	1.9131	1.9151	1.8813	2.8782	3.2512	3.5419	3.5912	4.0021
中债商业银行普通债收益率曲线(AAA)	2015-06-04	2.9895	3.1366	3.1890	3.8920	4.0674	4.3095	4.6108	5.1806
中债中短期票据收益率曲线(AAA)	2015-06-04	3.1407	3.2134	3.3120	4.0978	4.3221	4.6020	4.7055
中债国债收益率曲线	2015-06-03	1.9531	1.9525	1.9356	2.8868	3.2647	3.5620	3.6111	4.0221
中债商业银行普通债收益率曲线(AAA)	2015-06-03	3.1065	3.1563	3.2808	3.8580	4.0866	4.3362	4.5614	5.1807
中债中短期票据收益率曲线(AAA)	2015-06-03	3.2577	3.1969	3.4038	4.0965	4.3413	4.6337	4.6856
中债国债收益率曲线	2015-06-02	2.0036	2.0478	1.9651	2.8957	3.2809	3.5660	3.5880	4.0321
中债商业银行普通债收益率曲线(AAA)	2015-06-02	3.1588	3.2443	3.2808	3.9038	4.1026	4.3224	4.5614	5.1807
中债中短期票据收益率曲线(AAA)	2015-06-02	3.3500	3.2649	3.4538	4.1104	4.3702	4.6199	4.6758
中债国债收益率曲线	2015-06-01	2.0238	2.0627	1.9947	2.9240	3.3434	3.6243	3.6404	4.0321
中债商业银行普通债收益率曲线(AAA)	2015-06-01	3.1811	3.3029	3.3177	3.9621	4.1526	4.3316	4.5042	5.1807
中债中短期票据收益率曲线(AAA)	2015-06-01	3.3482	3.3235	3.4901	4.1395	4.3952	4.5977	4.6758
中债国债收益率曲线	2015-05-29	2.0038	2.1527	1.9387	2.9196	3.2924	3.5831	3.5954	4.0190
中债商业银行普通债收益率曲线(AAA)	2015-05-29	3.2129	3.2682	3.3188	3.9635	4.1255	4.2921	4.5042	5.1807
中债中短期票据收益率曲线(AAA)	2015-05-29	3.3822	3.3347	3.4912	4.1409	4.3607	4.5582	4.6758
中债国债收益率曲线	2015-05-28	1.9913	2.0463	1.9369	2.9029	3.3171	3.5874	3.5652	4.0060
中债商业银行普通债收益率曲线(AAA)	2015-05-28	3.1179	3.2253	3.2429	3.9235	4.0705	4.2350	4.4426	5.1191
中债中短期票据收益率曲线(AAA)	2015-05-28	3.2077	3.3587	3.4153	4.1009	4.3057	4.4999	4.6142
中债国债收益率曲线	2015-05-27	1.9167	1.9877	1.8707	2.8766	3.1597	3.4850	3.5055	4.0390
中债商业银行普通债收益率曲线(AAA)	2015-05-27	3.0253	3.1750	3.2259	3.8302	4.1149	4.2681	4.4426	5.1191
中债中短期票据收益率曲线(AAA)	2015-05-27	3.1151	3.2654	3.3984	4.0032	4.2588	4.4601	4.6142
中债国债收益率曲线	2015-05-26	1.9901	2.0757	2.0338	2.8950	3.1997	3.4597	3.5214	4.0023
中债商业银行普通债收益率曲线(AAA)	2015-05-26	2.9589	3.0545	3.2274	3.7279	4.1111	4.2602	4.4426	5.1191
中债中短期票据收益率曲线(AAA)	2015-05-26	3.0216	3.1503	3.3153	3.9309	4.2477	4.4393	4.6142
中债国债收益率曲线	2015-05-25	2.1122	2.2017	2.2462	2.8389	3.1707	3.3874	3.4310	4.0251
中债商业银行普通债收益率曲线(AAA)	2015-05-25	2.9158	3.0174	3.1666	3.7110	4.1311	4.2531	4.5426	5.2491
中债中短期票据收益率曲线(AAA)	2015-05-25	2.9785	3.0993	3.2545	3.9140	4.2432	4.4322	4.7142
中债国债收益率曲线	2015-05-22	2.0622	2.3161	2.3822	2.8293	3.1538	3.3723	3.4160	4.0751
中债商业银行普通债收益率曲线(AAA)	2015-05-22	2.8501	3.0049	3.1766	3.7161	4.1004	4.2619	4.5422	5.2487
中债中短期票据收益率曲线(AAA)	2015-05-22	2.9128	3.1068	3.2645	3.9191	4.2369	4.4322	4.7138
中债国债收益率曲线	2015-05-21	2.0998	2.3411	2.4373	2.8446	3.1151	3.3874	3.4257	4.1251
中债商业银行普通债收益率曲线(AAA)	2015-05-21	2.8071	3.0489	3.1776	3.7091	4.1098	4.2739	4.5672	5.2737
中债中短期票据收益率曲线(AAA)	2015-05-21	2.8698	3.1034	3.2695	3.9321	4.2057	4.4207	4.7388
中债国债收益率曲线	2015-05-20	2.0598	2.2448	2.4391	2.8494	3.1197	3.3918	3.4282	4.1372
中债商业银行普通债收益率曲线(AAA)	2015-05-20	2.8371	3.0147	3.1636	3.7321	4.1229	4.2539	4.5330	5.2395
中债中短期票据收益率曲线(AAA)	2015-05-20	2.8998	3.0964	3.2555	3.9551	4.1687	4.4407	4.7046
中债国债收益率曲线	2015-05-19	2.0447	2.3148	2.4574	2.8995	3.1007	3.3746	3.4311	4.1342
中债商业银行普通债收益率曲线(AAA)	2015-05-19	2.8192	3.0047	3.1386	3.7071	4.0662	4.2659	4.5320	5.2385
中债中短期票据收益率曲线(AAA)	2015-05-19	2.8619	3.0864	3.2105	3.9551	4.1120	4.4587	4.7036
中债国债收益率曲线	2015-05-18	2.0129	2.3148	2.3740	2.8204	3.0820	3.3586	3.4109	4.1366
中债商业银行普通债收益率曲线(AAA)	2015-05-18	2.7512	2.9847	3.1636	3.7171	4.0297	4.2759	4.4850	5.1915
中债中短期票据收益率曲线(AAA)	2015-05-18	2.7939	3.0732	3.2355	3.9651	4.0690	4.4087	4.6566
中债国债收益率曲线	2015-05-15	2.0574	2.3229	2.3440	2.7681	3.0508	3.3559	3.3907	4.1354
中债商业银行普通债收益率曲线(AAA)	2015-05-15	2.7785	2.9730	3.1855	3.7619	4.0648	4.2952	4.4850	5.2215
中债中短期票据收益率曲线(AAA)	2015-05-15	2.8212	3.0615	3.2574	4.0099	4.1208	4.4346	4.6566
中债国债收益率曲线	2015-05-14	2.0701	2.3850	2.3557	2.8524	2.9869	3.3672	3.3803	4.1406
中债商业银行普通债收益率曲线(AAA)	2015-05-14	3.0083	3.1114	3.2717	3.7798	4.0800	4.3439	4.5650	5.3015
中债中短期票据收益率曲线(AAA)	2015-05-14	3.0467	3.1999	3.3189	4.0316	4.1844	4.4974	4.7366
中债国债收益率曲线	2015-05-13	2.1927	2.4769	2.4501	2.9361	3.0637	3.3914	3.4002	4.1601
中债商业银行普通债收益率曲线(AAA)	2015-05-13	3.2354	3.3127	3.4304	3.9015	4.2027	4.3900	4.6111	5.3476
中债中短期票据收益率曲线(AAA)	2015-05-13	3.2738	3.4012	3.4776	4.1533	4.2612	4.5435	4.7827
中债国债收益率曲线	2015-05-12	2.3427	2.6036	2.5691	2.9941	3.1677	3.4100	3.4002	4.1601
中债商业银行普通债收益率曲线(AAA)	2015-05-12	3.3994	3.4013	3.4851	4.0582	4.2523	4.4381	4.6122	5.3487
中债中短期票据收益率曲线(AAA)	2015-05-12	3.4378	3.4898	3.5323	4.1779	4.2913	4.5916	4.7838
中债国债收益率曲线	2015-05-11	2.4198	2.6513	2.6562	3.0523	3.2170	3.4100	3.3752	4.1449
中债商业银行普通债收益率曲线(AAA)	2015-05-11	3.4422	3.5076	3.5835	4.1005	4.2742	4.4581	4.6403	5.3768
中债中短期票据收益率曲线(AAA)	2015-05-11	3.4929	3.5542	3.6307	4.2202	4.3749	4.6116	4.8119
中债国债收益率曲线	2015-05-08	2.5146	2.7040	2.6821	3.0917	3.2484	3.4002	3.3703	4.1400
中债商业银行普通债收益率曲线(AAA)	2015-05-08	3.5405	3.5970	3.6641	4.1573	4.3010	4.4770	4.6513	5.3878
中债中短期票据收益率曲线(AAA)	2015-05-08	3.6082	3.6639	3.7113	4.2770	4.4017	4.6305	4.8229
中债国债收益率曲线	2015-05-07	2.5419	2.7402	2.6912	3.1273	3.2828	3.4400	3.4401	4.2098
中债商业银行普通债收益率曲线(AAA)	2015-05-07	3.5405	3.6322	3.7041	4.1823	4.3110	4.5270	4.6672	5.3937
中债中短期票据收益率曲线(AAA)	2015-05-07	3.6082	3.6991	3.7513	4.3123	4.4017	4.6805	4.8388
中债国债收益率曲线	2015-05-06	2.5531	2.7080	2.7080	3.1516	3.2788	3.4324	3.4560	4.2196
中债商业银行普通债收益率曲线(AAA)	2015-05-06	3.7257	3.7601	3.7991	4.2260	4.3410	4.5826	4.6670	5.3835
中债中短期票据收益率曲线(AAA)	2015-05-06	3.7934	3.8365	3.8413	4.3540	4.4017	4.7361	4.8386
中债国债收益率曲线	2015-05-05	2.6531	2.7903	2.7278	3.1496	3.2599	3.3623	3.4006	4.1719
中债商业银行普通债收益率曲线(AAA)	2015-05-05	3.7675	3.8279	3.8716	4.2203	4.3264	4.5619	4.6470	5.3535
中债中短期票据收益率曲线(AAA)	2015-05-05	3.8852	3.8976	3.9203	4.3540	4.3871	4.7154	4.8186
中债国债收益率曲线	2015-05-04	2.6244	2.7659	2.7296	3.1421	3.2656	3.3516	3.3804	4.1519
中债商业银行普通债收益率曲线(AAA)	2015-05-04	3.8154	3.8981	3.9446	4.1835	4.3152	4.5328	4.6269	5.3334
中债中短期票据收益率曲线(AAA)	2015-05-04	3.9297	3.9678	3.9933	4.3372	4.3759	4.6863	4.7985
中债国债收益率曲线	2015-04-30	2.7044	2.7856	2.6940	3.1561	3.2533	3.3503	3.3503	4.1218
中债商业银行普通债收益率曲线(AAA)	2015-04-30	3.7931	3.9376	3.9516	4.1835	4.3428	4.5524	4.6468	5.3111
中债中短期票据收益率曲线(AAA)	2015-04-30	3.9597	4.0073	4.0002	4.3724	4.4035	4.7059	4.8184
中债国债收益率曲线	2015-04-29	2.7071	2.9343	2.8267	3.1664	3.2581	3.3617	3.4000	4.1715
中债商业银行普通债收益率曲线(AAA)	2015-04-29	3.7931	3.9509	3.9516	4.2042	4.3428	4.5726	4.6660	5.3303
中债中短期票据收益率曲线(AAA)	2015-04-29	3.9813	4.0162	4.0550	4.3724	4.4035	4.7261	4.8376
中债国债收益率曲线	2015-04-28	2.7071	2.8996	2.8266	3.1735	3.2623	3.3512	3.3804	4.1697
中债商业银行普通债收益率曲线(AAA)	2015-04-28	3.8196	3.9381	3.9516	4.2234	4.3726	4.5348	4.6660	5.3303
中债中短期票据收益率曲线(AAA)	2015-04-28	4.0100	4.0525	4.0801	4.3915	4.4260	4.6883	4.8376
中债国债收益率曲线	2015-04-27	2.6971	2.9206	2.8663	3.1722	3.2740	3.3712	3.3952	4.1845
中债商业银行普通债收益率曲线(AAA)	2015-04-27	3.8578	3.9630	3.9815	4.2634	4.3925	4.5380	4.6526	5.3169
中债中短期票据收益率曲线(AAA)	2015-04-27	3.9820	4.0774	4.1101	4.4037	4.4587	4.6915	4.8242
中债国债收益率曲线	2015-04-24	2.8198	2.9731	2.9276	3.2255	3.3075	3.4200	3.4454	4.1845
中债商业银行普通债收益率曲线(AAA)	2015-04-24	3.8577	3.9194	3.9578	4.2615	4.3878	4.5368	4.6526	5.3169
中债中短期票据收益率曲线(AAA)	2015-04-24	3.9819	4.0338	4.0863	4.4018	4.4563	4.6903	4.8242
中债国债收益率曲线	2015-04-23	2.8199	2.9728	2.9713	3.2109	3.2936	3.4118	3.4151	4.0976
中债商业银行普通债收益率曲线(AAA)	2015-04-23	3.8577	3.8529	3.9158	4.2615	4.3530	4.4919	4.6175	5.2618
中债中短期票据收益率曲线(AAA)	2015-04-23	4.0019	4.0001	4.0280	4.4018	4.4215	4.6454	4.7691
中债国债收益率曲线	2015-04-22	2.8283	3.0194	3.0152	3.1450	3.2891	3.3776	3.4052	4.0976
中债商业银行普通债收益率曲线(AAA)	2015-04-22	3.9510	3.9531	4.0283	4.2424	4.3067	4.4619	4.5821	5.2264
中债中短期票据收益率曲线(AAA)	2015-04-22	4.0952	4.1003	4.1404	4.3827	4.3970	4.6154	4.7337
中债国债收益率曲线	2015-04-21	2.8850	2.9919	3.0092	3.1193	3.2857	3.3570	3.4055	4.0979
中债商业银行普通债收益率曲线(AAA)	2015-04-21	4.0001	4.0508	4.0926	4.2529	4.2711	4.4342	4.5623	5.2066
中债中短期票据收益率曲线(AAA)	2015-04-21	4.1443	4.1980	4.2047	4.3334	4.3614	4.5877	4.7139
中债国债收益率曲线	2015-04-20	2.9550	2.9800	3.0872	3.1526	3.3165	3.4094	3.4554	4.0915
中债商业银行普通债收益率曲线(AAA)	2015-04-20	4.1977	4.1465	4.2885	4.3148	4.4021	4.4958	4.5543	5.1986
中债中短期票据收益率曲线(AAA)	2015-04-20	4.3416	4.2937	4.4006	4.4200	4.4925	4.6493	4.7059
中债国债收益率曲线	2015-04-17	3.0448	3.0300	3.1628	3.2273	3.3977	3.5307	3.5627	4.1990
中债商业银行普通债收益率曲线(AAA)	2015-04-17	4.3342	4.4100	4.4026	4.4300	4.5396	4.6158	4.6880	5.3323
中债中短期票据收益率曲线(AAA)	2015-04-17	4.4570	4.5214	4.5137	4.5300	4.6409	4.7693	4.8396
中债国债收益率曲线	2015-04-16	3.0498	3.0501	3.0729	3.1988	3.4207	3.5329	3.5600	4.1963
中债商业银行普通债收益率曲线(AAA)	2015-04-16	4.3836	4.4426	4.3726	4.4275	4.5546	4.6216	4.7095	5.3538
中债中短期票据收益率曲线(AAA)	2015-04-16	4.4830	4.5531	4.4937	4.5300	4.6459	4.7751	4.8611
中债国债收益率曲线	2015-04-15	3.0501	3.0721	3.1002	3.1827	3.4170	3.5410	3.5954	4.2317
中债商业银行普通债收益率曲线(AAA)	2015-04-15	4.3836	4.4531	4.3592	4.4605	4.5518	4.6516	4.7280	5.3723
中债中短期票据收益率曲线(AAA)	2015-04-15	4.4830	4.5636	4.4803	4.5550	4.6459	4.8051	4.8796
中债国债收益率曲线	2015-04-14	3.0327	3.0721	3.1302	3.2023	3.4744	3.5624	3.6211	4.2574
中债商业银行普通债收益率曲线(AAA)	2015-04-14	4.4729	4.4807	4.4451	4.5879	4.6672	4.7016	4.7831	5.4274
中债中短期票据收益率曲线(AAA)	2015-04-14	4.5723	4.5912	4.5662	4.6979	4.7792	4.8552	4.9347
中债国债收益率曲线	2015-04-13	3.0072	3.0773	3.1602	3.2779	3.4670	3.5864	3.6685	4.2938
中债商业银行普通债收益率曲线(AAA)	2015-04-13	4.5502	4.5794	4.5152	4.6229	4.7060	4.7403	4.7881	5.4325
中债中短期票据收益率曲线(AAA)	2015-04-13	4.6497	4.6849	4.6308	4.7330	4.8180	4.8939	4.9397
中债国债收益率曲线	2015-04-10	3.0390	3.0327	3.1602	3.2571	3.4695	3.6389	3.6947	4.2938
中债商业银行普通债收益率曲线(AAA)	2015-04-10	4.5497	4.5519	4.5772	4.6329	4.7421	4.7684	4.8081	5.4325
中债中短期票据收益率曲线(AAA)	2015-04-10	4.6492	4.6574	4.6928	4.7430	4.8541	4.9220	4.9597
中债国债收益率曲线	2015-04-09	3.0190	3.0327	3.1202	3.2779	3.4671	3.6547	3.7040	4.2938
中债商业银行普通债收益率曲线(AAA)	2015-04-09	4.6017	4.6027	4.5772	4.6529	4.7461	4.7841	4.8281	5.4425
中债中短期票据收益率曲线(AAA)	2015-04-09	4.7012	4.7074	4.7028	4.7530	4.8841	4.9492	4.9897
中债国债收益率曲线	2015-04-08	3.1190	3.0927	3.1802	3.3020	3.4749	3.6486	3.6938	4.2744
中债商业银行普通债收益率曲线(AAA)	2015-04-08	4.6917	4.6819	4.5472	4.6989	4.7881	4.8190	4.8381	5.4525
中债中短期票据收益率曲线(AAA)	2015-04-08	4.8012	4.7974	4.6728	4.8140	4.8841	4.9642	4.9997
中债国债收益率曲线	2015-04-07	3.1530	3.1202	3.1801	3.2764	3.4549	3.5579	3.5987	4.1794
中债商业银行普通债收益率曲线(AAA)	2015-04-07	4.6917	4.6819	4.5727	4.6788	4.7681	4.8004	4.8308	5.4224
中债中短期票据收益率曲线(AAA)	2015-04-07	4.8012	4.7974	4.7083	4.7990	4.8641	4.9505	4.9926
中债国债收益率曲线	2015-04-03	3.1370	3.1090	3.1753	3.2610	3.4013	3.5560	3.5720	4.1527
中债商业银行普通债收益率曲线(AAA)	2015-04-03	4.7595	4.7419	4.5727	4.6792	4.7301	4.7824	4.8328	5.4244
