日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2008-01-02     2.0901      1.9920      1.9446      2.5302      2.3751      2.9966      2.6353      2.6676      3.6700      3.3448      3.4347      3.9568      4.4267      4.4040      4.3765      4.4550      4.4332      4.3983      4.5057      4.4831      4.4489      4.5751      4.5527      4.5159      
2008-01-03     2.1666      2.0323      1.9660      2.6416      2.4261      2.9344      2.7537      2.6715      3.5630      3.4119      3.3781      3.8972      4.4326      4.4131      4.3811      4.4599      4.4413      4.4046      4.5118      4.4915      4.4554      4.5802      4.5613      4.5222      
2008-01-04     2.2580      2.0731      1.9871      2.7466      2.4717      2.8746      2.8725      2.7043      3.4590      3.4619      3.3459      3.8346      4.4376      4.4218      4.3856      4.4640      4.4494      4.4108      4.5166      4.4999      4.4617      4.5844      4.5695      4.5284      
2008-01-07     2.3488      2.1110      2.0059      2.7929      2.5257      2.8799      2.9760      2.7142      3.4167      3.4956      3.3276      3.7934      4.4419      4.4276      4.3906      4.4679      4.4549      4.4169      4.5209      4.5065      4.4680      4.5879      4.5756      4.5346      
2008-01-08     2.3058      2.1305      2.0140      2.7472      2.5546      2.8738      2.9443      2.7350      3.3403      3.4334      3.3344      3.7502      4.4463      4.4333      4.3961      4.4731      4.4609      4.4233      4.5249      4.5120      4.4742      4.5912      4.5805      4.5409      
2008-01-09     2.1707      2.1304      2.0138      2.6544      2.5923      2.7886      2.9272      2.7813      3.2383      3.3650      3.3549      3.6956      4.4506      4.4386      4.4019      4.4786      4.4668      4.4299      4.5286      4.5172      4.4803      4.5953      4.5852      4.5473      
2008-01-10     2.0881      2.1273      2.0126      2.5518      2.5967      2.6920      2.8881      2.8209      3.1299      3.3413      3.3766      3.6238      4.4543      4.4434      4.4075      4.4865      4.4732      4.4369      4.5325      4.5222      4.4866      4.5998      4.5900      4.5538      
2008-01-11     2.0051      2.1316      2.0116      2.3903      2.5684      2.5532      2.8168      2.8447      3.0144      3.3313      3.3966      3.5543      4.4588      4.4482      4.4135      4.4944      4.4792      4.4439      4.5369      4.5267      4.4927      4.6050      4.5947      4.5604      
2008-01-14     1.9252      2.1370      2.0100      2.2474      2.5202      2.4806      2.7678      2.8719      2.9085      3.3282      3.4119      3.4892      4.4632      4.4526      4.4196      4.5012      4.4845      4.4505      4.5408      4.5309      4.4987      4.6106      4.5993      4.5670      
2008-01-15     1.8855      2.0956      2.0087      2.2218      2.4845      2.4325      2.7022      2.8233      2.7931      3.3363      3.3849      3.4390      4.4672      4.4567      4.4261      4.5056      4.4894      4.4571      4.5443      4.5346      4.5047      4.6159      4.6035      4.5737      
2008-01-16     1.8796      2.0252      2.0086      2.2558      2.4551      2.4151      2.7098      2.8185      2.7431      3.3574      3.3612      3.3979      4.4712      4.4609      4.4324      4.5097      4.4941      4.4637      4.5477      4.5382      4.5107      4.6205      4.6079      4.5803      
2008-01-17     1.8782      1.9832      2.0077      2.3180      2.4349      2.4305      2.8455      2.8668      2.7692      3.4142      3.3778      3.3780      4.4767      4.4655      4.4393      4.5120      4.4993      4.4703      4.5512      4.5419      4.5167      4.6247      4.6123      4.5868      
2008-01-18     1.8771      1.9411      2.0071      2.4407      2.4155      2.4436      2.9991      2.9080      2.8062      3.4590      3.3952      3.3705      4.4814      4.4701      4.4459      4.5149      4.5047      4.4770      4.5554      4.5461      4.5230      4.6284      4.6167      4.5931      
2008-01-21     1.8767      1.9010      2.0060      2.5840      2.4157      2.4707      3.2059      2.9869      2.8506      3.5839      3.4561      3.3918      4.4866      4.4749      4.4513      4.5187      4.5100      4.4824      4.5605      4.5507      4.5286      4.6316      4.6211      4.5983      
2008-01-22     1.8780      1.8817      2.0061      3.0186      2.6202      2.5874      3.7079      3.2051      2.9700      3.7307      3.5335      3.4340      4.4910      4.4791      4.4562      4.5234      4.5145      4.4877      4.5664      4.5553      4.5337      4.6349      4.6254      4.6029      
2008-01-23     1.8782      1.8789      2.0047      3.4699      2.8628      2.7276      4.1416      3.4257      3.1035      3.8616      3.6095      3.4822      4.4946      4.4829      4.4608      4.5284      4.5190      4.4929      4.5727      4.5602      4.5387      4.6383      4.6294      4.6073      
2008-01-24     1.8787      1.8785      2.0029      3.9615      3.1398      2.8682      4.4146      3.6301      3.2255      3.9405      3.6774      3.5270      4.4975      4.4871      4.4653      4.5337      4.5229      4.4980      4.5790      4.5651      4.5436      4.6417      4.6332      4.6116      
2008-01-25     1.8776      1.8774      2.0045      4.1460      3.2934      2.9309      4.7065      3.8528      3.3487      4.0308      3.7449      3.5708      4.5005      4.4910      4.4696      4.5381      4.5265      4.5029      4.5846      4.5700      4.5484      4.6449      4.6366      4.6157      
2008-01-28     1.8791      1.8779      2.0075      4.2022      3.3931      2.9566      4.6766      3.9413      3.4066      4.0483      3.8161      3.6140      4.5025      4.4946      4.4736      4.5417      4.5302      4.5074      4.5895      4.5750      4.5529      4.6478      4.6397      4.6195      
2008-01-29     1.8807      1.8794      1.9875      3.9180      3.4683      2.9764      4.3342      4.0210      3.4222      4.0260      3.8783      3.6316      4.5038      4.4974      4.4770      4.5444      4.5339      4.5117      4.5935      4.5799      4.5573      4.6505      4.6427      4.6231      
