日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2013-01-16     2.0932      2.1374      2.3307      2.8396      3.0974      3.4217      2.8612      3.1746      3.7902      3.7444      3.8815      4.2997      3.9040      3.9033      3.8970      4.1003      4.1002      4.1001      4.2600      4.2600      4.2600      4.4003      4.4003      4.4003      
2013-01-17     2.0774      2.1099      2.3183      2.8008      2.9978      3.4098      2.8228      3.0534      3.7215      3.7393      3.8388      4.2671      3.9041      3.9034      3.8984      4.1004      4.1002      4.1001      4.2600      4.2600      4.2600      4.4003      4.4003      4.4003      
2013-01-18     2.0524      2.0879      2.2853      2.8296      2.9268      3.3818      2.8360      2.9613      3.6511      3.7396      3.8148      4.2216      3.9020      3.9026      3.8991      4.1004      4.1002      4.1001      4.2600      4.2600      4.2600      4.4002      4.4003      4.4003      
2013-01-21     2.0284      2.0684      2.2622      2.8690      2.9059      3.3615      2.8484      2.9202      3.5882      3.7179      3.7818      4.1626      3.8981      3.9009      3.8992      4.1004      4.1002      4.1001      4.2600      4.2600      4.2600      4.4002      4.4002      4.4003      
2013-01-22     1.9928      2.0466      2.2436      2.8936      2.8903      3.3523      2.8721      2.8906      3.5039      3.7434      3.7658      4.1092      3.8939      3.8990      3.8990      4.1004      4.1002      4.1001      4.2600      4.2600      4.2600      4.4001      4.4002      4.4003      
2013-01-23     1.9668      2.0300      2.2256      2.9330      2.8863      3.3109      2.9027      2.8820      3.4364      3.7641      3.7542      4.0528      3.8894      3.8967      3.8984      4.1001      4.1002      4.1001      4.2600      4.2600      4.2600      4.4001      4.4002      4.4003      
2013-01-24     1.9743      2.0258      2.2138      2.9368      2.8688      3.2574      2.9299      2.8764      3.3621      3.7883      3.7638      4.0159      3.8849      3.8945      3.8976      4.1000      4.1002      4.1001      4.2600      4.2600      4.2600      4.4000      4.4001      4.4002      
2013-01-25     1.9991      2.0257      2.2043      2.8984      2.8640      3.1928      2.9301      2.8831      3.2803      3.8196      3.7796      3.9697      3.8827      3.8924      3.8970      4.1000      4.1002      4.1001      4.2600      4.2600      4.2600      4.4000      4.4001      4.4002      
2013-01-28     2.0275      2.0279      2.1950      2.8986      2.8838      3.1390      3.0985      2.9735      3.2372      3.8862      3.8021      3.9273      3.8827      3.8904      3.8965      4.1000      4.1002      4.1001      4.2600      4.2600      4.2600      4.4000      4.4001      4.4002      
2013-01-29     2.0621      2.0274      2.1067      2.9197      2.9066      3.0650      3.2472      3.0597      3.1857      3.9196      3.8315      3.8822      3.8834      3.8887      3.8958      4.1000      4.1002      4.1001      4.2600      4.2600      4.2600      4.4000      4.4001      4.4002      
2013-01-30     2.0939      2.0303      2.0839      2.9699      2.9514      3.0244      3.3420      3.1224      3.1485      3.9782      3.8711      3.8763      3.8849      3.8871      3.8952      4.1000      4.1001      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4002      
2013-01-31     2.1426      2.0584      2.0842      3.0517      2.9942      2.9960      3.4648      3.1974      3.1254      4.0464      3.9173      3.8781      3.8864      3.8857      3.8945      4.1002      4.1001      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4002      
2013-02-01     2.2569      2.1280      2.1079      3.1801      3.0392      2.9830      3.6042      3.2672      3.1142      4.0946      3.9571      3.8859      3.8874      3.8851      3.8938      4.1002      4.1001      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4001      
2013-02-04     2.4035      2.2155      2.1419      3.2617      3.0801      2.9930      3.6280      3.3633      3.1417      4.1420      4.0141      3.8980      3.8880      3.8854      3.8931      4.1002      4.1001      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4001      
2013-02-05     2.6335      2.3478      2.1972      3.3094      3.1145      3.0024      3.7054      3.4763      3.1834      4.1737      4.0467      3.9062      3.8888      3.8861      3.8926      4.1004      4.1002      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4001      
2013-02-06     2.9327      2.5133      2.2716      3.4014      3.1857      3.0360      3.8484      3.5952      3.2386      4.1774      4.0778      3.9160      3.8899      3.8874      3.8920      4.1004      4.1002      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4001      
2013-02-07     3.2000      2.6713      2.3486      3.5748      3.3133      3.0910      3.9702      3.7175      3.2969      4.1666      4.1065      3.9351      3.8910      3.8887      3.8916      4.1003      4.1003      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4001      
2013-02-08     3.2081      2.7325      2.3791      3.6094      3.3948      3.1294      3.9992      3.8017      3.3424      4.1404      4.1175      3.9485      3.8917      3.8896      3.8910      4.1004      4.1003      4.1003      4.2600      4.2600      4.2600      4.4000      4.4000      4.4001      
2013-02-16     3.0375      2.7205      2.3742      3.4956      3.3787      3.1312      3.8812      3.7546      3.3640      4.0698      4.1059      3.9540      3.8926      3.8903      3.8903      4.1003      4.1003      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-17     2.7673      2.7004      2.3639      3.4252      3.3673      3.1370      3.6600      3.6827      3.3712      3.9721      4.0729      3.9522      3.8921      3.8905      3.8896      4.1002      4.1003      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-18     2.4213      2.6770      2.3537      3.2717      3.3366      3.1440      3.3892      3.6188      3.3706      3.8678      4.0226      3.9469      3.8908      3.8903      3.8887      4.1001      4.1003      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-19     2.0659      2.6329      2.3457      3.0415      3.3082      3.1512      3.1490      3.5596      3.3785      3.7295      3.9481      3.9327      3.8884      3.8897      3.8877      4.1001      4.1002      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-20     1.8988      2.5534      2.3407      2.9287      3.2691      3.1541      2.9902      3.4947      3.3809      3.5934      3.8669      3.9120      3.8860      3.8889      3.8870      4.1000      4.1002      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-21     1.9064      2.4719      2.3437      2.9621      3.2289      3.1545      2.9482      3.4147      3.3890      3.4695      3.7696      3.8919      3.8834      3.8880      3.8867      4.1000      4.1002      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-22     1.9666      2.3669      2.3574      2.9831      3.2042      3.1593      2.9680      3.3140      3.3951      3.3917      3.6819      3.8643      3.8815      3.8868      3.8865      4.1001      4.1001      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-25     2.0706      2.2459      2.3796      3.0594      3.1656      3.1756      3.0798      3.2345      3.4148      3.3295      3.5987      3.8382      3.8803      3.8855      3.8865      4.1001      4.1001      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-26     2.4348      2.2503      2.4608      3.2318      3.1367      3.2250      3.3216      3.2353      3.4764      3.5198      3.6247      3.8656      3.8808      3.8846      3.8867      4.1002      4.1001      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-27     2.8452      2.3720      2.5522      3.4870      3.2079      3.3013      3.6860      3.3381      3.5699      3.7237      3.6586      3.8880      3.8821      3.8841      3.8868      4.1004      4.1002      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-02-28     3.2438      2.5751      2.6478      3.7408      3.3515      3.3651      4.0490      3.4986      3.6266      3.9657      3.7176      3.9117      3.8850      3.8842      3.8872      4.1008      4.1004      4.1003      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-01     3.6310      2.7988      2.7496      4.0178      3.5005      3.4339      4.4048      3.6864      3.6845      4.2002      3.7959      3.9344      3.8880      3.8848      3.8876      4.1012      4.1006      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-04     3.8125      2.9416      2.8093      4.2184      3.6389      3.4877      4.6156      3.8477      3.7332      4.4021      3.8658      3.9442      3.8904      3.8854      3.8878      4.1012      4.1007      4.1005      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-05     3.6781      3.0564      2.8447      4.0940      3.6629      3.4855      4.4628      3.8922      3.7259      4.2823      3.9011      3.9246      3.8919      3.8864      3.8880      4.1011      4.1007      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-06     3.4633      3.1543      2.8538      3.8486      3.6678      3.4684      4.1386      3.9123      3.7035      4.1311      3.9274      3.8972      3.8919      3.8870      3.8879      4.1010      4.1007      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-07     3.1583      3.2011      2.8365      3.4990      3.6199      3.4244      3.7730      3.9110      3.6628      3.9398      3.9527      3.8612      3.8897      3.8874      3.8877      4.1006      4.1007      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-08     2.8247      3.2279      2.7974      3.1030      3.5604      3.3823      3.3824      3.8936      3.6038      3.7382      3.9692      3.8255      3.8871      3.8875      3.8872      4.1002      4.1007      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-11     2.6123      3.2124      2.7292      2.8400      3.5292      3.3474      3.0518      3.8337      3.5341      3.5664      3.9843      3.7915      3.8850      3.8877      3.8866      4.1001      4.1007      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-12     2.4277      3.0529      2.6516      2.8162      3.4551      3.2959      2.9078      3.6853      3.4603      3.4732      3.8778      3.7512      3.8831      3.8875      3.8860      4.1001      4.1006      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-13     2.2705      2.8669      2.6195      2.8236      3.3361      3.2720      2.8526      3.4956      3.4168      3.4136      3.7724      3.7155      3.8824      3.8872      3.8856      4.1001      4.1005      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-14     2.1847      2.6715      2.6233      2.9366      3.2178      3.2846      2.8632      3.3181      3.4083      3.3705      3.6552      3.6864      3.8821      3.8859      3.8851      4.1001      4.1004      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-15     2.1039      2.4643      2.6316      3.1155      3.1093      3.3049      2.9172      3.1498      3.4181      3.3404      3.5393      3.6676      3.8826      3.8848      3.8848      4.1001      4.1001      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-18     2.1624      2.3874      2.6645      3.1331      2.9866      3.3127      3.0374      3.0446      3.4461      3.3083      3.4373      3.6516      3.8823      3.8836      3.8845      4.1001      4.1001      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-19     2.1930      2.3104      2.6834      3.1137      2.9650      3.3139      3.1730      3.0404      3.4663      3.2959      3.3845      3.6428      3.8819      3.8825      3.8844      4.1001      4.1001      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-20     2.1888      2.2297      2.6920      3.1623      2.9930      3.3304      3.2904      3.0715      3.4919      3.3481      3.3809      3.6541      3.8813      3.8818      3.8844      4.1001      4.1001      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-21     2.1650      2.1749      2.6880      3.1535      3.0451      3.3325      3.3892      3.1262      3.5186      3.3565      3.3635      3.6581      3.8807      3.8814      3.8844      4.1001      4.1001      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-22     2.1136      2.1088      2.6683      3.0712      3.0934      3.3269      3.5174      3.2173      3.5555      3.3630      3.3517      3.6604      3.8800      3.8813      3.8844      4.1001      4.1001      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-25     1.9456      2.0540      2.6332      3.0386      3.0859      3.3075      3.5176      3.2775      3.5556      3.3704      3.3394      3.6618      3.8800      3.8812      3.8844      4.1001      4.1001      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-26     1.8308      2.0119      2.5324      3.0490      3.0814      3.2682      3.5730      3.3730      3.5292      3.3643      3.3301      3.6039      3.8800      3.8810      3.8842      4.1001      4.1001      4.1004      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-27     1.7688      1.9788      2.4229      2.9632      3.0628      3.1994      3.6576      3.4740      3.4848      3.3015      3.3248      3.5486      3.8802      3.8807      3.8839      4.1000      4.1001      4.1003      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-28     1.7312      1.9481      2.3098      2.9906      3.0721      3.1449      3.7106      3.5499      3.4340      3.2997      3.3281      3.4916      3.8806      3.8807      3.8833      4.1000      4.1001      4.1002      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-03-29     1.9066      2.0101      2.2372      3.0736      3.0724      3.0908      3.6458      3.5816      3.3657      3.3148      3.3389      3.4391      3.8807      3.8804      3.8826      4.1000      4.1001      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-01     1.9681      1.9569      2.1721      3.1698      3.1042      3.0454      3.6588      3.5882      3.3164      3.3419      3.3562      3.3967      3.8807      3.8804      3.8820      4.1000      4.1000      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-02     2.0371      1.9340      2.1222      3.2462      3.1476      3.0563      3.6168      3.5949      3.3177      3.3773      3.3708      3.3777      3.8808      3.8804      3.8814      4.1000      4.1000      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-03     2.1075      1.9382      2.0839      3.3358      3.1495      3.0712      3.5280      3.5928      3.3322      3.3923      3.3469      3.3639      3.8806      3.8804      3.8811      4.1000      4.1000      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-07     2.1641      1.9477      2.0613      3.3650      3.1778      3.1114      3.4162      3.5634      3.3448      3.3883      3.3440      3.3537      3.8806      3.8806      3.8810      4.1000      4.1000      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-08     2.0635      1.9850      2.0469      3.3420      3.2078      3.1506      3.3486      3.4972      3.3573      3.3696      3.3422      3.3469      3.8809      3.8808      3.8810      4.1000      4.1000      4.1001      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-09     2.0932      2.0306      2.0423      3.3188      3.2443      3.1651      3.2839      3.4713      3.3744      3.3380      3.3399      3.3396      3.8810      3.8809      3.8810      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-10     2.1141      2.0756      2.0437      3.2808      3.2635      3.1724      3.2331      3.4249      3.3990      3.3137      3.3455      3.3378      3.8813      3.8810      3.8810      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-11     2.1088      2.1082      2.0435      3.2284      3.2821      3.1724      3.1725      3.3502      3.4121      3.2969      3.3446      3.3347      3.8813      3.8810      3.8808      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-12     2.1070      2.1356      2.0418      3.1578      3.2614      3.1667      3.1421      3.2791      3.4145      3.2779      3.3331      3.3306      3.8811      3.8809      3.8808      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-15     2.0815      2.0725      2.0413      3.0982      3.2201      3.1463      3.1305      3.2395      3.4106      3.2592      3.3144      3.3266      3.8808      3.8808      3.8806      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-16     2.0569      2.0750      2.0159      3.0494      3.1841      3.1442      3.1240      3.2039      3.3961      3.2558      3.2969      3.3265      3.8806      3.8808      3.8806      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-17     2.0350      2.0745      2.0042      3.0086      3.1447      3.1462      3.1044      3.1687      3.3818      3.2556      3.2847      3.3277      3.8803      3.8808      3.8806      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-18     2.0632      2.0860      2.0121      2.9806      3.1045      3.1270      3.1548      3.1636      3.3782      3.2692      3.2831      3.3150      3.8803      3.8808      3.8806      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-19     2.1590      2.1330      2.0403      3.0036      3.0807      3.1293      3.2272      3.1846      3.3740      3.3814      3.3297      3.3368      3.8805      3.8808      3.8807      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-22     2.2758      2.1786      2.0818      3.0320      3.0651      3.1365      3.3296      3.2300      3.3636      3.5607      3.4099      3.3760      3.8810      3.8809      3.8808      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-23     2.4664      2.2616      2.1461      3.1372      3.0933      3.1688      3.5410      3.3325      3.4019      3.7694      3.5126      3.4263      3.8818      3.8812      3.8810      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-24     2.8758      2.4554      2.2655      3.4854      3.2470      3.2553      3.8486      3.4765      3.4507      4.0424      3.6490      3.4973      3.8825      3.8814      3.8812      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-25     3.2924      2.6778      2.3930      3.9106      3.4456      3.3639      4.1310      3.6429      3.4966      4.2340      3.7516      3.5481      3.8836      3.8819      3.8814      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-26     3.3918      2.7754      2.4555      3.9990      3.5013      3.3814      4.2344      3.7308      3.5050      4.2546      3.8180      3.5756      3.8842      3.8823      3.8816      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-27     3.4676      2.8717      2.4721      4.0784      3.5552      3.3877      4.2310      3.7803      3.5099      4.1498      3.8552      3.5848      3.8840      3.8825      3.8817      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-04-28     3.4396      2.9530      2.5140      3.9704      3.5538      3.3690      4.0570      3.7990      3.5015      3.9776      3.8735      3.5852      3.8836      3.8827      3.8818      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-02     3.1874      3.0316      2.5531      3.6034      3.5444      3.3446      3.7318      3.7902      3.4795      3.7042      3.8733      3.5790      3.8834      3.8830      3.8819      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-03     2.9292      3.1108      2.5984      3.2466      3.5786      3.3416      3.3616      3.7463      3.4550      3.4920      3.8630      3.5730      3.8826      3.8831      3.8819      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-06     2.8852      3.1385      2.6358      3.1854      3.5922      3.3365      3.1716      3.7030      3.4438      3.3586      3.8066      3.5681      3.8819      3.8831      3.8819      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-07     2.7540      3.1108      2.6447      3.1166      3.5975      3.3313      3.0928      3.6619      3.4460      3.2916      3.7207      3.5653      3.8817      3.8829      3.8819      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-08     2.6100      3.0248      2.6432      3.1074      3.5389      3.3161      3.0574      3.5572      3.4449      3.2545      3.6161      3.5643      3.8813      3.8825      3.8818      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-09     2.4720      2.8297      2.6425      3.1448      3.3741      3.3106      3.0754      3.4036      3.4401      3.2490      3.4766      3.5628      3.8808      3.8821      3.8818      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-10     2.3000      2.6146      2.6462      3.0916      3.1691      3.3074      3.0741      3.2179      3.4304      3.2572      3.3746      3.5631      3.8805      3.8816      3.8817      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-13     2.1755      2.5303      2.6529      3.0276      3.1065      3.3039      3.0679      3.1198      3.4253      3.2742      3.3164      3.5672      3.8803      3.8811      3.8817      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-14     2.1515      2.4527      2.6622      2.9472      3.0319      3.2936      3.0317      3.0623      3.4213      3.2862      3.2889      3.5721      3.8802      3.8810      3.8817      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-15     2.1784      2.3942      2.6736      2.9038      3.0056      3.2797      2.9997      3.0286      3.4138      3.2855      3.2700      3.5718      3.8802      3.8808      3.8817      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-16     2.2968      2.3844      2.7080      2.9210      3.0329      3.2887      3.0157      3.0456      3.4179      3.3110      3.2800      3.5767      3.8803      3.8805      3.8817      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-17     2.4375      2.3688      2.7398      3.0440      3.0678      3.3232      3.0864      3.0803      3.4133      3.4496      3.3534      3.6082      3.8807      3.8806      3.8818      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-20     2.5975      2.3865      2.7625      3.3098      3.1687      3.3804      3.3232      3.1956      3.4493      3.6894      3.4818      3.6442      3.8813      3.8808      3.8819      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-21     2.8215      2.4865      2.7986      3.6300      3.2886      3.4430      3.6062      3.3190      3.4904      3.9298      3.6080      3.6644      3.8819      3.8811      3.8820      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-22     3.0574      2.6179      2.8213      3.8670      3.3854      3.4621      3.9280      3.4639      3.5105      4.1704      3.7280      3.6720      3.8829      3.8816      3.8820      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-23     3.2532      2.7750      2.8023      4.0670      3.4940      3.4340      4.2458      3.6308      3.5172      4.4174      3.8642      3.6704      3.8837      3.8820      3.8821      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-24     3.3852      2.9114      2.7630      4.1800      3.6120      3.3905      4.4240      3.7552      3.4865      4.5430      3.9963      3.6855      3.8840      3.8824      3.8820      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-27     3.5058      3.0516      2.7910      4.1500      3.7299      3.4182      4.3502      3.8367      3.4782      4.5178      4.1036      3.7100      3.8841      3.8827      3.8819      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-28     3.5038      3.1626      2.8077      3.9756      3.8028      3.4173      4.2123      3.9093      3.4858      4.4445      4.1872      3.7380      3.8844      3.8832      3.8821      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-29     3.4290      3.2432      2.8187      3.9192      3.8931      3.4493      4.0705      3.9993      3.5139      4.2893      4.2299      3.7499      3.8838      3.8833      3.8821      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-30     3.3708      3.3120      2.8482      3.9096      3.9883      3.5106      3.9209      4.0834      3.5645      4.1123      4.2649      3.7724      3.8832      3.8835      3.8820      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-05-31     3.5702      3.4777      2.9232      4.0356      4.1078      3.5878      4.0209      4.2225      3.6514      3.9965      4.2698      3.8116      3.8828      3.8834      3.8820      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-06-03     3.7780      3.6419      3.0142      4.1452      4.1476      3.6581      4.2103      4.2803      3.7379      4.0185      4.2682      3.8750      3.8828      3.8835      3.8821      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-06-04     4.0114      3.7576      3.1220      4.3878      4.1817      3.7351      4.4330      4.3227      3.8208      4.0655      4.2550      3.9315      3.8826      3.8835      3.8823      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
2013-06-05     4.3260      3.8775      3.2477      4.6016      4.2604      3.8229      4.6476      4.3591      3.9115      4.2319      4.2606      3.9943      3.8829      3.8833      3.8825      4.1000      4.1000      4.1000      4.2600      4.2600      4.2600      4.4000      4.4000      4.4000      
