日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2020-03-02     1.5580      1.5210      1.6002      2.2162      2.2371      2.2710      2.0772      2.0966      2.1731      2.2992      2.3286      2.4445      2.4342      2.4671      2.5790      2.5678      2.5906      2.6777      2.6516      2.6749      2.7456      2.7386      2.7534      2.8138      
2020-03-03     1.5620      1.5329      1.5676      2.1944      2.2172      2.2549      2.0584      2.0839      2.1434      2.2814      2.3128      2.4180      2.4174      2.4521      2.5565      2.5554      2.5801      2.6602      2.6398      2.6653      2.7308      2.7294      2.7454      2.8011      
2020-03-04     1.5546      1.5165      1.5382      2.1682      2.1956      2.2404      2.0366      2.0669      2.1198      2.2550      2.2931      2.3919      2.3954      2.4343      2.5332      2.5398      2.5682      2.6425      2.6240      2.6530      2.7152      2.7164      2.7360      2.7883      
2020-03-05     1.5752      1.5212      1.5197      2.1476      2.1737      2.2265      2.0092      2.0503      2.1000      2.2248      2.2722      2.3668      2.3668      2.4133      2.5089      2.5204      2.5539      2.6242      2.6050      2.6386      2.6991      2.6986      2.7244      2.7752      
2020-03-06     1.5220      1.5219      1.4982      2.0798      2.1527      2.2130      1.9732      2.0304      2.0810      2.1898      2.2505      2.3417      2.3326      2.3902      2.4841      2.4938      2.5361      2.6051      2.5798      2.6210      2.6827      2.6748      2.7100      2.7611      
2020-03-09     1.4968      1.5274      1.4950      2.0688      2.1425      2.2022      1.9440      2.0106      2.0648      2.1588      2.2290      2.3186      2.2986      2.3664      2.4599      2.4656      2.5167      2.5861      2.5516      2.6016      2.6663      2.6486      2.6936      2.7468      
2020-03-10     1.5752      1.5686      1.5177      2.0982      2.1463      2.2030      1.9418      2.0001      2.0567      2.1394      2.2104      2.2989      2.2686      2.3430      2.4372      2.4382      2.4968      2.5677      2.5250      2.5824      2.6503      2.6246      2.6770      2.7333      
2020-03-11     1.7064      1.6305      1.5475      2.1478      2.1580      2.2037      1.9568      1.9967      2.0531      2.1336      2.1943      2.2814      2.2470      2.3212      2.4164      2.4142      2.4770      2.5505      2.5028      2.5634      2.6346      2.6002      2.6583      2.7189      
2020-03-12     1.7492      1.6622      1.5586      2.1918      2.1697      2.2030      1.9740      1.9916      2.0486      2.1296      2.1772      2.2652      2.2336      2.3002      2.3973      2.3938      2.4571      2.5342      2.4822      2.5436      2.6190      2.5768      2.6377      2.7039      
2020-03-13     1.7596      1.6408      1.5665      2.2352      2.1575      2.2039      1.9902      1.9817      2.0431      2.1282      2.1590      2.2503      2.2224      2.2775      2.3792      2.3802      2.4370      2.5190      2.4666      2.5232      2.6037      2.5562      2.6155      2.6887      
2020-03-16     1.6882      1.5925      1.5568      2.2602      2.1645      2.2008      2.0030      1.9735      2.0351      2.1238      2.1413      2.2350      2.2098      2.2542      2.3607      2.3648      2.4152      2.5029      2.4514      2.5015      2.5882      2.5362      2.5924      2.6729      
2020-03-17     1.5020      1.5386      1.5358      2.1912      2.1447      2.1810      1.9772      1.9595      2.0217      2.1100      2.1247      2.2188      2.1938      2.2312      2.3417      2.3456      2.3919      2.4860      2.4352      2.4801      2.5727      2.5154      2.5700      2.6577      
2020-03-18     1.2710      1.4887      1.5026      2.0814      2.1146      2.1551      1.9242      1.9405      2.0037      2.0874      2.1105      2.2018      2.1730      2.2100      2.3222      2.3224      2.3683      2.4683      2.4186      2.4607      2.5569      2.4968      2.5485      2.6423      
2020-03-19     1.1074      1.4283      1.4748      1.9982      2.0950      2.1344      1.8636      1.9188      1.9846      2.0630      2.0963      2.1843      2.1492      2.1914      2.3024      2.2978      2.3458      2.4499      2.4010      2.4416      2.5401      2.4802      2.5285      2.6265      
2020-03-20     0.9836      1.3716      1.4468      1.9368      2.0860      2.1194      1.8198      1.9050      1.9677      2.0378      2.0830      2.1668      2.1262      2.1743      2.2823      2.2696      2.3249      2.4305      2.3818      2.4242      2.5226      2.4652      2.5107      2.6104      
2020-03-23     0.9064      1.2973      1.4124      1.8580      2.0591      2.1008      1.7724      1.8877      1.9492      2.0116      2.0677      2.1484      2.1056      2.1577      2.2621      2.2418      2.3033      2.4100      2.3606      2.4060      2.5038      2.4490      2.4926      2.5931      
2020-03-24     0.8526      1.1773      1.3730      1.8174      2.0043      2.0753      1.7360      1.8566      1.9284      1.9866      2.0483      2.1294      2.0878      2.1408      2.2419      2.2168      2.2812      2.3890      2.3392      2.3872      2.4848      2.4310      2.4732      2.5751      
2020-03-25     0.8294      1.0502      1.3404      1.8162      1.9488      2.0534      1.7132      1.8187      1.9077      1.9596      2.0235      2.1089      2.0658      2.1194      2.2203      2.1904      2.2564      2.3667      2.3108      2.3647      2.4641      2.4092      2.4530      2.5557      
2020-03-26     0.8292      0.9683      1.3153      1.7816      1.8899      2.0298      1.7000      1.7818      1.8867      1.9318      1.9974      2.0873      2.0404      2.0948      2.1975      2.1602      2.2290      2.3431      2.2816      2.3413      2.4425      2.3838      2.4320      2.5349      
2020-03-27     0.8910      0.9373      1.2891      1.7464      1.8416      1.9996      1.6832      1.7515      1.8666      1.9046      1.9712      2.0651      2.0162      2.0712      2.1744      2.1310      2.2003      2.3187      2.2528      2.3173      2.4203      2.3572      2.4112      2.5134      
2020-03-30     0.9968      0.9516      1.2721      1.8180      1.8380      2.0013      1.6940      1.7332      1.8534      1.8792      1.9454      2.0434      1.9914      2.0485      2.1514      2.1030      2.1724      2.2938      2.2222      2.2914      2.3965      2.3300      2.3895      2.4910      
2020-03-31     1.1568      1.0047      1.2717      1.9088      1.8631      2.0039      1.7312      1.7336      1.8466      1.8570      1.9218      2.0233      1.9668      2.0273      2.1293      2.0756      2.1462      2.2691      2.1916      2.2654      2.3728      2.3016      2.3663      2.4682      
2020-04-01     1.2680      1.0487      1.2687      1.9606      1.8884      2.0015      1.7464      1.7298      1.8352      1.8394      1.8995      2.0050      1.9484      2.0071      2.1086      2.0524      2.1214      2.2449      2.1672      2.2390      2.3499      2.2758      2.3425      2.4455      
2020-04-02     1.3546      1.0919      1.2601      1.9880      1.8848      1.9899      1.7374      1.7187      1.8188      1.8200      1.8759      1.9861      1.9308      1.9856      2.0885      2.0306      2.0954      2.2206      2.1436      2.2126      2.3271      2.2514      2.3176      2.4231      
2020-04-03     1.3340      1.1125      1.2421      2.0004      1.8734      1.9797      1.7068      1.6950      1.8000      1.7968      1.8507      1.9669      1.9064      1.9613      2.0678      2.0074      2.0692      2.1971      2.1190      2.1859      2.3051      2.2234      2.2903      2.4005      
2020-04-07     1.2204      1.1086      1.2030      1.9224      1.8702      1.9647      1.6260      1.6600      1.7739      1.7616      1.8204      1.9441      1.8628      1.9271      2.0424      1.9690      2.0360      2.1697      2.0858      2.1540      2.2800      2.1826      2.2563      2.3745      
2020-04-08     1.0762      1.1165      1.1469      1.8408      1.8748      1.9396      1.5218      1.6265      1.7416      1.7068      1.7819      1.9151      1.8056      1.8862      2.0135      1.9142      1.9949      2.1381      2.0318      2.1117      2.2495      2.1228      2.2122      2.3427      
2020-04-09     1.0320      1.1500      1.1001      1.7760      1.8683      1.9086      1.4312      1.5888      1.7038      1.6396      1.7395      1.8815      1.7336      1.8410      1.9802      1.8442      1.9483      2.1024      1.9610      2.0641      2.2144      2.0486      2.1622      2.3076      
2020-04-10     1.0462      1.2004      1.0844      1.7672      1.8776      1.8838      1.3720      1.5547      1.6683      1.5652      1.6926      1.8450      1.6572      1.7940      1.9444      1.7690      1.8998      2.0644      1.8818      2.0127      2.1770      1.9670      2.1092      2.2706      
2020-04-13     1.1216      1.2278      1.0826      1.7712      1.8858      1.8637      1.3368      1.5218      1.6367      1.4900      1.6434      1.8073      1.5854      1.7459      1.9086      1.6936      1.8505      2.0254      1.8004      1.9597      2.1385      1.8856      2.0545      2.2329      
2020-04-14     1.1592      1.1898      1.0707      1.7580      1.8402      1.8391      1.3378      1.4819      1.6076      1.4288      1.5952      1.7703      1.5314      1.6971      1.8728      1.6330      1.8010      1.9867      1.7306      1.9082      2.0998      1.8182      2.0004      2.1950      
2020-04-15     1.1408      1.1085      1.0566      1.7366      1.7887      1.8259      1.3412      1.4315      1.5826      1.3864      1.5466      1.7342      1.4914      1.6485      1.8379      1.5890      1.7516      1.9489      1.6828      1.8573      2.0614      1.7704      1.9466      2.1565      
2020-04-16     1.0448      1.0384      1.0436      1.7320      1.7540      1.8212      1.3482      1.3897      1.5598      1.3566      1.4981      1.6988      1.4654      1.5995      1.8033      1.5592      1.7017      1.9116      1.6496      1.8053      2.0222      1.7382      1.8934      2.1180      
2020-04-17     0.9182      0.9822      1.0371      1.7168      1.7420      1.8134      1.3446      1.3583      1.5385      1.3382      1.4517      1.6638      1.4446      1.5509      1.7683      1.5378      1.6534      1.8744      1.6280      1.7549      1.9838      1.7160      1.8415      2.0796      
2020-04-20     0.8218      0.9717      1.0421      1.6934      1.7323      1.8029      1.3350      1.3359      1.5155      1.3254      1.4077      1.6292      1.4264      1.5059      1.7336      1.5184      1.6060      1.8376      1.6100      1.7052      1.9456      1.6992      1.7924      2.0414      
2020-04-21     0.8032      0.9812      1.0449      1.6732      1.7156      1.7929      1.3190      1.3284      1.4942      1.3152      1.3720      1.5962      1.4136      1.4725      1.6998      1.5032      1.5681      1.8021      1.5956      1.6631      1.9086      1.6874      1.7528      2.0046      
2020-04-22     0.8232      0.9820      1.0493      1.6620      1.6993      1.7871      1.3082      1.3247      1.4756      1.3070      1.3467      1.5643      1.4024      1.4469      1.6666      1.4922      1.5406      1.7678      1.5850      1.6339      1.8728      1.6802      1.7253      1.9688      
2020-04-23     0.8614      0.9531      1.0516      1.6632      1.6976      1.7830      1.3084      1.3283      1.4586      1.3024      1.3295      1.5345      1.3960      1.4307      1.6359      1.4862      1.5227      1.7355      1.5804      1.6150      1.8396      1.6780      1.7081      1.9352      
2020-04-24     0.9006      0.9094      1.0549      1.6594      1.6881      1.7829      1.3104      1.3275      1.4411      1.3012      1.3197      1.5062      1.3946      1.4196      1.6068      1.4836      1.5107      1.7053      1.5780      1.6030      1.8079      1.6780      1.6970      1.9031      
2020-04-26     0.9030      0.8624      1.0451      1.6442      1.6688      1.7773      1.3108      1.3229      1.4224      1.3026      1.3140      1.4787      1.3952      1.4108      1.5784      1.4848      1.5016      1.6761      1.5790      1.5945      1.7771      1.6796      1.6894      1.8720      
2020-04-27     0.8976      0.8504      1.0201      1.6778      1.6755      1.7579      1.3114      1.3152      1.3986      1.3036      1.3094      1.4523      1.3954      1.4045      1.5508      1.4862      1.4947      1.6479      1.5806      1.5881      1.7482      1.6812      1.6843      1.8424      
2020-04-28     0.8922      0.8577      0.9831      1.6866      1.6743      1.7315      1.3132      1.3107      1.3711      1.3044      1.3057      1.4262      1.3968      1.3996      1.5241      1.4872      1.4897      1.6207      1.5816      1.5833      1.7203      1.6822      1.6812      1.8139      
2020-04-29     0.8458      0.8536      0.9460      1.7050      1.6841      1.7191      1.3182      1.3133      1.3515      1.3050      1.3037      1.4009      1.3974      1.3967      1.4981      1.4880      1.4871      1.5944      1.5826      1.5815      1.6934      1.6818      1.6799      1.7867      
2020-04-30     1.0410      0.9708      0.9765      1.7452      1.7023      1.7222      1.3570      1.3337      1.3460      1.3074      1.3043      1.3780      1.3982      1.3964      1.4737      1.4894      1.4865      1.5700      1.5838      1.5809      1.6679      1.6818      1.6799      1.7607      
2020-05-06     1.1560      1.0295      1.0006      1.7866      1.7154      1.7239      1.3668      1.3388      1.3374      1.3080      1.3053      1.3565      1.3988      1.3970      1.4515      1.4902      1.4875      1.5468      1.5850      1.5820      1.6436      1.6822      1.6809      1.7367      
2020-05-07     1.2098      1.0537      1.0175      1.7994      1.7386      1.7271      1.3690      1.3402      1.3343      1.3074      1.3055      1.3388      1.3994      1.3974      1.4350      1.4910      1.4886      1.5284      1.5868      1.5837      1.6234      1.6824      1.6818      1.7173      
2020-05-08     1.2226      1.0574      1.0197      1.8372      1.7619      1.7306      1.3672      1.3402      1.3325      1.3066      1.3055      1.3261      1.3998      1.3983      1.4226      1.4914      1.4893      1.5150      1.5880      1.5848      1.6094      1.6828      1.6825      1.7039      
2020-05-09     1.2604      1.0531      1.0031      1.7824      1.7437      1.7207      1.3542      1.3362      1.3323      1.3058      1.3054      1.3175      1.3998      1.3986      1.4147      1.4920      1.4900      1.5064      1.5894      1.5860      1.6005      1.6838      1.6828      1.6955      
2020-05-11     1.0580      1.0495      0.9795      1.7344      1.7398      1.7140      1.3076      1.3323      1.3299      1.3030      1.3052      1.3125      1.3994      1.3988      1.4092      1.4920      1.4907      1.5007      1.5906      1.5872      1.5951      1.6852      1.6835      1.6903      
2020-05-12     0.9220      1.0390      0.9507      1.6750      1.7308      1.6998      1.2886      1.3277      1.3253      1.3008      1.3044      1.3092      1.3990      1.3989      1.4049      1.4922      1.4912      1.4964      1.5918      1.5884      1.5915      1.6874      1.6848      1.6871      
2020-05-13     0.8344      1.0221      0.9363      1.6044      1.7019      1.6887      1.2750      1.3220      1.3186      1.3000      1.3037      1.3066      1.3986      1.3990      1.4018      1.4926      1.4918      1.4933      1.5934      1.5901      1.5891      1.6900      1.6862      1.6853      
2020-05-14     0.7954      1.0090      0.9334      1.5454      1.6913      1.6828      1.2670      1.3171      1.3139      1.3000      1.3033      1.3045      1.3984      1.3991      1.3994      1.4930      1.4922      1.4910      1.5952      1.5916      1.5875      1.6930      1.6879      1.6846      
2020-05-15     0.7982      1.0293      0.9415      1.5806      1.6815      1.6828      1.2630      1.3086      1.3110      1.3000      1.3029      1.3033      1.3984      1.3991      1.3979      1.4930      1.4925      1.4898      1.5966      1.5930      1.5873      1.6958      1.6898      1.6849      
2020-05-18     0.8040      0.9310      0.9509      1.5574      1.6459      1.6741      1.2604      1.2840      1.3089      1.3000      1.3015      1.3029      1.3984      1.3989      1.3977      1.4928      1.4924      1.4895      1.5974      1.5940      1.5875      1.6976      1.6914      1.6857      
2020-05-19     0.9204      0.9212      0.9754      1.5480      1.6115      1.6635      1.2614      1.2750      1.3069      1.3000      1.3004      1.3029      1.3986      1.3988      1.3979      1.4926      1.4924      1.4900      1.5980      1.5949      1.5885      1.6982      1.6928      1.6869      
2020-05-20     1.0234      0.9289      0.9913      1.5578      1.5811      1.6599      1.2750      1.2750      1.3076      1.3002      1.3001      1.3028      1.3988      1.3987      1.3981      1.4924      1.4925      1.4906      1.5984      1.5959      1.5898      1.6988      1.6944      1.6881      
2020-05-21     1.0956      0.9455      1.0015      1.5662      1.5558      1.6589      1.2866      1.2768      1.3085      1.3008      1.3004      1.3030      1.3990      1.3987      1.3985      1.4924      1.4927      1.4910      1.5988      1.5970      1.5909      1.6994      1.6962      1.6894      
2020-05-22     1.1416      0.9699      1.0115      1.5538      1.5672      1.6555      1.2974      1.2802      1.3082      1.3022      1.3011      1.3033      1.3992      1.3988      1.3987      1.4924      1.4927      1.4914      1.5990      1.5978      1.5919      1.7002      1.6980      1.6904      
2020-05-25     1.2552      1.0296      1.0396      1.5982      1.5778      1.6588      1.3124      1.2864      1.3094      1.3054      1.3027      1.3040      1.3996      1.3990      1.3989      1.4934      1.4931      1.4919      1.5994      1.5984      1.5928      1.7024      1.7000      1.6918      
2020-05-26     1.3542      1.1373      1.0882      1.6756      1.6118      1.6713      1.3558      1.3086      1.3182      1.3138      1.3069      1.3057      1.4008      1.3997      1.3993      1.4956      1.4941      1.4927      1.6020      1.6000      1.5942      1.7074      1.7028      1.6938      
2020-05-27     1.5310      1.2772      1.1497      1.7724      1.6651      1.6835      1.4416      1.3583      1.3402      1.3316      1.3159      1.3098      1.4040      1.4014      1.4002      1.5008      1.4966      1.4942      1.6074      1.6029      1.5965      1.7154      1.7071      1.6967      
2020-05-28     1.7306      1.4131      1.2111      1.8970      1.7316      1.7115      1.5482      1.4174      1.3673      1.3534      1.3271      1.3152      1.4100      1.4045      1.4018      1.5072      1.4998      1.4960      1.6154      1.6071      1.5994      1.7248      1.7121      1.7000      
2020-05-29     1.9312      1.5364      1.2829      2.0082      1.7810      1.7313      1.6706      1.4840      1.3963      1.3780      1.3401      1.3215      1.4206      1.4099      1.4045      1.5190      1.5057      1.4991      1.6288      1.6139      1.6035      1.7388      1.7195      1.7047      
2020-06-01     1.9624      1.6088      1.2699      2.0430      1.8206      1.7333      1.7474      1.5299      1.4070      1.3996      1.3525      1.3270      1.4318      1.4157      1.4073      1.5328      1.5131      1.5028      1.6444      1.6219      1.6080      1.7544      1.7284      1.7099      
2020-06-02     1.8800      1.6171      1.2692      1.9960      1.8358      1.7237      1.7372      1.5465      1.4108      1.4156      1.3647      1.3326      1.4432      1.4220      1.4104      1.5472      1.5214      1.5069      1.6602      1.6311      1.6130      1.7700      1.7387      1.7158      
2020-06-03     1.8362      1.6836      1.3063      1.9866      1.8795      1.7303      1.7030      1.5723      1.4237      1.4286      1.3801      1.3401      1.4590      1.4315      1.4151      1.5628      1.5318      1.5122      1.6796      1.6435      1.6197      1.7874      1.7514      1.7229      
2020-06-04     1.8084      1.7695      1.3575      1.9510      1.9240      1.7399      1.6544      1.6013      1.4391      1.4488      1.4011      1.3508      1.4802      1.4451      1.4219      1.5816      1.5444      1.5186      1.7006      1.6580      1.6275      1.8080      1.7664      1.7313      
2020-06-05     1.7054      1.8183      1.3941      1.9182      1.9632      1.7652      1.6104      1.6405      1.4604      1.4792      1.4286      1.3649      1.5084      1.4645      1.4317      1.6048      1.5619      1.5273      1.7218      1.6753      1.6366      1.8338      1.7863      1.7422      
2020-06-08     1.7576      1.8600      1.4448      1.9148      1.9789      1.7784      1.6036      1.6755      1.4810      1.5238      1.4617      1.3822      1.5488      1.4903      1.4447      1.6390      1.5859      1.5395      1.7522      1.6983      1.6484      1.8676      1.8110      1.7555      
