日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2009-01-04     0.9072      0.9087      1.0379      1.0867      1.1992      1.3939      1.1638      1.2069      1.3993      1.2498      1.2997      1.5499      1.8176      1.9465      2.1890      2.1123      2.2358      2.4550      2.2670      2.3915      2.6014      2.3921      2.5169      2.7222      
2009-01-05     0.9091      0.9073      1.0116      1.0454      1.1589      1.3513      1.1392      1.1918      1.3568      1.2330      1.2754      1.5057      1.7762      1.8963      2.1427      2.0791      2.1876      2.4149      2.2337      2.3453      2.5628      2.3606      2.4707      2.6841      
2009-01-06     0.9107      0.9057      0.9850      1.0111      1.1202      1.3088      1.1189      1.1734      1.3149      1.2068      1.2549      1.4560      1.7355      1.8446      2.0959      2.0473      2.1408      2.3749      2.2012      2.2983      2.5241      2.3319      2.4243      2.6465      
2009-01-07     0.9107      0.9036      0.9590      0.9967      1.0839      1.2716      1.0992      1.1525      1.2742      1.1852      1.2355      1.4102      1.6986      1.8001      2.0491      2.0183      2.1012      2.3350      2.1724      2.2579      2.4851      2.3044      2.3852      2.6091      
2009-01-08     0.8979      0.9018      0.9459      0.9932      1.0622      1.2423      1.0737      1.1314      1.2361      1.1650      1.2167      1.3703      1.6609      1.7594      2.0026      1.9854      2.0656      2.2943      2.1410      2.2215      2.4458      2.2783      2.3520      2.5717      
2009-01-09     0.8828      0.8950      0.9320      0.9848      1.0357      1.2166      1.0490      1.1064      1.2109      1.1472      1.1985      1.3376      1.6227      1.7202      1.9577      1.9525      2.0324      2.2536      2.1082      2.1876      2.4061      2.2516      2.3219      2.5342      
2009-01-12     0.8677      0.8884      0.9183      0.9704      1.0079      1.1861      1.0190      1.0791      1.1839      1.1285      1.1808      1.3081      1.5879      1.6821      1.9146      1.9174      1.9983      2.2131      2.0744      2.1541      2.3666      2.2286      2.2946      2.4980      
2009-01-13     0.8527      0.8817      0.9047      0.9567      0.9839      1.1561      0.9969      1.0579      1.1587      1.1273      1.1671      1.2822      1.5573      1.6464      1.8723      1.8821      1.9647      2.1725      2.0425      2.1218      2.3272      2.2062      2.2690      2.4620      
2009-01-14     0.8389      0.8748      0.8941      0.9400      0.9684      1.1266      0.9792      1.0392      1.1353      1.1222      1.1537      1.2538      1.5296      1.6141      1.8306      1.8497      1.9340      2.1330      2.0134      2.0929      2.2886      2.1867      2.2456      2.4270      
2009-01-15     0.8263      0.8621      0.8870      0.9225      0.9578      1.0991      0.9595      1.0166      1.1177      1.1192      1.1421      1.2339      1.5052      1.5831      1.7899      1.8217      1.9036      2.0940      1.9880      2.0645      2.2510      2.1677      2.2230      2.3928      
2009-01-16     0.8218      0.8523      0.8805      0.9162      0.9505      1.0748      0.9431      0.9961      1.1015      1.1189      1.1331      1.2164      1.4843      1.5535      1.7500      1.7959      1.8742      2.0550      1.9651      2.0367      2.2141      2.1505      2.2011      2.3590      
2009-01-19     0.8180      0.8429      0.8751      0.9124      0.9414      1.0502      0.9353      0.9772      1.0845      1.1191      1.1238      1.1996      1.4660      1.5270      1.7116      1.7741      1.8458      2.0167      1.9464      2.0104      2.1779      2.1315      2.1801      2.3254      
2009-01-20     0.8170      0.8349      0.8703      0.9044      0.9306      1.0254      0.9279      0.9624      1.0679      1.1109      1.1191      1.1870      1.4510      1.5041      1.6744      1.7549      1.8185      1.9796      1.9303      1.9864      2.1423      2.1125      2.1594      2.2918      
2009-01-21     0.8356      0.8372      0.8704      0.9077      0.9239      1.0039      0.9255      0.9524      1.0524      1.1065      1.1144      1.1749      1.4359      1.4827      1.6414      1.7362      1.7930      1.9471      1.9138      1.9636      2.1108      2.0926      2.1397      2.2624      
2009-01-22     0.8504      0.8384      0.8701      0.9327      0.9276      0.9949      0.9484      0.9539      1.0426      1.1053      1.1123      1.1645      1.4222      1.4637      1.6116      1.7201      1.7709      1.9183      1.8980      1.9430      2.0822      2.0732      2.1204      2.2362      
2009-01-23     0.8632      0.8425      0.8688      0.9556      0.9359      0.9858      0.9698      0.9565      1.0314      1.1028      1.1109      1.1547      1.4095      1.4469      1.5835      1.7053      1.7506      1.8915      1.8825      1.9238      2.0557      2.0553      2.1029      2.2124      
