日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2007-02-09     2.0133      1.8927      1.6964      2.8914      2.4827      2.0981      3.2696      2.7482      2.3768      3.0951      2.8086      2.6633      2.8192      2.8137      2.8109      2.8698      2.8697      2.8694      2.9321      2.9320      2.9316      3.0025      3.0025      3.0025      
2007-02-12     2.4618      2.1145      1.8315      3.3708      2.7193      2.2526      3.6133      2.9626      2.5063      3.3719      2.9616      2.7397      2.8326      2.8205      2.8143      2.8700      2.8698      2.8695      2.9322      2.9320      2.9317      3.0025      3.0025      3.0025      
2007-02-13     2.7785      2.2730      1.9359      3.6284      2.8553      2.3570      3.7758      3.1246      2.6131      3.6055      3.1105      2.8143      2.8458      2.8271      2.8176      2.8704      2.8700      2.8697      2.9323      2.9321      2.9318      3.0025      3.0025      3.0025      
2007-02-14     3.2142      2.4969      2.0709      3.9201      3.0458      2.4819      3.8831      3.2947      2.7180      3.7796      3.2542      2.8863      2.8582      2.8340      2.8211      2.8708      2.8703      2.8698      2.9324      2.9322      2.9319      3.0026      3.0025      3.0025      
2007-02-15     3.4532      2.6303      2.1544      3.9116      3.1858      2.5807      3.8087      3.3847      2.7758      3.7588      3.3181      2.9186      2.8700      2.8411      2.8246      2.8712      2.8705      2.8700      2.9325      2.9322      2.9319      3.0026      3.0026      3.0025      
2007-02-16     3.2950      2.6542      2.1835      3.5122      3.2018      2.6109      3.4463      3.3580      2.7761      3.5968      3.3460      2.9331      2.8759      2.8475      2.8279      2.8718      2.8708      2.8701      2.9325      2.9323      2.9320      3.0027      3.0026      3.0025      
2007-02-17     2.7975      2.6297      2.1882      2.9210      3.1459      2.5979      2.9470      3.2801      2.7625      3.3182      3.3450      2.9400      2.8737      2.8532      2.8307      2.8723      2.8711      2.8703      2.9326      2.9324      2.9321      3.0027      3.0026      3.0025      
2007-02-25     2.4868      2.6327      2.1991      2.8106      3.2195      2.6452      2.7922      3.2840      2.8070      3.0571      3.3313      2.9493      2.8719      2.8589      2.8336      2.8725      2.8715      2.8705      2.9326      2.9325      2.9321      3.0027      3.0026      3.0026      
2007-02-26     2.0417      2.6279      2.2033      2.5445      3.2323      2.6782      2.5991      3.2411      2.8438      2.8051      3.2923      2.9582      2.8692      2.8637      2.8364      2.8727      2.8718      2.8707      2.9327      2.9325      2.9322      3.0027      3.0027      3.0026      
2007-02-27     1.7616      2.6074      2.2002      2.3545      3.1330      2.7040      2.5182      3.1635      2.8719      2.7105      3.2347      2.9667      2.8657      2.8678      2.8390      2.8729      2.8721      2.8709      2.9327      2.9326      2.9323      3.0028      3.0027      3.0026      
2007-02-28     1.6933      2.4941      2.1934      2.3226      2.9174      2.7000      2.5347      2.9905      2.8693      2.6555      3.1262      2.9674      2.8619      2.8689      2.8413      2.8729      2.8723      2.8710      2.9327      2.9326      2.9323      3.0028      3.0027      3.0026      
2007-03-01     1.7085      2.2530      2.1838      2.3716      2.6463      2.6828      2.5494      2.7482      2.8554      2.6168      2.9675      2.9645      2.8583      2.8660      2.8432      2.8728      2.8726      2.8712      2.9327      2.9327      2.9323      3.0028      3.0027      3.0026      
2007-03-02     1.6494      2.0681      2.1705      2.1263      2.4685      2.6619      2.3031      2.5477      2.8361      2.5606      2.8089      2.9597      2.8531      2.8625      2.8448      2.8727      2.8726      2.8713      2.9327      2.9327      2.9324      3.0028      3.0028      3.0026      
2007-03-05     1.5910      1.8163      2.1566      1.9266      2.2356      2.6407      2.0744      2.3368      2.8157      2.4828      2.6439      2.9491      2.8470      2.8581      2.8460      2.8725      2.8726      2.8714      2.9326      2.9326      2.9324      3.0028      3.0028      3.0027      
2007-03-06     1.5461      1.6538      2.1420      1.7432      2.0489      2.6173      1.8753      2.1968      2.7907      2.3962      2.5533      2.9357      2.8405      2.8531      2.8471      2.8723      2.8726      2.8716      2.9325      2.9326      2.9324      3.0028      3.0028      3.0027      
2007-03-07     1.5031      1.5982      2.1262      1.6548      1.9887      2.5952      1.7950      2.1649      2.7614      2.3417      2.4986      2.9223      2.8347      2.8483      2.8479      2.8721      2.8725      2.8717      2.9324      2.9326      2.9324      3.0028      3.0028      3.0027      
2007-03-08     1.4681      1.5883      2.1090      1.6095      1.9905      2.5682      1.7622      2.1558      2.7180      2.3015      2.4592      2.9021      2.8299      2.8441      2.8486      2.8720      2.8724      2.8718      2.9323      2.9325      2.9325      3.0028      3.0028      3.0027      
2007-03-09     1.4432      1.5463      2.0895      1.5718      1.8491      2.5343      1.7536      2.0284      2.6562      2.2693      2.4150      2.8731      2.8264      2.8397      2.8493      2.8719      2.8723      2.8719      2.9323      2.9325      2.9325      3.0028      3.0028      3.0027      
2007-03-12     1.4193      1.5051      2.0665      1.5337      1.7302      2.4812      1.7328      1.9036      2.5724      2.2596      2.3712      2.8318      2.8240      2.8355      2.8496      2.8719      2.8722      2.8720      2.9322      2.9324      2.9325      3.0028      3.0028      3.0027      
2007-03-13     1.3985      1.4723      2.0398      1.5029      1.6231      2.3781      1.7302      1.8028      2.4831      2.2583      2.3273      2.7810      2.8224      2.8315      2.8496      2.8719      2.8721      2.8721      2.9327      2.9326      2.9326      3.0053      3.0040      3.0034      
2007-03-14     1.3817      1.4424      1.9683      1.4813      1.5681      2.2427      1.7319      1.7634      2.3770      2.2517      2.2967      2.7114      2.8215      2.8281      2.8485      2.8719      2.8720      2.8722      2.9336      2.9330      2.9328      3.0107      3.0068      3.0047      
2007-03-15     1.3689      1.4185      1.8357      1.4635      1.5365      2.0914      1.7340      1.7481      2.2482      2.2455      2.2735      2.6205      2.8211      2.8255      2.8458      2.8720      2.8720      2.8723      2.9351      2.9337      2.9332      3.0193      3.0110      3.0069      
2007-03-16     1.3716      1.4074      1.7378      1.4677      1.5198      1.9941      1.7454      1.7495      2.1486      2.2432      2.2563      2.5326      2.8211      2.8237      2.8431      2.8722      2.8721      2.8723      2.9370      2.9347      2.9337      3.0294      3.0161      3.0094      
2007-03-19     1.4018      1.4106      1.6134      1.5052      1.5195      1.8775      1.8067      1.7698      2.0533      2.2591      2.2593      2.4516      2.8235      2.8238      2.8409      2.8757      2.8738      2.8732      2.9428      2.9375      2.9351      3.0446      3.0237      3.0132      
2007-03-20     1.4400      1.4192      1.5365      1.5538      1.5283      1.7886      1.8507      1.7905      1.9936      2.2870      2.2727      2.4130      2.8264      2.8244      2.8387      2.8815      2.8767      2.8746      2.9505      2.9416      2.9371      3.0609      3.0331      3.0179      
2007-03-21     1.4908      1.4363      1.5172      1.6171      1.5492      1.7690      1.8993      1.8156      1.9902      2.3238      2.2878      2.3932      2.8303      2.8259      2.8371      2.8888      2.8804      2.8764      2.9591      2.9464      2.9395      3.0768      3.0438      3.0233      
2007-03-22     1.5503      1.4596      1.5239      1.6899      1.5767      1.7836      1.9519      1.8430      1.9994      2.3620      2.3038      2.3815      2.8351      2.8281      2.8361      2.8977      2.8849      2.8786      2.9687      2.9519      2.9422      3.0918      3.0555      3.0292      
2007-03-23     1.6060      1.4888      1.5176      1.7597      1.6137      1.7314      1.9934      1.8694      1.9489      2.3993      2.3212      2.3681      2.8404      2.8307      2.8352      2.9081      2.8901      2.8812      2.9789      2.9580      2.9452      3.1072      3.0683      3.0355      
2007-03-26     1.6490      1.5254      1.5153      1.8165      1.6608      1.6955      2.0160      1.9114      1.9075      2.4234      2.3413      2.3562      2.8437      2.8336      2.8345      2.9165      2.8961      2.8841      2.9863      2.9646      2.9485      3.1191      3.0819      3.0423      
2007-03-27     1.6860      1.5630      1.5176      1.8674      1.7106      1.6668      2.0537      1.9522      1.8775      2.4452      2.3661      2.3467      2.8473      2.8369      2.8342      2.9238      2.9026      2.8874      2.9928      2.9716      2.9521      3.1298      3.0954      3.0497      
2007-03-28     1.7247      1.6078      1.5251      1.9089      1.7630      1.6655      2.1244      2.0119      1.8877      2.4793      2.4016      2.3491      2.8508      2.8406      2.8343      2.9299      2.9094      2.8907      2.9985      2.9788      2.9559      3.1397      3.1083      3.0575      
2007-03-29     1.7558      1.6531      1.5358      1.9421      1.8160      1.6763      2.2123      2.0821      1.9151      2.5236      2.4428      2.3582      2.8537      2.8444      2.8350      2.9346      2.9162      2.8941      3.0035      2.9861      2.9599      3.1490      3.1204      3.0657      
2007-03-30     1.7795      1.6927      1.5501      1.9632      1.8614      1.6906      2.3068      2.1501      1.9498      2.5725      2.4859      2.3711      2.8563      2.8484      2.8360      2.9385      2.9233      2.8977      3.0092      2.9941      2.9644      3.1585      3.1329      3.0745      
2007-04-02     1.7906      1.7198      1.5652      1.9623      1.8894      1.7044      2.3763      2.1962      1.9830      2.6199      2.5216      2.3905      2.8592      2.8514      2.8376      2.9416      2.9291      2.9014      3.0143      3.0003      2.9689      3.1676      3.1434      3.0835      
2007-04-03     1.8015      1.7437      1.5815      1.9602      1.9138      1.7211      2.4274      2.2406      2.0155      2.6617      2.5534      2.4131      2.8612      2.8543      2.8393      2.9442      2.9340      2.9053      3.0185      3.0056      2.9736      3.1752      3.1525      3.0928      
2007-04-04     1.7998      1.7623      1.5993      1.9581      1.9335      1.7414      2.4423      2.2834      2.0495      2.6920      2.5857      2.4367      2.8628      2.8568      2.8414      2.9467      2.9383      2.9093      3.0223      3.0104      2.9784      3.1814      3.1605      3.1022      
2007-04-05     1.8173      1.7866      1.6231      1.9620      1.9520      1.7644      2.4296      2.3210      2.0820      2.7146      2.6191      2.4614      2.8641      2.8589      2.8435      2.9492      2.9419      2.9134      3.0255      3.0145      2.9832      3.1862      3.1676      3.1116      
2007-04-06     1.8554      1.8174      1.6531      2.0050      1.9841      1.7989      2.4250      2.3659      2.1177      2.7495      2.6610      2.4911      2.8658      2.8610      2.8459      2.9514      2.9450      2.9175      3.0277      3.0185      2.9882      3.1894      3.1740      3.1211      
2007-04-09     1.8951      1.8428      1.6841      2.0753      2.0188      1.8398      2.4770      2.4267      2.1690      2.7949      2.7074      2.5243      2.8685      2.8638      2.8487      2.9538      2.9477      2.9219      3.0304      3.0224      2.9935      3.1921      3.1799      3.1309      
2007-04-10     1.9384      1.8699      1.7165      2.1608      2.0605      1.8856      2.5923      2.5099      2.2310      2.8507      2.7562      2.5612      2.8721      2.8667      2.8518      2.9558      2.9500      2.9263      3.0336      3.0260      2.9988      3.1945      3.1848      3.1401      
2007-04-11     1.9859      1.8929      1.7503      2.2434      2.1007      1.9319      2.6972      2.5698      2.2908      2.9122      2.8021      2.6018      2.8765      2.8697      2.8551      2.9583      2.9525      2.9309      3.0372      3.0298      3.0043      3.1972      3.1893      3.1488      
2007-04-12     2.0140      1.9157      1.7844      2.3225      2.1422      1.9791      2.8260      2.6278      2.3550      2.9703      2.8425      2.6426      2.8813      2.8727      2.8585      2.9610      2.9551      2.9356      3.0416      3.0336      3.0098      3.2000      3.1931      3.1567      
2007-04-13     2.0379      1.9466      1.8197      2.3834      2.1942      2.0278      2.9559      2.6905      2.4203      3.0155      2.8825      2.6842      2.8854      2.8756      2.8620      2.9633      2.9574      2.9403      3.0456      3.0367      3.0154      3.2023      3.1958      3.1644      
2007-04-16     2.1298      2.0124      1.8661      2.5165      2.2959      2.0926      3.1301      2.8036      2.4999      3.0999      2.9474      2.7345      2.8885      2.8785      2.8650      2.9654      2.9596      2.9443      3.0494      3.0399      3.0201      3.2042      3.1981      3.1708      
2007-04-17     2.2206      2.0795      1.9116      2.6324      2.3966      2.1552      3.2727      2.9325      2.5866      3.1961      3.0234      2.7884      2.8924      2.8822      2.8683      2.9675      2.9617      2.9478      3.0529      3.0432      3.0244      3.2060      3.2003      3.1764      
2007-04-18     2.3096      2.1478      1.9550      2.8343      2.5388      2.2362      3.4431      3.0702      2.6768      3.3377      3.1250      2.8553      2.8959      2.8862      2.8715      2.9691      2.9637      2.9510      3.0557      3.0464      3.0284      3.2073      3.2022      3.1814      
2007-04-19     2.5113      2.2627      2.0246      3.1708      2.7466      2.3493      3.6737      3.2499      2.7854      3.5678      3.2691      2.9441      2.9056      2.8934      2.8762      2.9718      2.9664      2.9541      3.0584      3.0500      3.0322      3.2088      3.2044      3.1860      
2007-04-20     2.7595      2.3987      2.1081      3.5150      2.9492      2.4667      3.9274      3.4416      2.9038      3.8175      3.4165      3.0388      2.9182      2.9018      2.8814      2.9757      2.9695      2.9572      3.0616      3.0536      3.0360      3.2110      3.2066      3.1903      
2007-04-23     2.9447      2.5372      2.1900      3.8171      3.1668      2.5928      4.1047      3.6174      3.0220      4.0289      3.5644      3.1359      2.9325      2.9105      2.8872      2.9794      2.9724      2.9601      3.0643      3.0569      3.0396      3.2134      3.2088      3.1943      
2007-04-24     3.1519      2.6862      2.2781      4.1689      3.4007      2.7306      4.2930      3.7829      3.1464      4.2243      3.7102      3.2332      2.9466      2.9195      2.8931      2.9833      2.9754      2.9627      3.0668      3.0598      3.0429      3.2158      3.2109      3.1979      
2007-04-25     3.3581      2.8339      2.3634      4.4385      3.6364      2.8686      4.4634      3.9533      3.2615      4.3453      3.8415      3.3218      2.9609      2.9284      2.8990      2.9873      2.9782      2.9654      3.0692      3.0624      3.0461      3.2185      3.2129      3.2011      
2007-04-26     3.3538      2.9326      2.4241      4.4948      3.8328      2.9875      4.4522      4.0629      3.3454      4.3347      3.9513      3.3969      2.9680      2.9368      2.9047      2.9899      2.9809      2.9680      3.0708      3.0646      3.0491      3.2205      3.2146      3.2039      
2007-04-27     3.1851      2.9723      2.4595      4.3869      3.9510      3.0726      4.3602      4.1438      3.4171      4.2458      4.0317      3.4571      2.9723      2.9452      2.9104      2.9910      2.9834      2.9704      3.0716      3.0666      3.0516      3.2215      3.2163      3.2061      
2007-04-28     2.9041      2.9244      2.4684      3.9423      3.8797      3.0878      3.9702      4.0374      3.4205      3.9611      3.9950      3.4712      2.9730      2.9528      2.9156      2.9919      2.9857      2.9726      3.0718      3.0681      3.0540      3.2213      3.2174      3.2077      
2007-04-29     2.5381      2.8450      2.4622      3.4169      3.7929      3.0948      3.4759      3.8844      3.4085      3.6193      3.9218      3.4726      2.9706      2.9586      2.9204      2.9917      2.9875      2.9746      3.0713      3.0690      3.0561      3.2202      3.2180      3.2091      
2007-04-30     2.1628      2.7604      2.4541      2.8410      3.6398      3.0893      2.9472      3.7053      3.3877      3.2584      3.8019      3.4634      2.9668      2.9639      2.9250      2.9909      2.9891      2.9764      3.0700      3.0696      3.0580      3.2185      3.2185      3.2104      
2007-05-08     1.8891      2.6215      2.4421      2.3302      3.4125      3.0796      2.5165      3.4843      3.3671      2.9597      3.6472      3.4581      2.9631      2.9656      2.9295      2.9897      2.9898      2.9781      3.0686      3.0697      3.0599      3.2168      3.2187      3.2115      
2007-05-09     1.7221      2.4536      2.4262      1.9549      3.1709      3.0601      2.1344      3.2473      3.3445      2.7249      3.4854      3.4510      2.9588      2.9656      2.9337      2.9884      2.9897      2.9796      3.0671      3.0693      3.0615      3.2153      3.2184      3.2125      
2007-05-10     1.6664      2.2853      2.4112      1.8796      2.9110      3.0389      2.0446      3.0074      3.3124      2.6833      3.3222      3.4433      2.9562      2.9646      2.9376      2.9873      2.9896      2.9810      3.0660      3.0689      3.0629      3.2147      3.2180      3.2134      
2007-05-11     1.7128      2.1255      2.4059      2.0666      2.7417      3.0712      2.1086      2.7923      3.2876      2.7436      3.1815      3.4458      2.9560      2.9633      2.9414      2.9872      2.9895      2.9824      3.0656      3.0684      3.0641      3.2150      3.2176      3.2143      
2007-05-14     1.7869      1.9749      2.4044      2.3371      2.5890      3.1127      2.3670      2.6571      3.3052      2.8689      3.0637      3.4526      2.9585      2.9627      2.9455      2.9875      2.9892      2.9837      3.0664      3.0682      3.0653      3.2158      3.2171      3.2150      
2007-05-15     1.8409      1.8650      2.3988      2.5885      2.4594      3.1461      2.6206      2.5686      3.3157      2.9668      2.9633      3.4573      2.9614      2.9622      2.9495      2.9882      2.9890      2.9849      3.0674      3.0680      3.0663      3.2168      3.2168      3.2157      
2007-05-16     1.8903      1.8062      2.3892      2.8289      2.3919      3.1715      2.8491      2.4917      3.3178      3.0499      2.8874      3.4596      2.9641      2.9615      2.9534      2.9894      2.9889      2.9861      3.0690      3.0681      3.0673      3.2187      3.2170      3.2166      
2007-05-17     1.9314      1.7989      2.3616      3.0292      2.4544      3.1671      3.0483      2.5464      3.2919      3.0984      2.8908      3.4429      2.9657      2.9610      2.9569      2.9901      2.9887      2.9872      3.0704      3.0682      3.0681      3.2200      3.2174      3.2174      
2007-05-18     1.9207      1.8168      2.3309      2.9406      2.5036      3.1482      3.1484      2.6285      3.2565      3.0739      2.9088      3.4153      2.9665      2.9613      2.9599      2.9903      2.9888      2.9882      3.0716      3.0686      3.0688      3.2209      3.2179      3.2180      
2007-05-21     1.8886      1.8378      2.2991      2.8037      2.5704      3.1051      3.0471      2.7071      3.2062      3.0333      2.9511      3.3765      2.9691      2.9638      2.9638      2.9965      2.9920      2.9906      3.0783      3.0724      3.0710      3.2294      3.2226      3.2206      
2007-05-22     1.8663      1.8536      2.2375      2.6885      2.6385      3.0255      2.9396      2.7801      3.1322      3.0051      2.9860      3.3166      2.9755      2.9684      2.9670      3.0083      2.9983      2.9940      3.0924      3.0799      3.0748      3.2456      3.2312      3.2249      
2007-05-23     1.8414      1.8658      2.1597      2.5695      2.6992      2.9351      2.8508      2.8500      3.0486      2.9819      3.0159      3.2506      2.9860      2.9751      2.9703      3.0237      3.0065      2.9981      3.1110      3.0900      3.0797      3.2675      3.2431      3.2307      
2007-05-24     1.8180      1.8747      2.0800      2.4696      2.7494      2.8302      2.8092      2.9287      2.9680      2.9828      3.0406      3.1814      2.9999      2.9828      2.9737      3.0414      3.0158      3.0027      3.1330      3.1017      3.0853      3.2952      3.2576      3.2378      
2007-05-25     1.8097      1.8652      1.9954      2.4248      2.6827      2.7122      2.7811      2.9647      2.8785      3.0038      3.0389      3.1102      3.0149      2.9907      2.9770      3.0602      3.0253      3.0074      3.1573      3.1145      3.0915      3.3254      3.2731      3.2454      
2007-05-28     1.8010      1.8448      1.9098      2.3896      2.5967      2.5929      2.7833      2.9152      2.7861      3.0120      3.0227      3.0432      3.0269      2.9980      2.9803      3.0742      3.0354      3.0123      3.1767      3.1275      3.0979      3.3501      3.2898      3.2534      
2007-05-29     1.7977      1.8320      1.8485      2.3554      2.5220      2.4907      2.7949      2.8673      2.7179      3.0151      3.0101      2.9867      3.0354      3.0055      2.9839      3.0830      3.0457      3.0173      3.1896      3.1410      3.1045      3.3683      3.3070      3.2619      
2007-05-30     1.7970      1.8192      1.8127      2.3391      2.4543      2.4231      2.7965      2.8236      2.6577      3.0165      2.9992      2.9433      3.0407      3.0134      2.9874      3.0886      3.0561      3.0225      3.1981      3.1546      3.1113      3.3809      3.3242      3.2706      
2007-05-31     1.7987      1.8083      1.8036      2.3580      2.4138      2.4341      2.7901      2.7996      2.6730      3.0196      3.0012      2.9460      3.0436      3.0218      2.9914      3.0925      3.0670      3.0278      3.2038      3.1684      3.1183      3.3885      3.3419      3.2796      
2007-06-01     1.8570      1.8333      1.8251      2.4503      2.4375      2.4706      2.7927      2.7869      2.7077      3.0229      3.0134      2.9611      3.0454      3.0302      2.9957      3.0957      3.0780      3.0334      3.2074      3.1824      3.1255      3.3939      3.3596      3.2888      
2007-06-04     1.9074      1.8542      1.8460      2.5513      2.4705      2.5204      2.8026      2.7930      2.7500      3.0290      3.0205      2.9858      3.0470      3.0369      3.0004      3.0982      3.0862      3.0391      3.2105      3.1936      3.1330      3.3969      3.3735      3.2980      
2007-06-05     1.9584      1.8781      1.8658      2.6543      2.5049      2.5717      2.8186      2.8068      2.7934      3.0341      3.0246      3.0053      3.0485      3.0420      3.0052      3.1002      3.0916      3.0450      3.2129      3.2013      3.1406      3.3992      3.3837      3.3075      
2007-06-06     2.0027      1.8999      1.8828      2.7466      2.5429      2.6210      2.8456      2.8210      2.8355      3.0369      3.0267      3.0213      3.0502      3.0454      3.0103      3.1018      3.0952      3.0509      3.2149      3.2065      3.1483      3.4010      3.3909      3.3170      
2007-06-07     2.0397      1.9192      1.8969      2.7516      2.5548      2.6521      2.7989      2.7945      2.8616      3.0241      3.0219      3.0312      3.0508      3.0472      3.0150      3.1025      3.0975      3.0567      3.2166      3.2102      3.1560      3.4027      3.3956      3.3266      
2007-06-08     2.0050      1.9310      1.8981      2.6566      2.5535      2.6181      2.7200      2.7564      2.8606      3.0116      3.0173      3.0281      3.0510      3.0482      3.0195      3.1031      3.0994      3.0623      3.2179      3.2127      3.1636      3.4046      3.3993      3.3362      
