日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2016-01-25     1.9986      1.9754      1.9701      2.3676      2.3349      2.3337      2.7892      2.7741      2.8369      2.9364      2.9363      2.9690      3.0010      3.0119      3.0461      3.1086      3.1284      3.1616      3.1756      3.1995      3.2246      3.2542      3.2829      3.3156      
2016-01-26     2.0062      1.9800      1.9730      2.3770      2.3412      2.3341      2.8240      2.7843      2.8361      2.9716      2.9422      2.9715      3.0204      3.0139      3.0454      3.1123      3.1236      3.1578      3.1776      3.1933      3.2213      3.2578      3.2757      3.3115      
2016-01-27     2.0086      1.9845      1.9760      2.3806      2.3471      2.3345      2.8644      2.8001      2.8361      3.0152      2.9547      2.9758      3.0471      3.0202      3.0462      3.1157      3.1194      3.1539      3.1794      3.1874      3.2179      3.2602      3.2688      3.3072      
2016-01-28     2.0042      1.9887      1.9789      2.3720      2.3533      2.3350      2.8910      2.8190      2.8375      3.0584      2.9750      2.9823      3.0713      3.0282      3.0471      3.1192      3.1162      3.1499      3.1808      3.1823      3.2144      3.2626      3.2635      3.3030      
2016-01-29     1.9964      1.9920      1.9788      2.3580      2.3560      2.3337      2.9070      2.8368      2.8359      3.0940      3.0019      2.9906      3.0857      3.0377      3.0480      3.1211      3.1149      3.1460      3.1819      3.1795      3.2111      3.2644      3.2605      3.2987      
2016-02-01     1.9920      1.9953      1.9784      2.3716      2.3696      2.3392      2.9134      2.8513      2.8345      3.1156      3.0260      2.9969      3.0938      3.0474      3.0478      3.1213      3.1149      3.1420      3.1827      3.1791      3.2078      3.2656      3.2599      3.2945      
2016-02-02     1.9894      1.9978      1.9777      2.3900      2.3835      2.3454      2.9118      2.8679      2.8340      3.1244      3.0480      3.0019      3.0954      3.0579      3.0476      3.1205      3.1164      3.1379      3.1826      3.1801      3.2045      3.2650      3.2614      3.2902      
2016-02-03     1.9870      1.9978      1.9778      2.4088      2.3947      2.3520      2.9044      2.8844      2.8337      3.1250      3.0701      3.0067      3.0888      3.0680      3.0470      3.1189      3.1173      3.1339      3.1820      3.1807      3.2009      3.2644      3.2623      3.2860      
2016-02-04     1.9852      1.9947      1.9787      2.4274      2.3997      2.3591      2.8960      2.8935      2.8341      3.1160      3.0872      3.0112      3.0796      3.0755      3.0463      3.1166      3.1179      3.1298      3.1813      3.1810      3.1972      3.2620      3.2623      3.2813      
2016-02-05     1.9842      1.9903      1.9800      2.4510      2.4045      2.3661      2.8922      2.8996      2.8356      3.0982      3.0961      3.0152      3.0710      3.0784      3.0460      3.1137      3.1174      3.1259      3.1794      3.1807      3.1935      3.2590      3.2617      3.2766      
2016-02-06     2.0430      2.0175      1.9965      2.4328      2.4022      2.3686      2.8878      2.9006      2.8374      3.0816      3.0986      3.0175      3.0662      3.0800      3.0460      3.1114      3.1163      3.1224      3.1764      3.1796      3.1895      3.2562      3.2609      3.2719      
2016-02-14     2.0418      2.0156      1.9978      2.4044      2.3972      2.3692      2.8234      2.8676      2.8260      3.0612      3.0928      3.0175      3.0599      3.0777      3.0458      3.1088      3.1146      3.1191      3.1729      3.1778      3.1856      3.2534      3.2592      3.2675      
2016-02-15     2.0406      2.0138      1.9992      2.3738      2.3913      2.3692      2.7526      2.8285      2.8143      3.0380      3.0815      3.0181      3.0539      3.0714      3.0458      3.1070      3.1129      3.1161      3.1699      3.1760      3.1817      3.2510      3.2577      3.2632      
2016-02-16     2.0388      2.0120      2.0004      2.3422      2.3848      2.3691      2.6758      2.7859      2.8025      3.0116      3.0638      3.0194      3.0475      3.0636      3.0459      3.1052      3.1109      3.1135      3.1661      3.1737      3.1780      3.2504      3.2562      3.2598      
2016-02-17     2.0356      2.0099      2.0010      2.3120      2.3815      2.3688      2.6004      2.7463      2.7916      2.9834      3.0408      3.0214      3.0383      3.0547      3.0462      3.1036      3.1086      3.1117      3.1625      3.1710      3.1753      3.2504      3.2547      3.2576      
2016-02-18     1.9696      2.0063      2.0008      2.2984      2.3656      2.3676      2.5310      2.7094      2.7804      2.9514      3.0165      3.0213      3.0275      3.0469      3.0471      3.1021      3.1068      3.1108      3.1597      3.1681      3.1736      3.2502      3.2532      3.2566      
2016-02-19     1.9616      2.0017      1.9998      2.2930      2.3487      2.3661      2.5118      2.6676      2.7678      2.9194      2.9903      3.0192      3.0110      3.0355      3.0467      3.0956      3.1022      3.1093      3.1542      3.1636      3.1719      3.2468      3.2501      3.2558      
2016-02-22     1.9530      1.9968      1.9973      2.2902      2.3320      2.3634      2.4958      2.6242      2.7543      2.8838      2.9609      3.0155      2.9922      3.0231      3.0455      3.0860      3.0965      3.1069      3.1462      3.1581      3.1694      3.2406      3.2458      3.2541      
2016-02-23     1.9448      1.9918      1.9933      2.2874      2.3148      2.3573      2.4848      2.5803      2.7369      2.8474      2.9295      3.0084      2.9718      3.0097      3.0426      3.0740      3.0896      3.1038      3.1366      3.1514      3.1662      3.2326      3.2415      3.2519      
2016-02-24     1.9424      1.9890      1.9897      2.2870      2.2995      2.3520      2.4768      2.5386      2.7191      2.8116      2.8975      2.9968      2.9492      2.9938      3.0361      3.0591      3.0814      3.0994      3.1260      3.1443      3.1625      3.2234      3.2369      3.2493      
2016-02-25     1.9530      1.9613      1.9894      2.2942      2.2963      2.3493      2.4790      2.5050      2.7028      2.7862      2.8688      2.9837      2.9282      2.9779      3.0289      3.0442      3.0731      3.0947      3.1144      3.1371      3.1583      3.2128      3.2315      3.2462      
2016-02-26     1.9750      1.9683      1.9920      2.3060      2.2995      2.3484      2.5086      2.5102      2.6889      2.7754      2.8474      2.9701      2.9146      2.9628      3.0202      3.0354      3.0655      3.0901      3.1060      3.1301      3.1539      3.2044      3.2256      3.2424      
2016-02-29     1.9896      1.9713      1.9926      2.3158      2.3030      2.3472      2.5522      2.5240      2.6763      2.7752      2.8295      2.9555      2.9050      2.9486      3.0100      3.0286      3.0573      3.0851      3.0992      3.1227      3.1493      3.1978      3.2192      3.2385      
2016-03-01     1.9966      1.9707      1.9914      2.3208      2.3041      2.3445      2.5984      2.5416      2.6638      2.7792      2.8133      2.9386      2.8963      2.9341      2.9988      3.0225      3.0483      3.0796      3.0928      3.1147      3.1442      3.1905      3.2116      3.2339      
2016-03-02     1.9978      1.9701      1.9900      2.3218      2.3044      2.3430      2.6340      2.5554      2.6509      2.7750      2.7933      2.9171      2.8875      2.9184      2.9865      3.0166      3.0379      3.0733      3.0858      3.1059      3.1384      3.1787      3.2011      3.2279      
2016-03-03     1.9884      1.9707      1.9885      2.3170      2.3056      2.3356      2.6532      2.5661      2.6378      2.7668      2.7765      2.8965      2.8757      2.9020      2.9744      3.0102      3.0272      3.0670      3.0778      3.0961      3.1321      3.1661      3.1895      3.2213      
2016-03-04     1.9688      1.9719      1.9868      2.3070      2.3065      2.3276      2.6472      2.5779      2.6228      2.7504      2.7629      2.8766      2.8623      2.8885      2.9620      3.0020      3.0187      3.0604      3.0686      3.0873      3.1254      3.1527      3.1786      3.2143      
2016-03-07     1.9576      1.9736      1.9852      2.2988      2.3073      2.3197      2.6278      2.5900      2.6071      2.7296      2.7524      2.8567      2.8471      2.8761      2.9496      2.9936      3.0111      3.0538      3.0596      3.0794      3.1187      3.1397      3.1688      3.2073      
2016-03-08     1.9540      1.9753      1.9836      2.2958      2.3083      2.3116      2.6036      2.6010      2.5907      2.7084      2.7438      2.8367      2.8332      2.8648      2.9372      2.9868      3.0047      3.0471      3.0506      3.0717      3.1115      3.1274      3.1590      3.2002      
2016-03-09     1.9516      1.9747      1.9819      2.2942      2.3080      2.3038      2.5860      2.6100      2.5743      2.6974      2.7362      2.8169      2.8232      2.8554      2.9246      2.9820      2.9993      3.0403      3.0422      3.0640      3.1041      3.1196      3.1492      3.1930      
2016-03-10     1.9496      1.9690      1.9652      2.2908      2.3039      2.3001      2.5770      2.6151      2.5601      2.6898      2.7283      2.7986      2.8160      2.8459      2.9119      2.9752      2.9927      3.0329      3.0348      3.0563      3.0967      3.1130      3.1396      3.1855      
2016-03-11     1.9486      1.9587      1.9635      2.2882      2.2976      2.2986      2.5708      2.6090      2.5596      2.6824      2.7164      2.7819      2.8094      2.8359      2.8993      2.9672      2.9846      3.0250      3.0278      3.0482      3.0892      3.1071      3.1299      3.1778      
2016-03-14     1.9482      1.9529      1.9621      2.2856      2.2922      2.2976      2.5658      2.5968      2.5604      2.6750      2.7023      2.7659      2.8034      2.8253      2.8869      2.9592      2.9764      3.0168      3.0218      3.0407      3.0817      3.1015      3.1206      3.1699      
2016-03-15     1.9488      1.9514      1.9611      2.2832      2.2895      2.2968      2.5626      2.5831      2.5624      2.6690      2.6887      2.7510      2.7992      2.8162      2.8751      2.9512      2.9690      3.0086      3.0174      3.0340      3.0744      3.0973      3.1124      3.1620      
2016-03-16     1.9500      1.9508      1.9605      2.2812      2.2877      2.2961      2.5590      2.5725      2.5640      2.6641      2.6808      2.7370      2.7964      2.8098      2.8641      2.9428      2.9624      3.0002      3.0144      3.0283      3.0671      3.0941      3.1069      3.1540      
2016-03-17     1.9546      1.9521      1.9614      2.2828      2.2868      2.2962      2.5556      2.5663      2.5662      2.6609      2.6754      2.7259      2.7938      2.8049      2.8534      2.9342      2.9547      2.9910      3.0110      3.0229      3.0595      3.0895      3.1013      3.1454      
2016-03-18     1.9636      1.9561      1.9640      2.2854      2.2868      2.2967      2.5540      2.5624      2.5702      2.6601      2.6713      2.7171      2.7926      2.8010      2.8447      2.9248      2.9460      2.9824      3.0068      3.0173      3.0523      3.0841      3.0956      3.1371      
2016-03-21     1.9734      1.9608      1.9672      2.2896      2.2876      2.2975      2.5640      2.5649      2.5775      2.6667      2.6709      2.7116      2.7930      2.7982      2.8371      2.9152      2.9372      2.9742      3.0024      3.0121      3.0458      3.0782      3.0899      3.1293      
2016-03-22     1.9842      1.9665      1.9709      2.2944      2.2888      2.2986      2.5756      2.5691      2.5851      2.6747      2.6719      2.7078      2.7938      2.7965      2.8306      2.9054      2.9283      2.9665      2.9972      3.0073      3.0395      3.0716      3.0845      3.1217      
2016-03-23     1.9930      1.9715      1.9731      2.2982      2.2897      2.2989      2.5902      2.5746      2.5923      2.6835      2.6738      2.7050      2.7948      2.7956      2.8255      2.8962      2.9195      2.9594      2.9910      3.0027      3.0334      3.0647      3.0794      3.1143      
2016-03-24     1.9980      1.9763      1.9727      2.3000      2.2914      2.2977      2.6054      2.5805      2.5978      2.6919      2.6764      2.7024      2.7964      2.7951      2.8205      2.8888      2.9115      2.9521      2.9860      2.9985      3.0274      3.0601      3.0748      3.1072      
2016-03-25     1.9978      1.9807      1.9697      2.3010      2.2932      2.2954      2.6218      2.5879      2.5985      2.6999      2.6800      2.6982      2.7972      2.7949      2.8154      2.8824      2.9036      2.9441      2.9819      2.9944      3.0213      3.0574      3.0708      3.1003      
2016-03-28     1.9966      1.9850      1.9690      2.3008      2.2952      2.2937      2.6320      2.5980      2.5974      2.7027      2.6847      2.6935      2.7976      2.7953      2.8103      2.8776      2.8964      2.9364      2.9777      2.9901      3.0154      3.0557      3.0670      3.0938      
2016-03-29     1.9944      1.9893      1.9704      2.3004      2.2974      2.2935      2.6444      2.6100      2.5966      2.7087      2.6917      2.6902      2.7982      2.7960      2.8061      2.8734      2.8894      2.9292      2.9747      2.9860      3.0100      3.0549      3.0633      3.0878      
2016-03-30     1.9952      1.9941      1.9725      2.3026      2.3004      2.2941      2.6654      2.6278      2.6002      2.7215      2.7025      2.6916      2.8009      2.7979      2.8038      2.8704      2.8833      2.9229      2.9727      2.9819      3.0051      3.0542      3.0595      3.0832      
2016-03-31     1.9996      1.9988      1.9755      2.3082      2.3041      2.2955      2.6976      2.6515      2.6089      2.7421      2.7170      2.6962      2.8061      2.8013      2.8031      2.8686      2.8787      2.9167      2.9711      2.9786      3.0007      3.0534      3.0568      3.0790      
2016-04-01     2.0046      2.0012      1.9787      2.3122      2.3066      2.2967      2.7348      2.6783      2.6204      2.7649      2.7324      2.7018      2.8144      2.8058      2.8034      2.8690      2.8757      2.9109      2.9700      2.9760      2.9966      3.0526      3.0550      3.0753      
2016-04-05     2.0048      2.0007      1.9808      2.3124      2.3066      2.2971      2.7658      2.6989      2.6319      2.7879      2.7453      2.7081      2.8242      2.8109      2.8046      2.8710      2.8743      2.9058      2.9695      2.9736      2.9928      3.0516      3.0537      3.0718      
2016-04-06     2.0022      1.9983      1.9824      2.3106      2.3055      2.2972      2.7828      2.7136      2.6414      2.8035      2.7561      2.7140      2.8332      2.8157      2.8061      2.8739      2.8737      2.9010      2.9691      2.9719      2.9896      3.0506      3.0528      3.0686      
2016-04-07     1.9971      1.9961      1.9838      2.3060      2.3043      2.2970      2.7858      2.7256      2.6501      2.8102      2.7659      2.7198      2.8403      2.8206      2.8081      2.8766      2.8735      2.8965      2.9687      2.9707      2.9867      3.0498      3.0520      3.0657      
2016-04-08     1.9897      1.9946      1.9855      2.2984      2.3033      2.2974      2.7764      2.7370      2.6588      2.8084      2.7753      2.7258      2.8444      2.8253      2.8102      2.8792      2.8739      2.8927      2.9679      2.9695      2.9840      3.0490      3.0512      3.0630      
2016-04-11     1.9839      1.9942      1.9875      2.2926      2.3024      2.2978      2.7598      2.7473      2.6676      2.8046      2.7848      2.7324      2.8464      2.8304      2.8127      2.8818      2.8754      2.8895      2.9671      2.9685      2.9814      3.0472      3.0499      3.0603      
2016-04-12     1.9839      1.9943      1.9897      2.2912      2.3018      2.2985      2.7448      2.7553      2.6767      2.7998      2.7939      2.7393      2.8466      2.8354      2.8154      2.8837      2.8773      2.8869      2.9664      2.9679      2.9790      3.0458      3.0487      3.0578      
2016-04-13     1.9865      1.9943      1.9918      2.2928      2.3017      2.2996      2.7400      2.7614      2.6857      2.7982      2.8009      2.7463      2.8473      2.8402      2.8181      2.8857      2.8798      2.8846      2.9660      2.9675      2.9767      3.0444      3.0475      3.0554      
2016-04-14     1.9906      1.9938      1.9940      2.2958      2.3009      2.3007      2.7392      2.7625      2.6952      2.7980      2.8041      2.7533      2.8476      2.8440      2.8209      2.8877      2.8822      2.8827      2.9658      2.9672      2.9745      3.0432      3.0465      3.0530      
2016-04-15     1.9936      1.9916      1.9952      2.2986      2.2985      2.3013      2.7396      2.7580      2.7048      2.7982      2.8033      2.7602      2.8481      2.8463      2.8238      2.8900      2.8846      2.8816      2.9660      2.9669      2.9727      3.0426      3.0458      3.0513      
2016-04-18     1.9962      1.9900      1.9956      2.3008      2.2967      2.3017      2.7404      2.7501      2.7142      2.7986      2.8016      2.7670      2.8480      2.8472      2.8265      2.8916      2.8867      2.8812      2.9664      2.9667      2.9713      3.0426      3.0449      3.0500      
2016-04-19     1.9984      1.9911      1.9959      2.3028      2.2970      2.3018      2.7416      2.7432      2.7211      2.7992      2.7995      2.7724      2.8486      2.8476      2.8293      2.8929      2.8883      2.8813      2.9669      2.9667      2.9701      3.0426      3.0442      3.0489      
2016-04-20     2.0028      1.9946      1.9965      2.3068      2.2998      2.3027      2.7440      2.7420      2.7278      2.8000      2.7991      2.7776      2.8491      2.8482      2.8320      2.8936      2.8896      2.8816      2.9671      2.9666      2.9692      3.0426      3.0435      3.0481      
2016-04-21     2.0088      1.9997      1.9979      2.3124      2.3041      2.3042      2.7472      2.7432      2.7344      2.8013      2.7997      2.7828      2.8516      2.8496      2.8351      2.8943      2.8910      2.8823      2.9671      2.9665      2.9686      3.0426      3.0429      3.0475      
2016-04-22     2.0174      2.0055      2.0001      2.3190      2.3088      2.3061      2.7526      2.7461      2.7416      2.8038      2.8010      2.7881      2.8556      2.8519      2.8386      2.8960      2.8930      2.8834      2.9672      2.9666      2.9681      3.0422      3.0424      3.0468      
2016-04-25     2.0268      2.0115      2.0029      2.3270      2.3139      2.3082      2.7616      2.7510      2.7492      2.8086      2.8036      2.7942      2.8607      2.8544      2.8424      2.8982      2.8949      2.8851      2.9672      2.9668      2.9677      3.0422      3.0424      3.0462      
2016-04-26     2.0332      2.0158      2.0051      2.3342      2.3185      2.3102      2.7720      2.7568      2.7561      2.8144      2.8068      2.8003      2.8662      2.8574      2.8464      2.9008      2.8968      2.8871      2.9679      2.9674      2.9677      3.0420      3.0423      3.0455      
2016-04-27     2.0344      2.0186      2.0065      2.3390      2.3229      2.3123      2.7820      2.7630      2.7622      2.8204      2.8102      2.8055      2.8726      2.8609      2.8506      2.9044      2.8990      2.8894      2.9687      2.9679      2.9677      3.0420      3.0423      3.0449      
2016-04-28     2.0328      2.0208      2.0073      2.3462      2.3293      2.3151      2.7930      2.7701      2.7663      2.8276      2.8145      2.8093      2.8789      2.8653      2.8546      2.9084      2.9014      2.8918      2.9696      2.9683      2.9678      3.0420      3.0423      3.0444      
2016-04-29     2.0350      2.0262      2.0089      2.3566      2.3378      2.3182      2.8036      2.7781      2.7681      2.8359      2.8199      2.8116      2.8869      2.8713      2.8588      2.9133      2.9047      2.8946      2.9710      2.9691      2.9680      3.0420      3.0421      3.0440      
2016-05-03     2.0267      2.0267      2.0084      2.3562      2.3416      2.3192      2.8064      2.7840      2.7671      2.8411      2.8248      2.8132      2.8931      2.8769      2.8621      2.9185      2.9084      2.8975      2.9730      2.9701      2.9684      3.0420      3.0421      3.0435      
2016-05-04     2.0195      2.0263      2.0087      2.3536      2.3439      2.3205      2.8068      2.7894      2.7663      2.8443      2.8293      2.8144      2.8974      2.8818      2.8647      2.9237      2.9123      2.9003      2.9742      2.9711      2.9689      3.0420      3.0420      3.0431      
2016-05-05     2.0149      2.0246      2.0096      2.3502      2.3446      2.3222      2.8054      2.7937      2.7679      2.8469      2.8336      2.8164      2.9000      2.8863      2.8673      2.9282      2.9163      2.9030      2.9754      2.9721      2.9693      3.0420      3.0420      3.0428      
2016-05-06     2.0107      2.0217      2.0107      2.3418      2.3440      2.3241      2.8018      2.7974      2.7703      2.8470      2.8373      2.8185      2.9003      2.8896      2.8696      2.9316      2.9200      2.9055      2.9765      2.9731      2.9698      3.0420      3.0420      3.0425      
2016-05-09     2.0007      2.0178      2.0117      2.3292      2.3429      2.3259      2.7952      2.7994      2.7728      2.8446      2.8402      2.8206      2.8971      2.8920      2.8719      2.9327      2.9230      2.9080      2.9769      2.9740      2.9703      3.0420      3.0420      3.0422      
2016-05-10     1.9998      2.0132      2.0124      2.3258      2.3410      2.3275      2.7934      2.7999      2.7755      2.8430      2.8420      2.8228      2.8946      2.8938      2.8741      2.9336      2.9261      2.9105      2.9770      2.9750      2.9709      3.0420      3.0420      3.0422      
2016-05-11     1.9996      2.0095      2.0127      2.3250      2.3393      2.3289      2.7918      2.7993      2.7781      2.8416      2.8429      2.8249      2.8936      2.8955      2.8765      2.9347      2.9292      2.9130      2.9772      2.9757      2.9716      3.0422      3.0421      3.0422      
2016-05-12     1.9994      2.0071      2.0129      2.3242      2.3372      2.3301      2.7904      2.7979      2.7805      2.8394      2.8431      2.8267      2.8935      2.8967      2.8788      2.9362      2.9322      2.9156      2.9776      2.9765      2.9722      3.0426      3.0423      3.0423      
2016-05-13     1.9998      2.0052      2.0130      2.3238      2.3328      2.3311      2.7886      2.7952      2.7827      2.8378      2.8424      2.8284      2.8954      2.8978      2.8815      2.9385      2.9351      2.9182      2.9780      2.9773      2.9728      3.0432      3.0426      3.0425      
2016-05-16     2.0010      2.0008      2.0135      2.3246      2.3269      2.3324      2.7878      2.7915      2.7848      2.8364      2.8405      2.8302      2.8985      2.8978      2.8845      2.9423      2.9375      2.9211      2.9788      2.9779      2.9735      3.0442      3.0431      3.0426      
2016-05-17     2.0034      2.0016      2.0142      2.3262      2.3260      2.3338      2.7864      2.7899      2.7870      2.8352      2.8391      2.8320      2.9033      2.8989      2.8879      2.9465      2.9400      2.9242      2.9796      2.9783      2.9742      3.0456      3.0438      3.0430      
2016-05-18     2.0058      2.0027      2.0145      2.3278      2.3264      2.3352      2.7850      2.7884      2.7889      2.8354      2.8385      2.8339      2.9090      2.9013      2.8915      2.9515      2.9431      2.9277      2.9805      2.9788      2.9749      3.0470      3.0446      3.0433      
2016-05-19     2.0078      2.0036      2.0141      2.3290      2.3266      2.3356      2.7842      2.7873      2.7905      2.8358      2.8376      2.8356      2.9154      2.9044      2.8954      2.9562      2.9462      2.9313      2.9811      2.9794      2.9757      3.0482      3.0454      3.0437      
2016-05-20     2.0090      2.0044      2.0131      2.3304      2.3271      2.3356      2.7836      2.7861      2.7918      2.8368      2.8373      2.8373      2.9204      2.9079      2.8988      2.9615      2.9500      2.9350      2.9822      2.9801      2.9766      3.0492      3.0462      3.0441      
2016-05-23     2.0088      2.0049      2.0114      2.3310      2.3278      2.3354      2.7822      2.7850      2.7922      2.8380      2.8372      2.8387      2.9249      2.9117      2.9019      2.9664      2.9544      2.9387      2.9833      2.9811      2.9775      3.0498      3.0470      3.0445      
2016-05-24     2.0070      2.0052      2.0092      2.3308      2.3285      2.3348      2.7808      2.7836      2.7918      2.8394      2.8373      2.8397      2.9284      2.9158      2.9048      2.9715      2.9590      2.9425      2.9852      2.9824      2.9787      3.0500      3.0478      3.0449      
2016-05-25     2.0050      2.0054      2.0075      2.3306      2.3292      2.3343      2.7802      2.7826      2.7910      2.8400      2.8377      2.8403      2.9315      2.9203      2.9079      2.9752      2.9633      2.9463      2.9874      2.9839      2.9798      3.0500      3.0485      3.0453      
2016-05-26     2.0032      2.0055      2.0063      2.3308      2.3299      2.3336      2.7786      2.7814      2.7897      2.8416      2.8387      2.8409      2.9343      2.9248      2.9108      2.9783      2.9673      2.9497      2.9895      2.9853      2.9809      3.0500      3.0491      3.0457      
2016-05-27     2.0018      2.0054      2.0053      2.3312      2.3308      2.3318      2.7776      2.7806      2.7879      2.8430      2.8399      2.8411      2.9369      2.9287      2.9133      2.9804      2.9710      2.9530      2.9911      2.9866      2.9820      3.0500      3.0496      3.0461      
2016-05-30     2.0014      2.0051      2.0030      2.3320      2.3315      2.3292      2.7770      2.7796      2.7856      2.8442      2.8411      2.8408      2.9400      2.9325      2.9151      2.9816      2.9740      2.9558      2.9922      2.9877      2.9828      3.0500      3.0499      3.0465      
2016-05-31     2.0030      2.0050      2.0033      2.3336      2.3322      2.3291      2.7756      2.7782      2.7841      2.8450      2.8422      2.8407      2.9426      2.9355      2.9172      2.9819      2.9767      2.9584      2.9924      2.9888      2.9836      3.0500      3.0500      3.0469      
2016-06-01     2.0040      2.0045      2.0036      2.3348      2.3327      2.3296      2.7722      2.7762      2.7823      2.8450      2.8425      2.8405      2.9441      2.9378      2.9196      2.9820      2.9786      2.9608      2.9922      2.9898      2.9843      3.0500      3.0500      3.0473      
2016-06-02     2.0046      2.0039      2.0038      2.3368      2.3338      2.3302      2.7698      2.7742      2.7808      2.8436      2.8426      2.8401      2.9451      2.9397      2.9221      2.9822      2.9803      2.9632      2.9920      2.9908      2.9851      3.0500      3.0500      3.0477      
2016-06-03     2.0042      2.0030      2.0037      2.3378      2.3345      2.3308      2.7658      2.7717      2.7789      2.8414      2.8422      2.8398      2.9461      2.9415      2.9247      2.9825      2.9814      2.9657      2.9922      2.9916      2.9859      3.0500      3.0500      3.0481      
2016-06-06     2.0034      2.0024      2.0037      2.3384      2.3352      2.3315      2.7620      2.7695      2.7773      2.8400      2.8421      2.8397      2.9462      2.9431      2.9274      2.9827      2.9822      2.9683      2.9922      2.9922      2.9866      3.0500      3.0500      3.0485      
