日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2018-01-02     2.6848      2.6741      2.6769      2.9030      2.8881      2.8583      3.9592      3.9317      3.8958      4.8936      4.8421      4.6568      4.8903      4.8814      4.8417      4.8719      4.8610      4.8142      4.7162      4.7084      4.6842      4.7577      4.7457      4.7070      
2018-01-03     2.6797      2.6564      2.6761      2.8816      2.8793      2.8576      3.9462      3.9296      3.8967      4.8324      4.8356      4.6727      4.8545      4.8705      4.8387      4.8518      4.8581      4.8168      4.7157      4.7102      4.6878      4.7523      4.7494      4.7115      
2018-01-04     2.6475      2.6339      2.6727      2.8526      2.8679      2.8563      3.9152      3.9200      3.8943      4.7416      4.8094      4.6796      4.8093      4.8536      4.8339      4.8233      4.8486      4.8171      4.7131      4.7110      4.6908      4.7461      4.7501      4.7155      
2018-01-05     2.6099      2.6158      2.6677      2.8166      2.8553      2.8540      3.8706      3.9045      3.8892      4.6304      4.7698      4.6786      4.7596      4.8332      4.8277      4.7892      4.8351      4.8159      4.7095      4.7108      4.6933      4.7389      4.7488      4.7191      
2018-01-08     2.5341      2.6007      2.6603      2.7732      2.8423      2.8509      3.8168      3.8856      3.8827      4.5010      4.7146      4.6714      4.7088      4.8101      4.8211      4.7538      4.8186      4.8138      4.7052      4.7102      4.6957      4.7313      4.7459      4.7223      
2018-01-09     2.5085      2.5967      2.6524      2.7542      2.8286      2.8472      3.7678      3.8635      3.8750      4.3966      4.6451      4.6595      4.6794      4.7849      4.8140      4.7281      4.8000      4.8108      4.7016      4.7089      4.6978      4.7259      4.7418      4.7253      
2018-01-10     2.5244      2.6021      2.6482      2.7524      2.8170      2.8445      3.7350      3.8406      3.8675      4.3086      4.5705      4.6441      4.6656      4.7600      4.8071      4.7113      4.7815      4.8072      4.6988      4.7073      4.6998      4.7227      4.7375      4.7280      
2018-01-11     2.5898      2.6187      2.6504      2.7668      2.8097      2.8435      3.7298      3.8225      3.8631      4.2461      4.4939      4.6261      4.6622      4.7358      4.8004      4.7047      4.7640      4.8033      4.6987      4.7059      4.7017      4.7216      4.7339      4.7306      
2018-01-12     2.6590      2.6345      2.6518      2.7906      2.8036      2.8433      3.7416      3.8061      3.8600      4.1936      4.4120      4.6041      4.6653      4.7124      4.7936      4.7040      4.7466      4.7989      4.7000      4.7048      4.7031      4.7213      4.7301      4.7325      
2018-01-15     2.7256      2.6299      2.6553      2.8152      2.7942      2.8428      3.7608      3.7888      3.8573      4.1540      4.3275      4.5796      4.6700      4.6894      4.7869      4.7058      4.7298      4.7943      4.7025      4.7038      4.7046      4.7223      4.7268      4.7337      
2018-01-16     2.7768      2.6427      2.6584      2.8422      2.7982      2.8432      3.7868      3.7773      3.8545      4.1286      4.2626      4.5524      4.6754      4.6774      4.7794      4.7077      4.7179      4.7894      4.7059      4.7038      4.7061      4.7242      4.7251      4.7354      
2018-01-17     2.8012      2.6628      2.6596      2.8626      2.8075      2.8434      3.8130      3.7740      3.8518      4.1103      4.2095      4.5225      4.6820      4.6738      4.7721      4.7106      4.7110      4.7845      4.7098      4.7043      4.7073      4.7266      4.7247      4.7370      
2018-01-18     2.7879      2.6889      2.6614      2.8718      2.8193      2.8436      3.8264      3.7781      3.8491      4.0961      4.1711      4.4903      4.6889      4.6755      4.7646      4.7127      4.7087      4.7787      4.7142      4.7065      4.7087      4.7287      4.7251      4.7376      
2018-01-19     2.7891      2.7241      2.6699      2.8772      2.8339      2.8446      3.8340      3.7878      3.8462      4.0957      4.1447      4.4572      4.6953      4.6803      4.7568      4.7153      4.7097      4.7724      4.7187      4.7093      4.7101      4.7317      4.7265      4.7376      
2018-01-22     2.7845      2.7551      2.6779      2.8830      2.8491      2.8457      3.8416      3.8012      3.8434      4.1000      4.1270      4.4208      4.7012      4.6856      4.7478      4.7180      4.7119      4.7653      4.7227      4.7126      4.7114      4.7352      4.7288      4.7373      
2018-01-23     2.7479      2.7624      2.6795      2.8798      2.8610      2.8448      3.8480      3.8174      3.8405      4.1037      4.1162      4.3806      4.7076      4.6915      4.7382      4.7211      4.7144      4.7572      4.7263      4.7161      4.7125      4.7378      4.7310      4.7364      
2018-01-24     2.7097      2.7555      2.6788      2.8706      2.8666      2.8418      3.8532      3.8331      3.8369      4.1092      4.1098      4.3402      4.7142      4.6981      4.7291      4.7238      4.7172      4.7494      4.7295      4.7197      4.7135      4.7398      4.7332      4.7354      
2018-01-25     2.6693      2.7286      2.6736      2.8650      2.8684      2.8390      3.8566      3.8415      3.8320      4.1162      4.1062      4.3000      4.7197      4.7043      4.7200      4.7266      4.7197      4.7418      4.7314      4.7228      4.7144      4.7416      4.7352      4.7345      
2018-01-26     2.6122      2.7007      2.6676      2.8552      2.8662      2.8349      3.8594      3.8467      3.8264      4.1191      4.1074      4.2597      4.7232      4.7093      4.7109      4.7277      4.7215      4.7341      4.7324      4.7255      4.7151      4.7424      4.7371      4.7336      
2018-01-29     2.5712      2.6779      2.6539      2.8458      2.8644      2.8293      3.8612      3.8514      3.8201      4.1222      4.1111      4.2193      4.7262      4.7137      4.7015      4.7280      4.7230      4.7264      4.7321      4.7274      4.7156      4.7423      4.7388      4.7328      
2018-01-30     2.5616      2.6548      2.6487      2.8408      2.8603      2.8292      3.8608      3.8544      3.8159      4.1255      4.1146      4.1886      4.7283      4.7179      4.6977      4.7284      4.7247      4.7213      4.7319      4.7291      4.7164      4.7423      4.7400      4.7326      
2018-01-31     2.5656      2.6377      2.6502      2.8403      2.8555      2.8315      3.8592      3.8562      3.8151      4.1276      4.1184      4.1639      4.7281      4.7211      4.6975      4.7291      4.7264      4.7187      4.7317      4.7306      4.7174      4.7423      4.7411      4.7329      
2018-02-01     2.5560      2.6126      2.6507      2.8289      2.8469      2.8331      3.8601      3.8583      3.8182      4.1288      4.1225      4.1468      4.7272      4.7235      4.6995      4.7295      4.7281      4.7184      4.7316      4.7315      4.7190      4.7431      4.7424      4.7338      
2018-02-02     2.5493      2.5808      2.6524      2.8181      2.8366      2.8353      3.8615      3.8604      3.8241      4.1295      4.1243      4.1345      4.7270      4.7251      4.7027      4.7306      4.7291      4.7194      4.7314      4.7319      4.7206      4.7438      4.7431      4.7348      
2018-02-05     2.5422      2.5567      2.6559      2.8048      2.8253      2.8372      3.8633      3.8622      3.8317      4.1254      4.1238      4.1254      4.7267      4.7265      4.7060      4.7313      4.7296      4.7208      4.7314      4.7318      4.7222      4.7442      4.7433      4.7360      
2018-02-06     2.5392      2.5504      2.6564      2.7913      2.8161      2.8385      3.8667      3.8637      3.8406      4.1174      4.1214      4.1188      4.7255      4.7269      4.7092      4.7316      4.7300      4.7222      4.7316      4.7318      4.7239      4.7451      4.7437      4.7373      
2018-02-07     2.5346      2.5501      2.6528      2.7796      2.8100      2.8383      3.8722      3.8657      3.8494      4.1078      4.1177      4.1137      4.7218      4.7249      4.7115      4.7316      4.7303      4.7238      4.7318      4.7318      4.7257      4.7456      4.7440      4.7386      
2018-02-08     2.5460      2.5510      2.6398      2.8019      2.8154      2.8419      3.8764      3.8682      3.8549      4.0968      4.1128      4.1095      4.7154      4.7213      4.7128      4.7310      4.7303      4.7250      4.7315      4.7316      4.7272      4.7455      4.7443      4.7397      
2018-02-09     2.5603      2.5548      2.6277      2.8279      2.8230      2.8446      3.8814      3.8714      3.8591      4.0857      4.1076      4.1075      4.7086      4.7178      4.7135      4.7304      4.7305      4.7260      4.7314      4.7314      4.7285      4.7454      4.7446      4.7408      
2018-02-11     2.5758      2.5590      2.6184      2.8561      2.8305      2.8474      3.8886      3.8759      3.8637      4.0782      4.1018      4.1064      4.7029      4.7148      4.7143      4.7297      4.7305      4.7267      4.7316      4.7315      4.7295      4.7456      4.7449      4.7419      
2018-02-12     2.5850      2.5621      2.6084      2.8856      2.8385      2.8494      3.8974      3.8820      3.8682      4.0755      4.0964      4.1055      4.6980      4.7118      4.7148      4.7288      4.7302      4.7275      4.7314      4.7315      4.7303      4.7455      4.7453      4.7427      
2018-02-13     2.5882      2.5614      2.5995      2.9170      2.8483      2.8519      3.9104      3.8913      3.8738      4.0734      4.0906      4.1045      4.6967      4.7092      4.7152      4.7285      4.7301      4.7282      4.7312      4.7315      4.7311      4.7456      4.7456      4.7433      
2018-02-14     2.6184      2.5822      2.5974      2.9182      2.8600      2.8535      3.9086      3.8925      3.8754      4.0728      4.0848      4.1036      4.6981      4.7068      4.7151      4.7283      4.7297      4.7289      4.7312      4.7313      4.7314      4.7453      4.7454      4.7439      
2018-02-22     2.6268      2.5936      2.5872      2.9128      2.8703      2.8535      3.9012      3.8913      3.8759      4.0713      4.0785      4.1014      4.7005      4.7046      4.7148      4.7279      4.7291      4.7291      4.7305      4.7310      4.7315      4.7448      4.7451      4.7441      
2018-02-23     2.6246      2.6002      2.5785      2.9056      2.8809      2.8531      3.8922      3.8904      3.8763      4.0686      4.0734      4.0986      4.7025      4.7027      4.7146      4.7282      4.7290      4.7293      4.7303      4.7310      4.7314      4.7441      4.7449      4.7441      
2018-02-24     2.6196      2.6023      2.5764      2.8972      2.8914      2.8537      3.8800      3.8887      3.8762      4.0641      4.0698      4.0956      4.7049      4.7015      4.7142      4.7287      4.7287      4.7294      4.7300      4.7307      4.7312      4.7434      4.7444      4.7441      
