日期           O/N                                 1W                                  2W                                  1M                                  3M                                  6M                                  9M                                  1Y                                  
===========================================================================================================================================
               5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    5日均值     10日均值    20日均值    
2017-02-20     2.3257      2.2990      2.2853      2.6461      2.6372      2.6356      3.1109      3.0987      3.0717      4.0478      4.0112      3.9256      4.2450      4.1870      4.0266      4.1418      4.0720      3.9435      3.9898      3.9500      3.8319      3.9900      3.9539      3.8418      
2017-02-21     2.3701      2.3192      2.2912      2.6601      2.6435      2.6432      3.1189      3.1059      3.0809      4.0610      4.0264      3.9399      4.2561      4.2124      4.0500      4.1566      4.0953      3.9655      3.9983      3.9634      3.8504      3.9985      3.9667      3.8593      
2017-02-22     2.4138      2.3400      2.2966      2.6759      2.6508      2.6489      3.1267      3.1115      3.0876      4.0718      4.0389      3.9532      4.2638      4.2293      4.0728      4.1655      4.1163      3.9874      4.0047      3.9761      3.8688      4.0060      3.9788      3.8769      
2017-02-23     2.4526      2.3655      2.3135      2.6904      2.6590      2.6543      3.1339      3.1170      3.0942      4.0800      4.0498      3.9674      4.2702      4.2433      4.0955      4.1738      4.1347      4.0087      4.0111      3.9877      3.8872      4.0140      3.9902      3.8946      
2017-02-24     2.4758      2.3863      2.3286      2.7026      2.6691      2.6587      3.1413      3.1228      3.1007      4.0852      4.0595      3.9814      4.2755      4.2543      4.1176      4.1805      4.1515      4.0295      4.0176      3.9982      3.9056      4.0212      4.0003      3.9122      
2017-02-27     2.4808      2.4032      2.3421      2.7098      2.6779      2.6612      3.1454      3.1281      3.1062      4.0866      4.0672      3.9948      4.2791      4.2620      4.1397      4.1856      4.1637      4.0501      4.0236      4.0067      3.9234      4.0280      4.0090      3.9297      
2017-02-28     2.4828      2.4264      2.3585      2.7172      2.6887      2.6634      3.1492      3.1341      3.1108      4.0862      4.0736      4.0073      4.2818      4.2690      4.1611      4.1897      4.1732      4.0692      4.0305      4.0144      3.9406      4.0353      4.0169      3.9464      
2017-03-01     2.4848      2.4493      2.3567      2.7218      2.6989      2.6653      3.1534      3.1400      3.1101      4.0845      4.0781      4.0186      4.2839      4.2738      4.1820      4.1932      4.1794      4.0873      4.0365      4.0206      3.9567      4.0408      4.0234      3.9619      
2017-03-02     2.4716      2.4621      2.3689      2.7250      2.7077      2.6693      3.1576      3.1458      3.1151      4.0825      4.0813      4.0289      4.2852      4.2777      4.2006      4.1956      4.1847      4.1034      4.0413      4.0262      3.9706      4.0445      4.0293      3.9750      
2017-03-03     2.4502      2.4630      2.3745      2.7118      2.7072      2.6698      3.1552      3.1482      3.1198      4.0813      4.0832      4.0386      4.2867      4.2811      4.2184      4.1976      4.1891      4.1182      4.0446      4.0311      3.9826      4.0475      4.0343      3.9865      
2017-03-06     2.4441      2.4625      2.3807      2.6988      2.7043      2.6707      3.1526      3.1490      3.1239      4.0839      4.0853      4.0482      4.2891      4.2841      4.2356      4.1994      4.1925      4.1323      4.0477      4.0357      3.9928      4.0495      4.0388      3.9963      
2017-03-07     2.4264      2.4546      2.3869      2.6820      2.6996      2.6715      3.1490      3.1491      3.1275      4.0882      4.0872      4.0568      4.2907      4.2863      4.2493      4.2004      4.1951      4.1452      4.0493      4.0399      4.0016      4.0507      4.0430      4.0049      
2017-03-08     2.4087      2.4467      2.3934      2.6672      2.6945      2.6726      3.1476      3.1505      3.1310      4.0940      4.0892      4.0641      4.2917      4.2878      4.2585      4.2006      4.1969      4.1566      4.0508      4.0436      4.0099      4.0515      4.0461      4.0125      
2017-03-09     2.3980      2.4348      2.4001      2.6526      2.6888      2.6739      3.1460      3.1518      3.1344      4.0999      4.0912      4.0705      4.2925      4.2888      4.2660      4.2008      4.1982      4.1664      4.0524      4.0468      4.0173      4.0525      4.0485      4.0193      
2017-03-10     2.4046      2.4274      2.4068      2.6518      2.6818      2.6755      3.1506      3.1529      3.1379      4.1060      4.0936      4.0766      4.2932      4.2900      4.2721      4.2014      4.1995      4.1755      4.0545      4.0495      4.0239      4.0533      4.0504      4.0253      
2017-03-13     2.3997      2.4219      2.4126      2.6524      2.6756      2.6768      3.1558      3.1542      3.1412      4.1115      4.0977      4.0824      4.2932      4.2912      4.2766      4.2023      4.2009      4.1823      4.0572      4.0525      4.0296      4.0553      4.0524      4.0307      
2017-03-14     2.3941      2.4103      2.4183      2.6540      2.6680      2.6783      3.1614      3.1552      3.1446      4.1180      4.1031      4.0884      4.2933      4.2920      4.2805      4.2050      4.2027      4.1879      4.0622      4.0558      4.0351      4.0584      4.0546      4.0357      
2017-03-15     2.3903      2.3995      2.4244      2.6542      2.6607      2.6798      3.1667      3.1572      3.1486      4.1277      4.1109      4.0945      4.2934      4.2925      4.2832      4.2089      4.2048      4.1921      4.0684      4.0596      4.0401      4.0640      4.0578      4.0406      
2017-03-16     2.3970      2.3975      2.4298      2.6612      2.6569      2.6823      3.1776      3.1618      3.1538      4.1495      4.1247      4.1030      4.2998      4.2962      4.2869      4.2203      4.2106      4.1977      4.0789      4.0657      4.0459      4.0743      4.0634      4.0463      
2017-03-17     2.4432      2.4239      2.4435      2.6752      2.6635      2.6853      3.1926      3.1716      3.1599      4.1820      4.1440      4.1136      4.3111      4.3022      4.2916      4.2379      4.2197      4.2044      4.0937      4.0741      4.0526      4.0882      4.0707      4.0525      
2017-03-20     2.4939      2.4468      2.4546      2.6948      2.6736      2.6889      3.2138      3.1848      3.1669      4.2209      4.1662      4.1257      4.3269      4.3100      4.2971      4.2586      4.2305      4.2115      4.1108      4.0840      4.0598      4.1046      4.0800      4.0594      
2017-03-21     2.5482      2.4712      2.4629      2.7180      2.6860      2.6928      3.2416      3.2015      3.1753      4.2652      4.1916      4.1394      4.3453      4.3193      4.3028      4.2801      4.2426      4.2188      4.1279      4.0951      4.0675      4.1222      4.0903      4.0667      
2017-03-22     2.6010      2.4956      2.4712      2.7450      2.6996      2.6970      3.2726      3.2196      3.1851      4.3136      4.2207      4.1550      4.3682      4.3308      4.3093      4.3052      4.2571      4.2270      4.1454      4.1069      4.0753      4.1388      4.1014      4.0738      
2017-03-23     2.6442      2.5206      2.4777      2.7676      2.7144      2.7016      3.3028      3.2402      3.1960      4.3588      4.2542      4.1727      4.3907      4.3453      4.3171      4.3254      4.2729      4.2355      4.1590      4.1190      4.0829      4.1521      4.1132      4.0808      
2017-03-24     2.6384      2.5408      2.4841      2.7794      2.7273      2.7045      3.3280      3.2603      3.2066      4.3949      4.2884      4.1910      4.4109      4.3610      4.3255      4.3405      4.2892      4.2444      4.1680      4.1308      4.0902      4.1639      4.1260      4.0882      
2017-03-27     2.6083      2.5511      2.4865      2.7899      2.7423      2.7090      3.3418      3.2778      3.2160      4.4174      4.3191      4.2084      4.4240      4.3754      4.3333      4.3506      4.3046      4.2527      4.1745      4.1426      4.0976      4.1727      4.1386      4.0955      
2017-03-28     2.5683      2.5583      2.4843      2.7945      2.7562      2.7121      3.3472      3.2944      3.2248      4.4283      4.3468      4.2249      4.4317      4.3885      4.3402      4.3574      4.3188      4.2607      4.1797      4.1538      4.1048      4.1799      4.1510      4.1028      
2017-03-29     2.5424      2.5717      2.4856      2.7983      2.7716      2.7162      3.3507      3.3116      3.2344      4.4282      4.3709      4.2409      4.4328      4.4005      4.3465      4.3588      4.3320      4.2684      4.1838      4.1646      4.1121      4.1859      4.1624      4.1101      
2017-03-30     2.5124      2.5783      2.4879      2.8011      2.7843      2.7206      3.3543      3.3286      3.2452      4.4156      4.3872      4.2560      4.4248      4.4078      4.3520      4.3568      4.3411      4.2758      4.1872      4.1731      4.1194      4.1917      4.1719      4.1176      
2017-03-31     2.4993      2.5688      2.4964      2.8143      2.7968      2.7302      3.3629      3.3455      3.2585      4.3940      4.3945      4.2692      4.4131      4.4120      4.3571      4.3535      4.3470      4.2833      4.1905      4.1792      4.1266      4.1950      4.1795      4.1251      
2017-04-01     2.5023      2.5553      2.5011      2.8100      2.7999      2.7368      3.3665      3.3542      3.2695      4.3715      4.3944      4.2803      4.3986      4.4113      4.3607      4.3518      4.3512      4.2908      4.1933      4.1839      4.1339      4.1975      4.1851      4.1325      
2017-04-05     2.5100      2.5392      2.5052      2.7998      2.7971      2.7416      3.3607      3.3540      3.2778      4.3399      4.3841      4.2879      4.3811      4.4064      4.3629      4.3500      4.3537      4.2981      4.1950      4.1874      4.1412      4.1992      4.1895      4.1399      
2017-04-06     2.5132      2.5278      2.5117      2.7879      2.7931      2.7463      3.3449      3.3478      3.2837      4.2964      4.3623      4.2915      4.3621      4.3975      4.3641      4.3484      4.3536      4.3053      4.1960      4.1899      4.1484      4.2001      4.1930      4.1472      
2017-04-07     2.5110      2.5117      2.5161      2.7719      2.7865      2.7504      3.3181      3.3362      3.2882      4.2432      4.3294      4.2918      4.3424      4.3836      4.3644      4.3464      4.3516      4.3122      4.1966      4.1919      4.1554      4.2000      4.1959      4.1545      
2017-04-10     2.4917      2.4955      2.5181      2.7433      2.7788      2.7530      3.2812      3.3220      3.2912      4.1881      4.2910      4.2897      4.3219      4.3675      4.3643      4.3428      4.3482      4.3187      4.1971      4.1938      4.1623      4.2002      4.1976      4.1618      
2017-04-11     2.4739      2.4881      2.5196      2.7251      2.7676      2.7549      3.2479      3.3072      3.2925      4.1323      4.2519      4.2855      4.3046      4.3516      4.3635      4.3370      4.3444      4.3245      4.1972      4.1953      4.1689      4.2004      4.1990      4.1688      
2017-04-12     2.4542      2.4821      2.5202      2.7097      2.7548      2.7555      3.2196      3.2902      3.2923      4.0845      4.2122      4.2795      4.2905      4.3358      4.3622      4.3308      4.3404      4.3296      4.1972      4.1961      4.1750      4.2006      4.1999      4.1755      
2017-04-13     2.4294      2.4713      2.5215      2.6909      2.7394      2.7555      3.1956      3.2703      3.2909      4.0491      4.1728      4.2719      4.2795      4.3208      4.3606      4.3251      4.3368      4.3344      4.1975      4.1968      4.1807      4.2011      4.2006      4.1815      
2017-04-14     2.4161      2.4635      2.5209      2.6775      2.7247      2.7545      3.1781      3.2481      3.2883      4.0250      4.1341      4.2606      4.2720      4.3072      4.3575      4.3209      4.3336      4.3374      4.1979      4.1973      4.1852      4.2013      4.2007      4.1863      
2017-04-17     2.4165      2.4541      2.5115      2.6741      2.7087      2.7528      3.1688      3.2250      3.2852      4.0095      4.0988      4.2466      4.2660      4.2940      4.3530      4.3174      4.3301      4.3386      4.1982      4.1977      4.1884      4.2016      4.2009      4.1902      
2017-04-18     2.4321      2.4530      2.5041      2.6802      2.7027      2.7513      3.1684      3.2082      3.2812      4.0014      4.0669      4.2306      4.2630      4.2838      4.3475      4.3159      4.3265      4.3388      4.1986      4.1979      4.1909      4.2018      4.2011      4.1931      
2017-04-19     2.4694      2.4618      2.5005      2.6980      2.7039      2.7505      3.1782      3.1989      3.2764      3.9989      4.0417      4.2129      4.2631      4.2768      4.3416      4.3172      4.3240      4.3389      4.2007      4.1989      4.1931      4.2039      4.2022      4.1959      
2017-04-20     2.5065      2.4680      2.4979      2.7183      2.7046      2.7489      3.1926      3.1941      3.2710      3.9996      4.0244      4.1934      4.2650      4.2722      4.3349      4.3187      4.3219      4.3378      4.2028      4.2002      4.1951      4.2058      4.2035      4.1982      
2017-04-21     2.5440      2.4801      2.4959      2.7355      2.7065      2.7465      3.2061      3.1921      3.2642      4.0021      4.0135      4.1715      4.2679      4.2700      4.3268      4.3203      4.3206      4.3361      4.2058      4.2019      4.1969      4.2085      4.2049      4.2004      
2017-04-24     2.5983      2.5074      2.5015      2.7555      2.7148      2.7468      3.2196      3.1942      3.2581      4.0046      4.0071      4.1490      4.2715      4.2688      4.3181      4.3228      4.3201      4.3342      4.2093      4.2038      4.1988      4.2115      4.2066      4.2021      
2017-04-25     2.6514      2.5418      2.5149      2.7748      2.7275      2.7475      3.2356      3.2020      3.2546      4.0071      4.0042      4.1281      4.2759      4.2694      4.3105      4.3257      4.3208      4.3326      4.2137      4.2062      4.2007      4.2156      4.2087      4.2038      
2017-04-26     2.6882      2.5788      2.5305      2.7885      2.7432      2.7490      3.2491      3.2136      3.2519      4.0091      4.0040      4.1081      4.2804      4.2717      4.3038      4.3274      4.3223      4.3314      4.2170      4.2088      4.2025      4.2182      4.2111      4.2055      
2017-04-27     2.7269      2.6167      2.5440      2.8058      2.7621      2.7508      3.2623      3.2275      3.2489      4.0113      4.0055      4.0891      4.2842      4.2746      4.2977      4.3292      4.3240      4.3304      4.2199      4.2114      4.2041      4.2209      4.2134      4.2070      
2017-04-28     2.7674      2.6557      2.5596      2.8278      2.7817      2.7532      3.2772      3.2417      3.2449      4.0142      4.0081      4.0711      4.2881      4.2780      4.2926      4.3314      4.3258      4.3297      4.2224      4.2141      4.2057      4.2239      4.2162      4.2084      
2017-05-02     2.7878      2.6931      2.5736      2.8444      2.8000      2.7543      3.2924      3.2560      3.2405      4.0176      4.0111      4.0549      4.2923      4.2819      4.2880      4.3338      4.3283      4.3292      4.2255      4.2174      4.2075      4.2270      4.2193      4.2101      
2017-05-03     2.8065      2.7290      2.5910      2.8642      2.8195      2.7611      3.3086      3.2721      3.2402      4.0228      4.0149      4.0409      4.3017      4.2888      4.2863      4.3380      4.3319      4.3292      4.2294      4.2216      4.2097      4.2315      4.2236      4.2124      
2017-05-04     2.8248      2.7565      2.6092      2.8856      2.8370      2.7704      3.3257      3.2874      3.2431      4.0293      4.0192      4.0304      4.3136      4.2970      4.2869      4.3439      4.3356      4.3298      4.2337      4.2254      4.2121      4.2367      4.2275      4.2149      
2017-05-05     2.8334      2.7801      2.6241      2.9003      2.8531      2.7788      3.3402      3.3012      3.2477      4.0355      4.0234      4.0239      4.3274      4.3058      4.2890      4.3505      4.3399      4.3309      4.2382      4.2291      4.2146      4.2419      4.2314      4.2174      
2017-05-08     2.8332      2.8003      2.6402      2.9081      2.8680      2.7873      3.3531      3.3152      3.2536      4.0397      4.0269      4.0202      4.3425      4.3153      4.2926      4.3581      4.3448      4.3327      4.2431      4.2328      4.2173      4.2471      4.2355      4.2202      
2017-05-09     2.8337      2.8107      2.6591      2.9182      2.8813      2.7981      3.3647      3.3286      3.2614      4.0431      4.0303      4.0187      4.3594      4.3259      4.2973      4.3662      4.3500      4.3351      4.2479      4.2367      4.2202      4.2527      4.2399      4.2232      
2017-05-10     2.8301      2.8183      2.6800      2.9216      2.8929      2.8102      3.3710      3.3398      3.2709      4.0451      4.0340      4.0191      4.3719      4.3368      4.3031      4.3733      4.3557      4.3382      4.2521      4.2408      4.2235      4.2571      4.2443      4.2265      
2017-05-11     2.8225      2.8237      2.7013      2.9221      2.9038      2.8235      3.3749      3.3503      3.2820      4.0465      4.0379      4.0210      4.3841      4.3488      4.3103      4.3797      4.3618      4.3420      4.2560      4.2449      4.2268      4.2614      4.2491      4.2301      
2017-05-12     2.8138      2.8236      2.7202      2.9205      2.9104      2.8362      3.3792      3.3597      3.2936      4.0465      4.0410      4.0232      4.3937      4.3605      4.3176      4.3854      4.3680      4.3460      4.2600      4.2491      4.2302      4.2656      4.2537      4.2336      
2017-05-15     2.7934      2.8133      2.7345      2.9153      2.9117      2.8467      3.3833      3.3682      3.3049      4.0468      4.0432      4.0257      4.4027      4.3726      4.3253      4.3905      4.3743      4.3501      4.2634      4.2532      4.2337      4.2693      4.2582      4.2372      
2017-05-16     2.7786      2.8062      2.7496      2.9072      2.9127      2.8563      3.3869      3.3758      3.3159      4.0475      4.0453      4.0282      4.4113      4.3854      4.3337      4.3949      4.3805      4.3544      4.2668      4.2573      4.2374      4.2727      4.2627      4.2410      
2017-05-17     2.7637      2.7969      2.7629      2.8976      2.9096      2.8646      3.3902      3.3806      3.3264      4.0482      4.0467      4.0308      4.4196      4.3958      4.3423      4.3982      4.3858      4.3588      4.2696      4.2609      4.2412      4.2759      4.2665      4.2450      
2017-05-18     2.7539      2.7882      2.7724      2.8891      2.9056      2.8713      3.3959      3.3854      3.3364      4.0485      4.0475      4.0334      4.4268      4.4054      4.3512      4.4006      4.3902      4.3629      4.2730      4.2645      4.2449      4.2788      4.2701      4.2488      
2017-05-19     2.7387      2.7763      2.7782      2.8829      2.9017      2.8774      3.4023      3.3907      3.3460      4.0506      4.0486      4.0360      4.4378      4.4157      4.3608      4.4042      4.3948      4.3673      4.2767      4.2683      4.2487      4.2829      4.2742      4.2528      
2017-05-22     2.7304      2.7619      2.7811      2.8799      2.8976      2.8828      3.4118      3.3976      3.3564      4.0536      4.0502      4.0386      4.4490      4.4259      4.3706      4.4072      4.3989      4.3718      4.2807      4.2721      4.2524      4.2886      4.2789      4.2572      
2017-05-23     2.7120      2.7453      2.7780      2.8747      2.8910      2.8861      3.4230      3.4049      3.3667      4.0565      4.0520      4.0412      4.4626      4.4370      4.3814      4.4111      4.4030      4.3765      4.2855      4.2761      4.2564      4.2956      4.2842      4.2620      
2017-05-24     2.6861      2.7249      2.7716      2.8669      2.8822      2.8876      3.4338      3.4120      3.3759      4.0595      4.0538      4.0439      4.4791      4.4494      4.3931      4.4160      4.4071      4.3814      4.2923      4.2810      4.2609      4.3034      4.2896      4.2670      
2017-05-25     2.6555      2.7047      2.7642      2.8581      2.8736      2.8887      3.4427      3.4193      3.3848      4.0619      4.0552      4.0466      4.4971      4.4619      4.4054      4.4225      4.4116      4.3867      4.3011      4.2870      4.2660      4.3130      4.2959      4.2725      
2017-05-26     2.6343      2.6865      2.7551      2.8527      2.8678      2.8891      3.4518      3.4270      3.3933      4.0636      4.0571      4.0490      4.5128      4.4753      4.4179      4.4286      4.4164      4.3922      4.3110      4.2939      4.2715      4.3232      4.3030      4.2784      
2017-05-27     2.6196      2.6750      2.7442      2.8499      2.8649      2.8883      3.4577      3.4348      3.4015      4.0651      4.0593      4.0513      4.5285      4.4887      4.4307      4.4353      4.4213      4.3978      4.3217      4.3012      4.2772      4.3336      4.3111      4.2846      
2017-05-31     2.6161      2.6641      2.7351      2.8497      2.8622      2.8875      3.4622      3.4426      3.4092      4.0678      4.0622      4.0537      4.5422      4.5024      4.4439      4.4409      4.4260      4.4033      4.3312      4.3084      4.2828      4.3424      4.3190      4.2909      
2017-06-01     2.6220      2.6541      2.7255      2.8544      2.8606      2.8851      3.4667      3.4503      3.4154      4.0752      4.0674      4.0570      4.5542      4.5167      4.4562      4.4459      4.4309      4.4083      4.3388      4.3156      4.2882      4.3520      4.3277      4.2971      
2017-06-02     2.6589      2.6572      2.7227      2.8626      2.8604      2.8830      3.4719      3.4573      3.4214      4.1002      4.0810      4.0643      4.5677      4.5324      4.4689      4.4483      4.4354      4.4128      4.3444      4.3227      4.2936      4.3606      4.3368      4.3034      
2017-06-05     2.7004      2.6674      2.7218      2.8708      2.8618      2.8817      3.4777      3.4647      3.4277      4.1437      4.1036      4.0761      4.5837      4.5482      4.4820      4.4504      4.4395      4.4172      4.3499      4.3305      4.2994      4.3692      4.3462      4.3102      
2017-06-06     2.7486      2.6841      2.7230      2.8792      2.8646      2.8811      3.4842      3.4710      3.4343      4.2026      4.1338      4.0920      4.6047      4.5666      4.4962      4.4534      4.4444      4.4216      4.3550      4.3383      4.3052      4.3767      4.3551      4.3170      
2017-06-07     2.7831      2.6996      2.7225      2.8864      2.8680      2.8795      3.4924      3.4773      3.4411      4.2734      4.1706      4.1113      4.6316      4.5869      4.5119      4.4603      4.4506      4.4268      4.3613      4.3463      4.3112      4.3850      4.3637      4.3239      
