	date	value
245	2013-03-25	1.117
246	2013-03-26	1.116
247	2013-03-27	1.116
248	2013-03-28	1.115
249	2013-03-29	1.115
250	2013-04-01	1.116
251	2013-04-02	1.118
252	2013-04-03	1.12
253	2013-04-08	1.121
254	2013-04-09	1.123
255	2013-04-10	1.124
256	2013-04-11	1.125
257	2013-04-12	1.126
258	2013-04-15	1.128
259	2013-04-16	1.128
260	2013-04-17	1.129
261	2013-04-18	1.128
262	2013-04-19	1.128
263	2013-04-22	1.125
264	2013-04-23	1.121
265	2013-04-24	1.123
266	2013-04-25	1.126
267	2013-04-26	1.128
268	2013-05-02	1.127
269	2013-05-03	1.128
270	2013-05-06	1.128
271	2013-05-07	1.131
272	2013-05-08	1.132
273	2013-05-09	1.132
274	2013-05-10	1.133
275	2013-05-13	1.135
276	2013-05-14	1.135
277	2013-05-15	1.136
278	2013-05-16	1.137
279	2013-05-17	1.138
280	2013-05-20	1.139
281	2013-05-21	1.138
282	2013-05-22	1.138
283	2013-05-23	1.138
284	2013-05-24	1.139
285	2013-05-27	1.139
286	2013-05-28	1.141
287	2013-05-29	1.142
288	2013-05-30	1.141
289	2013-05-31	1.141
290	2013-06-03	1.142
291	2013-06-04	1.141
292	2013-06-05	1.141
293	2013-06-06	1.14
294	2013-06-07	1.141
295	2013-06-13	1.138
296	2013-06-14	1.137
297	2013-06-17	1.138
298	2013-06-18	1.138
299	2013-06-19	1.136
300	2013-06-20	1.127
301	2013-06-21	1.127
302	2013-06-24	1.122
303	2013-06-25	1.123
304	2013-06-26	1.126
305	2013-06-27	1.128
306	2013-06-28	1.13
307	2013-06-30	1.13
308	2013-07-01	1.131
309	2013-07-02	1.132
310	2013-07-03	1.129
311	2013-07-04	1.129
312	2013-07-05	1.13
313	2013-07-08	1.127
314	2013-07-09	1.127
315	2013-07-10	1.126
316	2013-07-11	1.128
317	2013-07-12	1.125
318	2013-07-15	1.126
319	2013-07-16	1.125
320	2013-07-17	1.123
321	2013-07-18	1.122
322	2013-07-19	1.12
323	2013-07-22	1.118
324	2013-07-23	1.119
325	2013-07-24	1.117
326	2013-07-25	1.117
327	2013-07-26	1.117
328	2013-07-29	1.116
329	2013-07-30	1.115
330	2013-07-31	1.115
331	2013-08-01	1.117
332	2013-08-02	1.119
333	2013-08-05	1.119
334	2013-08-06	1.119
335	2013-08-07	1.116
336	2013-08-08	1.114
337	2013-08-09	1.113
338	2013-08-12	1.118
339	2013-08-13	1.116
340	2013-08-14	1.115
341	2013-08-15	1.113
342	2013-08-16	1.113
343	2013-08-19	1.114
344	2013-08-20	1.112
345	2013-08-21	1.111
346	2013-08-22	1.112
347	2013-08-23	1.112
348	2013-08-26	1.112
349	2013-08-27	1.112
350	2013-08-28	1.112
351	2013-08-29	1.112
352	2013-08-30	1.113
353	2013-09-02	1.113
354	2013-09-03	1.114
355	2013-09-04	1.115
356	2013-09-05	1.115
357	2013-09-06	1.116
358	2013-09-09	1.119
359	2013-09-10	1.12
360	2013-09-11	1.12
361	2013-09-12	1.12
362	2013-09-13	1.119
363	2013-09-16	1.119
364	2013-09-17	1.119
365	2013-09-18	1.12
366	2013-09-23	1.121
367	2013-09-24	1.12
368	2013-09-25	1.12
369	2013-09-26	1.12
370	2013-09-27	1.12
371	2013-09-30	1.12
372	2013-10-08	1.122
373	2013-10-09	1.122
374	2013-10-10	1.123
375	2013-10-11	1.123
376	2013-10-14	1.123
377	2013-10-15	1.122
378	2013-10-16	1.121
379	2013-10-17	1.122
380	2013-10-18	1.122
381	2013-10-21	1.123
382	2013-10-22	1.123
383	2013-10-23	1.121
384	2013-10-24	1.12
385	2013-10-25	1.118
386	2013-10-28	1.117
387	2013-10-29	1.116
388	2013-10-30	1.116
389	2013-10-31	1.115
390	2013-11-01	1.117
391	2013-11-04	1.117
392	2013-11-05	1.118
393	2013-11-06	1.117
394	2013-11-07	1.117
395	2013-11-08	1.116
396	2013-11-11	1.115
397	2013-11-12	1.114
398	2013-11-13	1.111
399	2013-11-14	1.109
400	2013-11-15	1.106
401	2013-11-18	1.106
402	2013-11-19	1.104
403	2013-11-20	1.102
404	2013-11-21	1.101
405	2013-11-22	1.1
406	2013-11-25	1.096
407	2013-11-26	1.094
408	2013-11-27	1.094
409	2013-11-28	1.095
410	2013-11-29	1.097
411	2013-12-02	1.098
412	2013-12-03	1.098
413	2013-12-04	1.098
414	2013-12-05	1.097
415	2013-12-06	1.096
416	2013-12-09	1.096
417	2013-12-10	1.095
418	2013-12-11	1.094
419	2013-12-12	1.093
420	2013-12-13	1.094
421	2013-12-16	1.093
422	2013-12-17	1.092
423	2013-12-18	1.091
424	2013-12-19	1.088
425	2013-12-20	1.087
426	2013-12-23	1.086
427	2013-12-24	1.087
428	2013-12-25	1.086
429	2013-12-26	1.086
430	2013-12-27	1.086
431	2013-12-30	1.086
432	2013-12-31	1.086
433	2014-01-02	1.086
434	2014-01-03	1.085
435	2014-01-06	1.084
436	2014-01-07	1.083
437	2014-01-08	1.082
438	2014-01-09	1.081
439	2014-01-10	1.08
440	2014-01-13	1.079
441	2014-01-14	1.076
442	2014-01-15	1.075
443	2014-01-16	1.075
444	2014-01-17	1.074
445	2014-01-20	1.073
446	2014-01-21	1.074
447	2014-01-22	1.077
448	2014-01-23	1.078
449	2014-01-24	1.08
450	2014-01-27	1.08
451	2014-01-28	1.083
452	2014-01-29	1.084
453	2014-01-30	1.084
454	2014-02-07	1.084
455	2014-02-10	1.086
456	2014-02-11	1.088
457	2014-02-12	1.09
458	2014-02-13	1.093
459	2014-02-14	1.096
