	date	value
0	2012-03-21	1.0
5	2012-03-29	0.9560949004635942
10	2012-04-10	0.9793655122261611
15	2012-04-17	0.9861830742659757
20	2012-04-24	1.0055449504590492
25	2012-05-03	1.0318152895191346
30	2012-05-10	1.0218161985274066
35	2012-05-17	1.0089082810653578
40	2012-05-24	1.003636033087901
45	2012-05-31	1.015544041450777
50	2012-06-07	0.9895464048722843
55	2012-06-14	0.9970002727024815
60	2012-06-21	0.983637851104445
65	2012-06-29	0.9703663303336059
70	2012-07-05	0.9618216525770384
75	2012-07-12	0.9684574129624578
80	2012-07-19	0.9615489500954458
85	2012-07-26	0.9380965366784837
90	2012-08-02	0.9348241068993727
95	2012-08-09	0.9586401236251249
100	2012-08-16	0.9302790655394964
105	2012-08-23	0.9249159167348423
110	2012-08-30	0.8968275611308062
115	2012-09-06	0.8992818834651394
120	2012-09-13	0.9240069084628669
125	2012-09-20	0.8921916189437323
130	2012-09-27	0.9093718752840649
135	2012-10-10	0.9313698754658666
140	2012-10-17	0.9239160076356694
145	2012-10-24	0.925915825834015
150	2012-10-31	0.90955367693846
155	2012-11-07	0.9195527679301881
160	2012-11-14	0.8995545859467321
165	2012-11-21	0.8909190073629669
170	2012-11-28	0.8704663212435233
175	2012-12-05	0.8946459412780655
180	2012-12-12	0.9132806108535586
185	2012-12-19	0.9454595036814835
190	2012-12-26	0.9723661485319517
195	2013-01-07	0.995182256158531
200	2013-01-14	1.0080901736205798
205	2013-01-21	1.0179074629579128
210	2013-01-28	1.0310880829015543
215	2013-02-04	1.0605399509135534
220	2013-02-18	1.056903917825652
225	2013-02-25	1.0159985455867646
230	2013-03-04	0.9978183801472592
235	2013-03-11	1.0122716116716661
240	2013-03-18	0.9843650577220252
245	2013-03-25	1.018634669575493
250	2013-04-01	0.9811835287701116
255	2013-04-10	0.9784565039541859
260	2013-04-17	0.9700027270248158
265	2013-04-24	0.9814562312517044
270	2013-05-06	0.9907281156258522
275	2013-05-13	0.9921825288610124
280	2013-05-20	1.01690755385874
285	2013-05-27	1.0144532315244066
290	2013-06-03	1.0164530497227524
295	2013-06-13	0.9569130079083719
300	2013-06-20	0.9332787928370146
305	2013-06-27	0.8850104535951276
310	2013-07-03	0.8979183710571765
315	2013-07-10	0.9054631397145713
320	2013-07-17	0.9257340241796199
325	2013-07-24	0.9160076356694845
330	2013-07-31	0.8966457594764112
335	2013-08-07	0.924370511771657
340	2013-08-14	0.9461867102990635
345	2013-08-21	0.9338241978002
350	2013-08-28	0.9401872557040268
355	2013-09-04	0.947277520225434
360	2013-09-11	0.9901827106626668
365	2013-09-18	0.9747295700390873
370	2013-09-27	0.9627306608490136
375	2013-10-11	0.9855467684755931
380	2013-10-18	0.9720934460503589
385	2013-10-25	0.9544586855740387
390	2013-11-01	0.9595491318971002
395	2013-11-08	0.9352786110353603
400	2013-11-15	0.9482774293246067
405	2013-11-22	0.9628215616762111
410	2013-11-29	0.97572947913826
415	2013-12-06	0.9798200163621489
420	2013-12-13	0.965548586492137
425	2013-12-20	0.9253704208708299
430	2013-12-27	0.9330969911826197
435	2014-01-06	0.912462503408781
440	2014-01-13	0.8985546768475593
445	2014-01-20	0.8901008999181892
450	2014-01-27	0.9057358421961639
455	2014-02-10	0.9215525861285337
460	2014-02-17	0.935369511862558
465	2014-02-24	0.9050995364057812
470	2014-03-03	0.897827470229979
475	2014-03-10	0.8686483046995727
480	2014-03-17	0.882828833742387
485	2014-03-24	0.8931915280429051
490	2014-03-31	0.8836469411871647
495	2014-04-08	0.9121898009271884
500	2014-04-15	0.90955367693846
505	2014-04-22	0.8993727842923369
510	2014-04-29	0.8868284701390782
515	2014-05-08	0.8804654122352513
520	2014-05-15	0.8833742387055722
525	2014-05-22	0.879738205617671
530	2014-05-29	0.8877374784110534
535	2014-06-06	0.8821016271248068
540	2014-06-13	0.8953731478956457
545	2014-06-20	0.88455594945914
550	2014-06-27	0.8914644123261521
555	2014-07-04	0.9013726024906826
560	2014-07-11	0.894736842105263
565	2014-07-18	0.9022816107626579
570	2014-07-25	0.9330060903554221
575	2014-08-01	0.9560949004635942
580	2014-08-08	0.9570948095627669
585	2014-08-15	0.9665484955913097
590	2014-08-22	0.9680938096536678
595	2014-08-29	0.95918552858831
600	2014-09-05	0.9940914462321605
605	2014-09-15	0.9902736114898644
610	2014-09-22	0.9719116443959639
615	2014-09-29	0.9935460412689754
620	2014-10-13	0.9956367602945185
625	2014-10-20	0.995364057812926
630	2014-10-27	0.9680938096536678
635	2014-11-03	1.0139078265612216
640	2014-11-10	1.0308153804199618
645	2014-11-17	1.031178983728752
650	2014-11-24	1.0571766203072448
655	2014-12-01	1.1118989182801564
660	2014-12-08	1.2473411508044725
665	2014-12-15	1.2352513407872012
670	2014-12-22	1.2893373329697302
675	2014-12-29	1.3097900190891738
680	2015-01-07	1.368602854285974
685	2015-01-14	1.3244250522679755
690	2015-01-21	1.3429688210162714
695	2015-01-28	1.3338787382965185
700	2015-02-04	1.295336787564767
705	2015-02-11	1.3049722752477049
710	2015-02-25	1.3181528951913462
715	2015-03-04	1.3345150440869014
720	2015-03-11	1.3306972093446052
725	2015-03-18	1.4310517225706756
730	2015-03-25	1.461958003817835
735	2015-04-01	1.5187710208162897
740	2015-04-09	1.5645850377238435
745	2015-04-16	1.6392146168530135
750	2015-04-23	1.708571948004727
755	2015-04-30	1.7119352786110356
760	2015-05-08	1.6533951458958278
765	2015-05-15	1.6723025179529136
770	2015-05-22	1.7796563948731936
775	2015-05-29	1.7502045268611948
780	2015-06-05	1.8764657758385603
785	2015-06-12	1.9004635942187076
790	2015-06-19	1.6853922370693577
795	2015-06-29	1.5482228888282885
800	2015-07-06	1.4875920370875375
805	2015-07-13	1.562585219525498
810	2015-07-20	1.5463139714571403
815	2015-07-27	1.4364148713753295
820	2015-08-03	1.4354149622761567
825	2015-08-10	1.5209526406690301
830	2015-08-17	1.5218616489410053
835	2015-08-24	1.2570675393146078
840	2015-08-31	1.2818834651395328
845	2015-09-09	1.292246159440051
850	2015-09-16	1.2625215889464594
855	2015-09-23	1.2523406963003363
860	2015-09-30	1.2341605308608308
865	2015-10-14	1.3021543496045815
870	2015-10-21	1.323788746477593
875	2015-10-28	1.3424234160530861
880	2015-11-04	1.3753295154985912
885	2015-11-11	1.4403236069448233
890	2015-11-18	1.4085992182528861
895	2015-11-25	1.4277792927915645
900	2015-12-02	1.4072357058449232
905	2015-12-09	1.3793291518952824
910	2015-12-16	1.3942368875556768
915	2015-12-23	1.4427779292791565
920	2015-12-30	1.4205981274429598
925	2016-01-07	1.3028815562221616
930	2016-01-14	1.2843377874738662
935	2016-01-21	1.2500681756203982
940	2016-01-28	1.1926188528315607
945	2016-02-04	1.2262521588946458
950	2016-02-18	1.2435233160621761
955	2016-02-25	1.2084355967639304
960	2016-03-03	1.2432506135805832
965	2016-03-10	1.230979001908917
970	2016-03-17	1.2579765475865827
975	2016-03-24	1.2738841923461501
980	2016-03-31	1.2827015725843103
985	2016-04-08	1.2752477047541129
990	2016-04-15	1.2967002999727295
995	2016-04-22	1.2717934733206069
1000	2016-04-29	1.2679756385783107
1005	2016-05-09	1.2455231342605215
1010	2016-05-16	1.2524315971275335
1015	2016-05-23	1.2510680847195708
1020	2016-05-30	1.245977638396509
1025	2016-06-06	1.2762476138532857
1030	2016-06-15	1.261976183983274
1035	2016-06-22	1.2679756385783107
1040	2016-06-29	1.2747022997909279
1045	2016-07-06	1.2965184983183342
1050	2016-07-13	1.3178801927097532
1055	2016-07-20	1.307517498409235
1060	2016-07-27	1.3023361512589762
1065	2016-08-03	1.2964275974911366
1070	2016-08-10	1.3093355149531853
1075	2016-08-17	1.3429688210162707
1080	2016-08-24	1.33233342423416
1085	2016-08-31	1.3318789200981724
1090	2016-09-07	1.3337878374693204
1095	2016-09-14	1.3082447050268151
1100	2016-09-23	1.3174256885737654
1105	2016-09-30	1.3120625397691112
1110	2016-10-14	1.3249704572311602
1115	2016-10-21	1.3304245068630118
1120	2016-10-28	1.3329697300245424
1125	2016-11-04	1.336333060630851
1130	2016-11-11	1.3517862012544308
1135	2016-11-18	1.3517862012544308
1140	2016-11-25	1.3780565403145162
1145	2016-12-02	1.3794200527224791
1150	2016-12-09	1.3706935733115164
1155	2016-12-16	1.3337878374693204
1160	2016-12-23	1.3240614489591849
1165	2016-12-30	1.3246977547495677
1170	2017-01-06	1.3339696391237155
1175	2017-01-13	1.3266975729479134
1180	2017-01-20	1.3356967548404686
1185	2017-02-03	1.3383328788291966
1190	2017-02-10	1.350786292155258
1195	2017-02-17	1.353513316971184
1200	2017-02-24	1.3670575402236154
