	date	value
0	2012-03-21	1.0
5	2012-03-29	1.001
10	2012-04-10	1.0070000000000001
15	2012-04-17	1.011
20	2012-04-24	1.0170000000000001
25	2012-05-03	1.02
30	2012-05-10	1.022
35	2012-05-17	1.0290000000000001
40	2012-05-24	1.034
45	2012-05-31	1.042
50	2012-06-07	1.047
55	2012-06-14	1.053
60	2012-06-21	1.054
65	2012-06-29	1.055
70	2012-07-05	1.061
75	2012-07-12	1.062
80	2012-07-19	1.063
85	2012-07-26	1.061
90	2012-08-02	1.0590000000000002
95	2012-08-09	1.055
100	2012-08-16	1.054
105	2012-08-23	1.047
110	2012-08-30	1.044
115	2012-09-06	1.045
120	2012-09-13	1.041
125	2012-09-20	1.0390000000000001
130	2012-09-27	1.042
135	2012-10-10	1.045
140	2012-10-17	1.05
145	2012-10-24	1.0490000000000002
150	2012-10-31	1.0490000000000002
155	2012-11-07	1.05
160	2012-11-14	1.054
165	2012-11-21	1.054
170	2012-11-28	1.057
175	2012-12-05	1.056
180	2012-12-12	1.06
185	2012-12-19	1.061
190	2012-12-26	1.061
195	2013-01-07	1.065
200	2013-01-14	1.069
205	2013-01-21	1.079
210	2013-01-28	1.08
215	2013-02-04	1.095
220	2013-02-18	1.1
225	2013-02-25	1.1059999999999999
230	2013-03-04	1.105
235	2013-03-11	1.109
240	2013-03-18	1.111
245	2013-03-25	1.117
250	2013-04-01	1.1159999999999999
255	2013-04-10	1.124
260	2013-04-17	1.129
265	2013-04-24	1.123
270	2013-05-06	1.128
275	2013-05-13	1.135
280	2013-05-20	1.139
285	2013-05-27	1.139
290	2013-06-03	1.1420000000000001
295	2013-06-13	1.138
300	2013-06-20	1.127
305	2013-06-27	1.128
310	2013-07-03	1.129
315	2013-07-10	1.126
320	2013-07-17	1.123
325	2013-07-24	1.117
330	2013-07-31	1.115
335	2013-08-07	1.1159999999999999
340	2013-08-14	1.115
345	2013-08-21	1.111
350	2013-08-28	1.112
355	2013-09-04	1.115
360	2013-09-11	1.12
365	2013-09-18	1.12
370	2013-09-27	1.12
375	2013-10-11	1.123
380	2013-10-18	1.122
385	2013-10-25	1.1179999999999999
390	2013-11-01	1.117
395	2013-11-08	1.1159999999999999
400	2013-11-15	1.1059999999999999
405	2013-11-22	1.1
410	2013-11-29	1.097
415	2013-12-06	1.0959999999999999
420	2013-12-13	1.094
425	2013-12-20	1.087
430	2013-12-27	1.0859999999999999
435	2014-01-06	1.084
440	2014-01-13	1.079
445	2014-01-20	1.073
450	2014-01-27	1.08
455	2014-02-10	1.0859999999999999
460	2014-02-17	1.097
465	2014-02-24	1.105
470	2014-03-03	1.111
475	2014-03-10	1.1059999999999999
480	2014-03-17	1.109
485	2014-03-24	1.111
490	2014-03-31	1.109
495	2014-04-08	1.114
500	2014-04-15	1.12
505	2014-04-22	1.126
510	2014-04-29	1.128
515	2014-05-08	1.136
520	2014-05-15	1.146
525	2014-05-22	1.147
530	2014-05-29	1.1520000000000001
535	2014-06-06	1.161
540	2014-06-13	1.169
545	2014-06-20	1.167
550	2014-06-27	1.1740000000000002
555	2014-07-04	1.1740000000000002
560	2014-07-11	1.176
565	2014-07-18	1.177
570	2014-07-25	1.181
575	2014-08-01	1.186
580	2014-08-08	1.19
585	2014-08-15	1.197
590	2014-08-22	1.2009999999999998
595	2014-08-29	1.204
600	2014-09-05	1.2109999999999999
605	2014-09-15	1.212
610	2014-09-22	1.213
615	2014-09-29	1.219
620	2014-10-13	1.222
625	2014-10-20	1.236
630	2014-10-27	1.239
635	2014-11-03	1.26
640	2014-11-10	1.275
645	2014-11-17	1.272
650	2014-11-24	1.274
655	2014-12-01	1.281
660	2014-12-08	1.287
665	2014-12-15	1.264
670	2014-12-22	1.272
675	2014-12-29	1.2830000000000001
680	2015-01-07	1.298
685	2015-01-14	1.3
690	2015-01-21	1.308
695	2015-01-28	1.3090000000000002
700	2015-02-04	1.305
705	2015-02-11	1.31
710	2015-02-25	1.32
715	2015-03-04	1.319
720	2015-03-11	1.319
725	2015-03-18	1.3230000000000002
730	2015-03-25	1.325
735	2015-04-01	1.324
740	2015-04-09	1.325
745	2015-04-16	1.33
750	2015-04-23	1.339
755	2015-04-30	1.3419999999999999
760	2015-05-08	1.3430000000000002
765	2015-05-15	1.3519999999999999
770	2015-05-22	1.3559999999999999
775	2015-05-29	1.351
780	2015-06-05	1.354
785	2015-06-12	1.3530000000000002
790	2015-06-19	1.345
795	2015-06-29	1.3459999999999999
800	2015-07-06	1.347
805	2015-07-13	1.344
810	2015-07-20	1.3459999999999999
815	2015-07-27	1.3530000000000002
820	2015-08-03	1.358
825	2015-08-10	1.367
830	2015-08-17	1.368
835	2015-08-24	1.371
840	2015-08-31	1.375
845	2015-09-09	1.38
850	2015-09-16	1.385
855	2015-09-23	1.386
860	2015-09-30	1.389
865	2015-10-14	1.393
870	2015-10-21	1.395
875	2015-10-28	1.4
880	2015-11-04	1.402
885	2015-11-11	1.399
890	2015-11-18	1.3980000000000001
895	2015-11-25	1.4
900	2015-12-02	1.401
905	2015-12-09	1.405
910	2015-12-16	1.403
915	2015-12-23	1.412
920	2015-12-30	1.416
925	2016-01-07	1.416
930	2016-01-14	1.422
935	2016-01-21	1.422
940	2016-01-28	1.421
945	2016-02-04	1.422
950	2016-02-18	1.4269999999999998
955	2016-02-25	1.429
960	2016-03-03	1.432
965	2016-03-10	1.436
970	2016-03-17	1.4380000000000002
975	2016-03-24	1.442
980	2016-03-31	1.4409999999999998
985	2016-04-08	1.442
990	2016-04-15	1.436
995	2016-04-22	1.43
1000	2016-04-29	1.4269999999999998
1005	2016-05-09	1.431
1010	2016-05-16	1.4340000000000002
1015	2016-05-23	1.43
1020	2016-05-30	1.4280000000000002
1025	2016-06-06	1.429
1030	2016-06-15	1.432
1035	2016-06-22	1.439
1040	2016-06-29	1.443
