	date	value
0	2012-03-21	1.0
5	2012-03-29	0.994264235069539
10	2012-04-10	1.0028522437741583
15	2012-04-17	1.0072851102153322
20	2012-04-24	1.0153367040237566
25	2012-05-03	1.0219020768661236
30	2012-05-10	1.0221176660369617
35	2012-05-17	1.0261576388587763
40	2012-05-24	1.029630497082506
45	2012-05-31	1.038212892956542
50	2012-06-07	1.0384605334071948
55	2012-06-14	1.0446849505982754
60	2012-06-21	1.0434834277236225
65	2012-06-29	1.0422958400714166
70	2012-07-05	1.0459509890627225
75	2012-07-12	1.0478589311699908
80	2012-07-19	1.0475869181028128
85	2012-07-26	1.0421324098645321
90	2012-08-02	1.0398961595379603
95	2012-08-09	1.0405069573190375
100	2012-08-16	1.0349645609469404
105	2012-08-23	1.0282262727314093
110	2012-08-30	1.0210582228932341
115	2012-09-06	1.0222849268220675
120	2012-09-13	1.0231561587130371
125	2012-09-20	1.0160880550983797
130	2012-09-27	1.021502453787428
135	2012-10-10	1.0277053764221624
140	2012-10-17	1.0306210911907734
145	2012-10-24	1.0301234944517308
150	2012-10-31	1.0273737946941774
155	2012-11-07	1.0298907285554324
160	2012-11-14	1.0298810410738377
165	2012-11-21	1.0284358225434245
170	2012-11-28	1.0275157873340723
175	2012-12-05	1.0310616867486513
180	2012-12-12	1.0376827799437398
185	2012-12-19	1.0442398909282133
190	2012-12-26	1.049032439086653
195	2013-01-07	1.0563669711800499
200	2013-01-14	1.0617967339025207
205	2013-01-21	1.0717910697334965
210	2013-01-28	1.0747356268990718
215	2013-02-04	1.0920727954536475
220	2013-02-18	1.095749302103157
225	2013-02-25	1.0945146142014854
230	2013-03-04	1.0906937221768032
235	2013-03-11	1.09636533914301
240	2013-03-18	1.0936161061691811
245	2013-03-25	1.1041248983501477
250	2013-04-01	1.0973278694453539
255	2013-04-10	1.1035566225089704
260	2013-04-17	1.10631734478148
265	2013-04-24	1.10322406562145
270	2013-05-06	1.1090375328915019
275	2013-05-13	1.1151160796095476
280	2013-05-20	1.12268126105682
285	2013-05-27	1.1222609696176975
290	2013-06-03	1.1251017800764738
295	2013-06-13	1.1118664479194305
300	2013-06-20	1.0987307285746157
305	2013-06-27	1.0915539893319752
310	2013-07-03	1.0945201949658183
315	2013-07-10	1.0934260992165312
320	2013-07-17	1.0946569863014468
325	2013-07-24	1.0879350782761783
330	2013-07-31	1.0827494640110993
335	2013-08-07	1.0885898735542978
340	2013-08-14	1.0916591704709786
345	2013-08-21	1.0861410275732353
350	2013-08-28	1.0881050814548983
355	2013-09-04	1.0918189159708342
360	2013-09-11	1.1034452615390753
365	2013-09-18	1.1007548461357224
370	2013-09-27	1.0986658177048838
375	2013-10-11	1.10509597525683
380	2013-10-18	1.1019829841861053
385	2013-10-25	1.0956556553537828
390	2013-11-01	1.0956819246647609
395	2013-11-08	1.0906910741565312
400	2013-11-15	1.0845797449090495
405	2013-11-22	1.082068208806328
410	2013-11-29	1.081777753553317
415	2013-12-06	1.0815968306096149
420	2013-12-13	1.077534114837504
425	2013-12-20	1.0649498452523276
430	2013-12-27	1.0654055666538456
435	2014-01-06	1.060203192816503
440	2014-01-13	1.0536603186930817
445	2014-01-20	1.047212150325158
450	2014-01-27	1.0557185489270462
455	2014-02-10	1.0635023681664457
460	2014-02-17	1.075061714971525
465	2014-02-24	1.0763878480542028
470	2014-03-03	1.080092300492296
475	2014-03-10	1.0706951253092483
480	2014-03-17	1.075733075379115
485	2014-03-24	1.07925574019071
490	2014-03-31	1.0758807036676303
495	2014-04-08	1.0851951371379065
500	2014-04-15	1.0896661341996792
505	2014-04-22	1.0927640731096824
510	2014-04-29	1.0921314039036425
515	2014-05-08	1.097543704262875
520	2014-05-15	1.1063077699617432
525	2014-05-22	1.1064563289204636
530	2014-05-29	1.112051441121842
535	2014-06-06	1.1183836240150027
540	2014-06-13	1.1274483850796018
545	2014-06-20	1.1237659912648956
550	2014-06-27	1.1308093113341438
555	2014-07-04	1.1326836719483993
560	2014-07-11	1.1330652195935746
565	2014-07-18	1.135313936200583
570	2014-07-25	1.1444121302998007
575	2014-08-01	1.1528830874913973
580	2014-08-08	1.1563690059203453
585	2014-08-15	1.1638627864691344
590	2014-08-22	1.1674473543351178
595	2014-08-29	1.1683148760426538
600	2014-09-05	1.180443522408393
605	2014-09-15	1.1805735969239357
610	2014-09-22	1.178055240657677
615	2014-09-29	1.1869465070202012
620	2014-10-13	1.1898369780510414
625	2014-10-20	1.2013895736370825
630	2014-10-27	1.199021423639583
635	2014-11-03	1.2245780298315074
640	2014-11-10	1.2400326851267918
645	2014-11-17	1.2376202453914178
650	2014-11-24	1.243982369343717
655	2014-12-01	1.2596789770080878
660	2014-12-08	1.287710626984189
665	2014-12-15	1.26643152204204
670	2014-12-22	1.2823095090346104
675	2014-12-29	1.2949795384036715
680	2015-01-07	1.3175519515262613
685	2015-01-14	1.3129045668020105
690	2015-01-21	1.3224833867923182
695	2015-01-28	1.3220349622704561
700	2015-02-04	1.3131510496506211
705	2015-02-11	1.3188993479872262
710	2015-02-25	1.3294612865890574
715	2015-03-04	1.3312309296188582
720	2015-03-11	1.3306667651659339
725	2015-03-18	1.3489352863985427
730	2015-03-25	1.3552218597762762
735	2015-04-01	1.3627574002320495
740	2015-04-09	1.3697984577011455
745	2015-04-16	1.384217371845217
750	2015-04-23	1.4014262145003276
755	2015-04-30	1.404503536129465
760	2015-05-08	1.3983503553175702
765	2015-05-15	1.4086797309373287
770	2015-05-22	1.4253870507705813
775	2015-05-29	1.4173283568603385
780	2015-06-05	1.4352047121833522
785	2015-06-12	1.437125911989414
790	2015-06-19	1.404689278684669
795	2015-06-29	1.389476708058424
800	2015-07-06	1.3819531514927166
805	2015-07-13	1.3892896642784347
810	2015-07-20	1.388883811995828
815	2015-07-27	1.3804212710269157
820	2015-08-03	1.3846836502915214
825	2015-08-10	1.4048611499089698
830	2015-08-17	1.4058593839839313
835	2015-08-24	1.3701441503326073
840	2015-08-31	1.377201787637942
845	2015-09-09	1.3832495139333434
850	2015-09-16	1.3826910841071147
855	2015-09-23	1.3818936213642687
860	2015-09-30	1.3815026417570535
865	2015-10-14	1.396008300864492
870	2015-10-21	1.4012657284303012
875	2015-10-28	1.4085743367691483
880	2015-11-04	1.4154228434360416
885	2015-11-11	1.4232048547886944
890	2015-11-18	1.417303119939962
895	2015-11-25	1.4220621661738968
900	2015-12-02	1.4194839806095947
905	2015-12-09	1.4185909415786062
910	2015-12-16	1.4191853285614977
915	2015-12-23	1.4344236746174726
920	2015-12-30	1.4344178403908678
925	2016-01-07	1.4160250123759608
930	2016-01-14	1.4182128687968039
935	2016-01-21	1.4127839354582876
940	2016-01-28	1.402828657168558
945	2016-02-04	1.4093540184813318
950	2016-02-18	1.4165763934874367
955	2016-02-25	1.4121194519552325
960	2016-03-03	1.4207397034053326
965	2016-03-10	1.4219494824326853
970	2016-03-17	1.4283600768963347
975	2016-03-24	1.4345074925066545
980	2016-03-31	1.4352124848913412
985	2016-04-08	1.4348164755535766
