date	value	value_15	value_30	value_50	value_70	value_100
2019-10-21	1.683	1.6821502917331905	1.6720339693862654	1.6445587006387674	1.6019497058021799	1.5124988637396606
2019-10-28	1.683	1.6839337589761423	1.6755762050281242	1.6503583321547972	1.6098491857323898	1.5231342605217713
2019-11-04	1.682	1.6851141903099223	1.6789170741157615	1.656487960904572	1.6185912014686847	1.5353149713662402
2019-11-11	1.685	1.6847259415052356	1.6751523618084798	1.648335112488027	1.6062938431087126	1.5174984092355248
2019-11-18	1.6880000000000002	1.687459468440714	1.677605083923967	1.6503993093181897	1.6079636656441	1.5185892191618953
2019-11-25	1.6909999999999998	1.6888572355642948	1.677397461502788	1.6480917896725975	1.603657146354069	1.5115898554676857
2019-12-02	1.693	1.6888935709263462	1.6754755196936764	1.643622592121753	1.596779522307719	1.50149986364876
2019-12-09	1.695	1.692782616612636	1.6812125173694374	1.6517080296745186	1.6070219945656767	1.5144986819380064
2019-12-16	1.6969999999999998	1.6982206838269276	1.6900229445310146	1.6648184666764998	1.6240989693195274	1.5366784837742031
2019-12-23	1.699	1.6990730338444617	1.6897348032147788	1.6630529152100104	1.6209431099518736	1.5316789382783391
2019-12-30	1.702	1.7061718922358782	1.700850774308419	1.6792856502971814	1.6418894565161484	1.5586764839560048
2020-01-07	1.7069999999999999	1.7134855747946902	1.7104113640056917	1.691675865912258	1.6568481848794239	1.5768566493955103
2020-01-14	1.709	1.7163027794125216	1.7140318422218233	1.6963229200947618	1.6624441508083951	1.5836742114353248
2020-01-21	1.7109999999999999	1.7151960012137342	1.7098175881353428	1.6880532586544494	1.6503264564335698	1.5664030542677947
2020-02-05	1.715	1.7082408641150995	1.6918082500053457	1.6554686744859999	1.6037443666427906	1.5007726570311797
2020-02-12	1.719	1.7178216798237909	1.7068060276726862	1.6772813696396713	1.6317341412472697	1.5364966821198078
2020-02-19	1.722	1.7230220039818733	1.714133906400722	1.6872728993617223	1.6441244763917306	1.55185892191619
2020-02-26	1.725	1.7263909693779789	1.7178453022293025	1.6913901783433238	1.6485797696766906	1.556676665757659
2020-03-04	1.729	1.7313642745995497	1.7237655296604575	1.6985040182057642	1.6567759425324309	1.5662212526133994
2020-03-11	1.732	1.730599303213486	1.7192575609661136	1.6891496183741688	1.6428700445042486	1.546313971457141
2020-03-18	1.729	1.7131318939205895	1.6874906879613207	1.6389972542358224	1.5756021637754394	1.4567766566675764
2020-03-25	1.732	1.718802771196119	1.6957873768434994	1.6506481489949456	1.590349800607491	1.475502227070267
2020-04-01	1.735	1.7195218307955522	1.6942320115432716	1.646137322974857	1.5830510706176686	1.464503226979366
2020-04-09	1.744	1.7318263723329104	1.7096906338138655	1.6654776183540794	1.6058050959290942	1.4913189710026369
2020-04-16	1.746	1.7339114426932627	1.711846437105882	1.6677035849901691	1.60807208159825	1.493591491682575
2020-04-23	1.7480000000000002	1.7366689100205326	1.7153272558125496	1.6720752212794447	1.6132278824543067	1.4996818471048092
2020-04-30	1.75	1.741699719474048	1.7232878885401808	1.683701264491395	1.6281506298946473	1.5186801199890925
2020-05-12	1.7480000000000002	1.7420551232336774	1.725955501668278	1.6893168965092775	1.636482591820772	1.530497227524771
2020-05-19	1.7469999999999999	1.7410371879188062	1.7249258724760668	1.6882816436470403	1.6354531590586578	1.5294973184255984
2020-05-26	1.7480000000000002	1.7386234722192997	1.7191616949808441	1.6782474178518534	1.6214878227709293	1.510499045541315
2020-06-02	1.743	1.738969559300363	1.7247778189751501	1.6906160352177935	1.640115350184828	1.5372238887373881
2020-06-09	1.736	1.7355593816860246	1.7249357823265985	1.6953914570992301	1.6492236842082593	1.552040723570585
2020-06-16	1.74	1.7377269285519443	1.7252794381345737	1.6933709671515809	1.644980199970206	1.5448595582219804
2020-06-23	1.7369999999999999	1.7396723404948546	1.7321013954424216	1.7064430821741938	1.6638466958569431	1.5712207981092634
2020-07-02	1.74	1.7509343708483252	1.7515098384458063	1.7362900372320336	1.7033637384410802	1.6232160712662493
2020-07-09	1.733	1.7640241776640044	1.7846706977557538	1.7955730173530575	1.787306202904387	1.739841832560677
2020-07-16	1.732	1.7518019975909098	1.7612659535544144	1.757659327877313	1.7357482141230296	1.6703026997545685
2020-07-23	1.739	1.7653424951817678	1.7812857768514307	1.786026908340895	1.7718973898512853	1.71657122079811
2020-07-30	1.7409999999999999	1.7649844122171805	1.7785648192323331	1.780219920319333	1.7631646244007642	1.7039360058176536
2020-08-06	1.742	1.7696353402338538	1.7868366006836465	1.7931630152209301	1.7804702526154281	1.726933915098628
2020-08-13	1.744	1.7670533248544826	1.7795678908001968	1.779626403178645	1.7608261385590254	1.6988455594945922
2020-08-20	1.7469999999999999	1.7710811278568945	1.7846252221339463	1.7860278167107606	1.7685001633603643	1.7082083446959373
2020-08-27	1.746	1.7721978013437678	1.7879074059335942	1.7922068391574206	1.7775027103292995	1.7211162621579863
2020-09-03	1.745	1.7742669531542665	1.793112221960706	1.8015997170015199	1.7909701947853276	1.7402054358694672
2020-09-10	1.745	1.7662643260003796	1.7769302647947134	1.774487146443458	1.7532156723375145	1.6877556585764937
2020-09-17	1.746	1.7690429133806773	1.7815203691972183	1.7814885399788705	1.7625538495264208	1.7002999727297525
2020-09-24	1.7469999999999999	1.7675358650754447	1.7774445727950583	1.7739703766642982	1.7516734003091323	1.6847559312789753
2020-10-09	1.7480000000000002	1.7724642049840833	1.7863816500931076	1.7882550430532633	1.7711536069250942	1.711389873647851
2020-10-16	1.75	1.778297418051525	1.7960957664442678	1.803098176825415	1.790924670642306	1.7378420143623314
2020-10-23	1.7530000000000001	1.7783553187210916	1.7931466046620008	1.79613169410341	1.7800489704968898	1.7215707662939739
2020-10-30	1.756	1.780150191004933	1.7936986636206078	1.7950066988806228	1.777273144232403	1.7164803199709124
2020-11-06	1.758	1.788629178123387	1.8087491178016017	1.8187602644096552	1.809409510376814	1.760021816198528
2020-11-13	1.755	1.7850699453429657	1.8046403262436153	1.8139504791296295	1.8039551639615201	1.7537496591218986
2020-11-20	1.7480000000000002	1.7820237675663488	1.8056562220721304	1.820424859618638	1.81577706405854	1.7730206344877741
2020-11-27	1.75	1.785016918490433	1.809646181456832	1.8257189900115751	1.8223091211939526	1.7812017089355519
2020-12-04	1.754	1.791284329978272	1.8181881884528588	1.8372349278499778	1.8366455205773073	1.79929097354786
2020-12-11	1.755	1.786294585546706	1.8070199465553913	1.8177227916199596	1.8089112972304897	1.760021816198528
2020-12-18	1.757	1.7916109184854032	1.81574035489935	1.8310152338964072	1.8266809452140085	1.784019634578675
2020-12-25	1.761	1.796521211312823	1.8215623697409795	1.8380277304893768	1.834820883066011	1.793655122261613
