	date	value
0	2012-03-21	1.0
5	2012-03-29	0.978547450231797
10	2012-04-10	0.9931776912900104
15	2012-04-17	0.9986065353201172
20	2012-04-24	1.0113802427881506
25	2012-05-03	1.0261622486807669
30	2012-05-10	1.0221919492356881
35	2012-05-17	1.0192875341656817
40	2012-05-24	1.0191773590441204
45	2012-05-31	1.0291242371321854
50	2012-06-07	1.0184202689995305
55	2012-06-14	1.0251598033289793
60	2012-06-21	1.0188843908980743
65	2012-06-29	1.0126550282689477
70	2012-07-05	1.0110630092110968
75	2012-07-12	1.0150035310311663
80	2012-07-19	1.0118812348460842
85	2012-07-26	0.9986912273363013
90	2012-08-02	0.9959676865766816
95	2012-08-09	1.0067275444216133
100	2012-08-16	0.99119555091426
105	2012-08-23	0.9850455319475439
110	2012-08-30	0.968714896183904
115	2012-09-06	0.9704596435394974
120	2012-09-13	0.9819084263023394
125	2012-09-20	0.9638502931052848
130	2012-09-27	0.9744952536861182
135	2012-10-10	0.9876782553372272
140	2012-10-17	0.9860322761537446
145	2012-10-24	0.9866338008053053
150	2012-10-31	0.9778803746132472
155	2012-11-07	0.9837034421549589
160	2012-11-14	0.9749088225635185
165	2012-11-21	0.9703002165890059
170	2012-11-28	0.9607935533852071
175	2012-12-05	0.9738538782955759
180	2012-12-12	0.9859868317230633
185	2012-12-19	1.004262496883119
190	2012-12-26	1.0191650842778093
195	2013-01-07	1.0335566387365809
200	2013-01-14	1.0422044358473432
205	2013-01-21	1.0521549445599532
210	2013-01-28	1.0594899859633136
215	2013-02-04	1.0820644932174666
220	2013-02-18	1.082679053427607
225	2013-02-25	1.0647703576427126
230	2013-03-04	1.0546810664186714
235	2013-03-11	1.064124472950097
240	2013-03-18	1.050615419454716
245	2013-03-25	1.0713134136280806
250	2013-04-01	1.0513939612078578
255	2013-04-10	1.0537013172425138
260	2013-04-17	1.0515272390360058
265	2013-04-24	1.0548374518129144
270	2013-05-06	1.062309125477325
275	2013-05-13	1.0663559019017002
280	2013-05-20	1.081626848771891
285	2013-05-27	1.0802957851280683
290	2013-06-03	1.0827766403482777
295	2013-06-13	1.0491678433920886
300	2013-06-20	1.0313648955891113
305	2013-06-27	1.006130041041628
310	2013-07-03	1.0134520864512537
315	2013-07-10	1.0163606862410406
320	2013-07-17	1.0264476221808772
325	2013-07-24	1.0182670662678548
330	2013-07-31	1.0064476551734511
335	2013-08-07	1.0224464216232443
340	2013-08-14	1.034135596006812
345	2013-08-21	1.0254334728665055
350	2013-08-28	1.0294306437467327
355	2013-09-04	1.0346784744010176
360	2013-09-11	1.060517233670546
365	2013-09-18	1.0520430203183064
370	2013-09-27	1.0454630428918612
375	2013-10-11	1.0592943824996564
380	2013-10-18	1.0515669490918294
385	2013-10-25	1.0401742666514628
390	2013-11-01	1.0424505479244202
395	2013-11-08	1.0288002172776585
400	2013-11-15	1.0311948546955754
405	2013-11-22	1.0362954222285536
410	2013-11-29	1.0419070897564726
415	2013-12-06	1.0435733058077417
420	2013-12-13	1.034979729779982
425	2013-12-20	1.0101384499587978
430	2013-12-27	1.0138056120018648
435	2014-01-06	1.0016613993179917
440	2014-01-13	0.9917882345978093
445	2014-01-20	0.9844008028493099
450	2014-01-27	0.9961456678765126
455	2014-02-10	1.0076724079073227
460	2014-02-17	1.0203505861329965
465	2014-02-24	1.007340758560615
470	2014-03-03	1.0060911900057383
475	2014-03-10	0.9874784039250024
480	2014-03-17	0.9967820005732309
485	2014-03-24	1.0034937084480644
490	2014-03-31	0.9972403796716439
495	2014-04-08	1.0155552415196811
500	2014-04-15	1.0167740815385518
505	2014-04-22	1.013744465890814
510	2014-04-29	1.0075818485812635
515	2014-05-08	1.0075472829375962
520	2014-05-15	1.0136605379274837
525	2014-05-22	1.0120366017263778
530	2014-05-29	1.018818665388146
535	2014-06-06	1.0195760720155174
540	2014-06-13	1.0307415420271129
545	2014-06-20	1.0236340848377368
550	2014-06-27	1.0306965057490927
555	2014-07-04	1.0364048116816675
560	2014-07-11	1.0334586693584087
565	2014-07-18	1.0382492089283812
570	2014-07-25	1.0577258581236646
575	2014-08-01	1.0732397164104477
580	2014-08-08	1.0756107752701616
585	2014-08-15	1.0840840047704676
590	2014-08-22	1.086761178780327
595	2014-08-29	1.0831186838079512
600	2014-09-05	1.1059342836680175
605	2014-09-15	1.104233636103877
610	2014-09-22	1.0943374651018452
615	2014-09-29	1.1092323702455422
620	2014-10-13	1.1118242096806934
625	2014-10-20	1.1180678137753075
630	2014-10-27	1.1042749407067927
635	2014-11-03	1.139342108104044
640	2014-11-10	1.155623531259313
645	2014-11-17	1.1544714646152543
650	2014-11-24	1.1699826544874887
655	2014-12-01	1.2038935914478086
660	2014-12-08	1.280037141719069
665	2014-12-15	1.262684314263151
670	2014-12-22	1.2957239849500084
675	2014-12-29	1.3119653623264402
680	2015-01-07	1.3509286490135204
685	2015-01-14	1.3301788427310923
690	2015-01-21	1.3434912455425319
695	2015-01-28	1.3395281500342717
700	2015-02-04	1.3186918716633795
705	2015-02-11	1.3261355634105105
710	2015-02-25	1.3379061101292336
715	2015-03-04	1.345997942516007
720	2015-03-11	1.3440867511004848
725	2015-03-18	1.396379720528023
730	2015-03-25	1.4128792390491571
735	2015-04-01	1.4408056030109708
