date	value_zq	value_hs300
2015-10-29	1.401	1.4799
2015-10-30	1.401	1.4801
2015-11-02	1.402	1.4598
2015-11-03	1.402	1.4562
2015-11-04	1.402	1.513
2015-11-05	1.402	1.5395
2015-11-06	1.402	1.5707
2015-11-09	1.4	1.5869
2015-11-10	1.398	1.584
2015-11-11	1.399	1.5845
2015-11-12	1.399	1.5714
2015-11-13	1.399	1.5552
2015-11-16	1.399	1.5656
2015-11-17	1.398	1.5644
2015-11-18	1.398	1.5496
2015-11-19	1.398	1.5689
2015-11-20	1.398	1.568
2015-11-23	1.398	1.5607
2015-11-24	1.399	1.561
2015-11-25	1.4	1.5707
2015-11-26	1.4	1.5629
2015-11-27	1.4	1.4926
2015-11-30	1.4	1.496
2015-12-01	1.4	1.5045
2015-12-02	1.401	1.5481
2015-12-03	1.403	1.5575
2015-12-04	1.405	1.5322
2015-12-07	1.406	1.5358
2015-12-08	1.404	1.5127
2015-12-09	1.405	1.5174
2015-12-10	1.404	1.5135
2015-12-11	1.405	1.5081
2015-12-14	1.404	1.5429
2015-12-15	1.403	1.5373
2015-12-16	1.403	1.5338
2015-12-17	1.404	1.556
2015-12-18	1.405	1.5595
2015-12-21	1.408	1.5873
2015-12-22	1.411	1.59
2015-12-23	1.412	1.5872
2015-12-24	1.412	1.5782
2015-12-25	1.413	1.5807
2015-12-28	1.414	1.5536
2015-12-29	1.415	1.5618
2015-12-30	1.416	1.5628
2015-12-31	1.416	1.5539
2016-01-04	1.415	1.4813
2016-01-05	1.416	1.4834
2016-01-06	1.416	1.4999
2016-01-07	1.416	1.4333
2016-01-08	1.417	1.4513
2016-01-11	1.418	1.4058
2016-01-12	1.42	1.412
2016-01-13	1.421	1.3949
2016-01-14	1.422	1.4129
2016-01-15	1.423	1.3849
2016-01-18	1.423	1.3884
2016-01-19	1.422	1.4136
2016-01-20	1.422	1.4005
2016-01-21	1.422	1.3752
2016-01-22	1.422	1.3839
2016-01-25	1.422	1.3881
2016-01-26	1.422	1.336
2016-01-27	1.421	1.3331
2016-01-28	1.421	1.312
2016-01-29	1.421	1.3372
2016-02-01	1.421	1.3252
2016-02-02	1.422	1.342
2016-02-03	1.421	1.3389
2016-02-04	1.422	1.349
2016-02-05	1.422	1.3435
2016-02-15	1.424	1.3387
2016-02-16	1.425	1.3634
2016-02-17	1.425	1.3707
2016-02-18	1.427	1.368
2016-02-19	1.427	1.3676
2016-02-22	1.428	1.3859
2016-02-23	1.428	1.3778
2016-02-24	1.429	1.3833
2016-02-25	1.429	1.3294
2016-02-26	1.429	1.3376
2016-02-29	1.43	1.3169
2016-03-01	1.431	1.3318
2016-03-02	1.431	1.3656
2016-03-03	1.432	1.3677
2016-03-04	1.432	1.3776
2016-03-07	1.433	1.3807
2016-03-08	1.434	1.3813
2016-03-09	1.434	1.371
2016-03-10	1.436	1.3542
2016-03-11	1.436	1.3545
2016-03-14	1.437	1.3679
2016-03-15	1.437	1.3703
2016-03-16	1.438	1.3741
2016-03-17	1.438	1.3839
2016-03-18	1.439	1.3978
2016-03-21	1.441	1.4192
2016-03-22	1.441	1.4128
2016-03-23	1.441	1.4158
2016-03-24	1.442	1.4014
2016-03-25	1.442	1.4058
2016-03-28	1.441	1.3979
2016-03-29	1.441	1.3883
2016-03-30	1.441	1.4108
2016-03-31	1.441	1.4111
2016-04-01	1.441	1.4122
2016-04-05	1.442	1.4242
2016-04-06	1.442	1.4225
2016-04-07	1.442	1.4093
2016-04-08	1.442	1.4029
2016-04-11	1.441	1.4151
2016-04-12	1.439	1.4119
2016-04-13	1.438	1.4235
2016-04-14	1.436	1.4277
2016-04-15	1.436	1.4265
2016-04-18	1.436	1.4145
2016-04-19	1.435	1.4172
2016-04-20	1.433	1.4006
2016-04-21	1.432	1.3948
2016-04-22	1.43	1.3991
2016-04-25	1.427	1.3955
2016-04-26	1.426	1.4005
2016-04-27	1.426	1.397
2016-04-28	1.427	1.3958
2016-04-29	1.427	1.3949
2016-05-03	1.428	1.4107
2016-05-04	1.429	1.4096
2016-05-05	1.43	1.4111
2016-05-06	1.43	1.3884
2016-05-09	1.431	1.3702
2016-05-10	1.432	1.3711
2016-05-11	1.432	1.3744
2016-05-12	1.433	1.3762
2016-05-13	1.433	1.372
2016-05-16	1.434	1.3778
2016-05-17	1.433	1.3757
2016-05-18	1.432	1.3703
2016-05-19	1.433	1.3689
2016-05-20	1.431	1.3733
2016-05-23	1.43	1.3763
2016-05-24	1.427	1.3697
2016-05-25	1.428	1.3686
2016-05-26	1.428	1.3701
2016-05-27	1.428	1.3696
2016-05-30	1.428	1.3707
2016-05-31	1.427	1.3992
2016-06-01	1.428	1.3969
2016-06-02	1.428	1.3989
2016-06-03	1.429	1.4059
2016-06-06	1.429	1.404
2016-06-07	1.429	1.4037
2016-06-08	1.43	1.4008
2016-06-13	1.431	1.3735
2016-06-14	1.432	1.3765
2016-06-15	1.432	1.3883
2016-06-16	1.433	1.3833
2016-06-17	1.436	1.3882
2016-06-20	1.438	1.389
2016-06-21	1.438	1.3872
2016-06-22	1.439	1.3949
2016-06-23	1.44	1.3911
2016-06-24	1.441	1.3814
2016-06-27	1.442	1.3935
2016-06-28	1.443	1.3981
2016-06-29	1.443	1.4023
2016-06-30	1.444	1.4033
2016-07-01	1.445	1.4037
2016-07-04	1.446	1.4196
2016-07-05	1.447	1.4229
2016-07-06	1.447	1.4263
2016-07-07	1.448	1.4262
2016-07-08	1.449	1.4229
2016-07-11	1.449	1.426
2016-07-12	1.45	1.4453
2016-07-13	1.451	1.4498
2016-07-14	1.451	1.4483
2016-07-15	1.452	1.4488
2016-07-18	1.453	1.4447
2016-07-19	1.453	1.4414
2016-07-20	1.454	1.4384
2016-07-21	1.455	1.4424
2016-07-22	1.455	1.4348
2016-07-25	1.456	1.4366
2016-07-26	1.456	1.4474
2016-07-27	1.456	1.4327
2016-07-28	1.457	1.4334
2016-07-29	1.458	1.4293
2016-08-01	1.458	1.4215
2016-08-02	1.459	1.4249
2016-08-03	1.459	1.4262
2016-08-04	1.46	1.4285
2016-08-05	1.461	1.4299
2016-08-08	1.461	1.4379
2016-08-09	1.461	1.4442
2016-08-10	1.462	1.4404
2016-08-11	1.462	1.4378
2016-08-12	1.463	1.4549
2016-08-15	1.464	1.4824
2016-08-16	1.464	1.4788
2016-08-17	1.465	1.4774
2016-08-18	1.465	1.4751
2016-08-19	1.465	1.4756
2016-08-22	1.465	1.4675
2016-08-23	1.465	1.4688
2016-08-24	1.464	1.4657
2016-08-25	1.464	1.4599
2016-08-26	1.465	1.4595
2016-08-29	1.465	1.4596
2016-08-30	1.465	1.4608
2016-08-31	1.465	1.4652
2016-09-01	1.466	1.4577
2016-09-02	1.466	1.4602
2016-09-05	1.466	1.4612
2016-09-06	1.466	1.4679
2016-09-07	1.467	1.4673
2016-09-08	1.467	1.4669
2016-09-09	1.467	1.4609
2016-09-12	1.468	1.4456
2016-09-13	1.468	1.4451
2016-09-14	1.468	1.4392
2016-09-19	1.468	1.4459
2016-09-20	1.468	1.4443
2016-09-21	1.468	1.447
2016-09-22	1.469	1.4536
2016-09-23	1.469	1.4493
2016-09-26	1.47	1.4343
2016-09-27	1.47	1.4399
2016-09-28	1.47	1.4373
2016-09-29	1.47	1.441
2016-09-30	1.471	1.4434
2016-10-10	1.472	1.4542
2016-10-11	1.472	1.4578
2016-10-12	1.472	1.4561
2016-10-13	1.473	1.4568
2016-10-14	1.473	1.4576
2016-10-17	1.474	1.4499
2016-10-18	1.474	1.462
2016-10-19	1.475	1.4605
2016-10-20	1.475	1.4612
2016-10-21	1.476	1.4636
2016-10-24	1.476	1.4741
2016-10-25	1.475	1.474
2016-10-26	1.475	1.4705
2016-10-27	1.474	1.468
2016-10-28	1.475	1.4664
2016-10-31	1.474	1.4652
2016-11-01	1.474	1.4714
2016-11-02	1.475	1.4644
2016-11-03	1.475	1.4731
2016-11-04	1.475	1.4701
2016-11-07	1.476	1.4707
2016-11-08	1.475	1.4746
2016-11-09	1.476	1.4697
2016-11-10	1.475	1.4799
2016-11-11	1.475	1.4871
2016-11-14	1.475	1.4906
2016-11-15	1.475	1.4905
2016-11-16	1.474	1.4904
2016-11-17	1.474	1.4923
2016-11-18	1.473	1.4871
2016-11-21	1.474	1.4935
2016-11-22	1.474	1.5011
2016-11-23	1.474	1.503
2016-11-24	1.474	1.5068
2016-11-25	1.474	1.516
2016-11-28	1.474	1.5196
2016-11-29	1.473	1.5274
2016-11-30	1.471	1.5203
2016-12-01	1.47	1.5275
2016-12-02	1.469	1.5175
2016-12-05	1.469	1.5012
2016-12-06	1.467	1.4985
2016-12-07	1.467	1.5031
2016-12-08	1.468	1.5016
2016-12-09	1.468	1.5079
2016-12-12	1.467	1.4843
2016-12-13	1.465	1.4832
2016-12-14	1.464	1.476
2016-12-15	1.46	1.4656
2016-12-16	1.46	1.4673
2016-12-19	1.459	1.4626
2016-12-20	1.457	1.4572
2016-12-21	1.458	1.4652
2016-12-22	1.46	1.4644
2016-12-23	1.462	1.4566
2016-12-26	1.463	1.4605
2016-12-27	1.463	1.4588
2016-12-28	1.463	1.4548
2016-12-29	1.464	1.4536
2016-12-30	1.465	1.4573
2016-12-31	1.465	1.4573
2017-01-03	1.466	1.466
2017-01-04	1.467	1.4732
2017-01-05	1.465	1.473
2017-01-06	1.465	1.4675
2017-01-09	1.466	1.472
2017-01-10	1.467	1.4705
2017-01-11	1.468	1.4636
2017-01-12	1.469	1.4589
2017-01-13	1.469	1.4595
2017-01-16	1.47	1.4594
2017-01-17	1.469	1.4614
2017-01-18	1.468	1.465
2017-01-19	1.467	1.4623
2017-01-20	1.468	1.4694
2017-01-23	1.469	1.472
2017-01-24	1.469	1.4721
2017-01-25	1.469	1.4754
2017-01-26	1.469	1.4787
2017-02-03	1.468	1.4723
2017-02-06	1.467	1.4747
2017-02-07	1.466	1.4727
2017-02-08	1.466	1.4777
2017-02-09	1.468	1.4813
2017-02-10	1.469	1.486
2017-02-13	1.47	1.4925
2017-02-14	1.47	1.4924
2017-02-15	1.47	1.489
2017-02-16	1.47	1.4945
2017-02-17	1.471	1.489
2017-02-20	1.471	1.5028
2017-02-21	1.471	1.5062
2017-02-22	1.471	1.5082
2017-02-23	1.472	1.5037
2017-02-24	1.473	1.5039
2017-02-27	1.473	1.4957
2017-02-28	1.472	1.4976
2017-03-01	1.472	1.4993
2017-03-02	1.472	1.493
2017-03-03	1.472	1.4911
2017-03-06	1.471	1.4964
2017-03-07	1.471	1.4985
2017-03-08	1.471	1.4972
2017-03-09	1.471	1.4911
2017-03-10	1.47	1.4914
2017-03-13	1.471	1.4999
2017-03-14	1.471	1.4995
2017-03-15	1.471	1.5015
2017-03-16	1.472	1.5069
2017-03-17	1.472	1.497
2017-03-20	1.472	1.4981
2017-03-21	1.471	1.5027
2017-03-22	1.471	1.4983
2017-03-23	1.472	1.5016
2017-03-24	1.473	1.5092
2017-03-27	1.474	1.506
2017-03-28	1.475	1.5037
2017-03-29	1.476	1.5025
2017-03-30	1.476	1.4946
2017-03-31	1.476	1.5004
2017-04-05	1.477	1.5136
2017-04-06	1.476	1.5166
2017-04-07	1.477	1.5176
2017-04-10	1.478	1.5139
2017-04-11	1.478	1.5174
2017-04-12	1.478	1.5148
2017-04-13	1.478	1.5164
2017-04-14	1.478	1.5086
2017-04-17	1.476	1.5065
2017-04-18	1.476	1.5017
2017-04-19	1.474	1.4973
2017-04-20	1.474	1.5015
2017-04-21	1.472	1.5027
2017-04-24	1.471	1.4922
2017-04-25	1.471	1.4948
2017-04-26	1.471	1.4959
2017-04-27	1.472	1.4967
2017-04-28	1.472	1.4948
2017-05-02	1.473	1.4912
2017-05-03	1.472	1.4876
2017-05-04	1.471	1.4851
2017-05-05	1.47	1.4787
2017-05-08	1.469	1.4718
2017-05-09	1.468	1.4706
2017-05-10	1.466	1.4667
2017-05-11	1.466	1.4718
2017-05-12	1.465	1.4796
2017-05-15	1.465	1.4835
2017-05-16	1.465	1.4921
2017-05-17	1.465	1.4872
2017-05-18	1.465	1.4842
2017-05-19	1.465	1.4858
2017-05-22	1.465	1.4874
2017-05-23	1.465	1.4904
2017-05-24	1.465	1.4905
2017-05-25	1.466	1.5076
2017-05-26	1.466	1.5061
2017-05-31	1.466	1.5095
2017-06-01	1.466	1.5102
2017-06-02	1.467	1.5075
2017-06-05	1.467	1.5032
2017-06-06	1.468	1.51
2017-06-07	1.468	1.5218
2017-06-08	1.468	1.5296
2017-06-09	1.468	1.5341
2017-06-12	1.47	1.5333
2017-06-13	1.471	1.5357
2017-06-14	1.472	1.5247
2017-06-15	1.474	1.5236
2017-06-16	1.475	1.5221
2017-06-19	1.478	1.5319
2017-06-20	1.481	1.53
2017-06-21	1.482	1.5413
2017-06-22	1.483	1.5419
2017-06-23	1.483	1.5508
2017-06-26	1.485	1.5634
2017-06-27	1.487	1.5653
2017-06-28	1.488	1.5575
2017-06-29	1.489	1.564
2017-06-30	1.49	1.5636
2017-07-03	1.49	1.5593
2017-07-04	1.49	1.5508
2017-07-05	1.491	1.5631
2017-07-06	1.491	1.5637
2017-07-07	1.492	1.5629
2017-07-10	1.493	1.5629
2017-07-11	1.493	1.5687
2017-07-12	1.494	1.5658
2017-07-13	1.495	1.5743
2017-07-14	1.495	1.5799
2017-07-17	1.496	1.568
2017-07-18	1.496	1.5694
2017-07-19	1.496	1.5879
2017-07-20	1.496	1.593
2017-07-21	1.496	1.5879
2017-07-24	1.497	1.592
2017-07-25	1.499	1.5853
2017-07-26	1.499	1.5813
2017-07-27	1.499	1.5838
2017-07-28	1.499	1.5864
2017-07-31	1.5	1.5911
2017-08-01	1.5	1.6002
2017-08-02	1.5	1.5977
2017-08-03	1.499	1.5887
2017-08-04	1.5	1.583
2017-08-07	1.5	1.5884
2017-08-08	1.5	1.5903
2017-08-09	1.5	1.5903
2017-08-10	1.5	1.586
2017-08-11	1.5	1.5668
2017-08-14	1.5	1.5803
2017-08-15	1.501	1.5833
2017-08-16	1.501	1.5822
2017-08-17	1.501	1.588
2017-08-18	1.501	1.5887
2017-08-21	1.501	1.5938
2017-08-22	1.501	1.5968
2017-08-23	1.501	1.5975
2017-08-24	1.501	1.5914
2017-08-25	1.501	1.6086
2017-08-28	1.501	1.6219
2017-08-29	1.5	1.6202
2017-08-30	1.499	1.6204
2017-08-31	1.499	1.6171
2017-09-01	1.5	1.6194
2017-09-04	1.5	1.6236
2017-09-05	1.5	1.6267
2017-09-06	1.5	1.6248
2017-09-07	1.501	1.6193
2017-09-08	1.501	1.6181
2017-09-11	1.503	1.6181
2017-09-12	1.503	1.6214
2017-09-13	1.504	1.6226
2017-09-14	1.504	1.6191
2017-09-15	1.505	1.6195
2017-09-18	1.505	1.6228
2017-09-19	1.506	1.6196
2017-09-20	1.506	1.6227
2017-09-21	1.506	1.621
2017-09-22	1.506	1.6209
2017-09-25	1.507	1.615
2017-09-26	1.507	1.6161
2017-09-27	1.507	1.6163
2017-09-28	1.507	1.6165
2017-09-29	1.507	1.6205
2017-10-09	1.509	1.6329
2017-10-10	1.508	1.6351
2017-10-11	1.509	1.6385
2017-10-12	1.509	1.6413
2017-10-13	1.509	1.6437
2017-10-16	1.509	1.6413
2017-10-17	1.508	1.6413
2017-10-18	1.509	1.6489
2017-10-19	1.509	1.6452
2017-10-20	1.509	1.6444
2017-10-23	1.51	1.6455
2017-10-24	1.51	1.6534
2017-10-25	1.51	1.6584
2017-10-26	1.51	1.6631
2017-10-27	1.509	1.6708
2017-10-30	1.507	1.666
2017-10-31	1.507	1.6656
2017-11-01	1.507	1.6629
2017-11-02	1.507	1.6625
2017-11-03	1.507	1.6611
2017-11-06	1.507	1.669
2017-11-07	1.507	1.6784
2017-11-08	1.507	1.677
2017-11-09	1.507	1.6848
2017-11-10	1.506	1.6952
2017-11-13	1.505	1.6995
2017-11-14	1.504	1.6914
2017-11-15	1.503	1.6831
2017-11-16	1.504	1.6916
2017-11-17	1.504	1.6955
2017-11-20	1.504	1.7017
2017-11-21	1.503	1.7218
2017-11-22	1.5	1.7246
2017-11-23	1.498	1.69
2017-11-24	1.497	1.6906
2017-11-27	1.497	1.6753
2017-11-28	1.497	1.6772
2017-11-29	1.496	1.6765
2017-11-30	1.496	1.6633
2017-12-01	1.497	1.6615
2017-12-04	1.499	1.6669
2017-12-05	1.499	1.6725
2017-12-06	1.5	1.666
2017-12-07	1.5	1.6536
2017-12-08	1.501	1.6627
2017-12-11	1.501	1.6802
2017-12-12	1.501	1.6657
2017-12-13	1.501	1.6753
2017-12-14	1.501	1.6689
2017-12-15	1.501	1.6565
2017-12-18	1.501	1.6573
2017-12-19	1.501	1.6709
2017-12-20	1.501	1.6693
2017-12-21	1.501	1.6798
2017-12-22	1.5	1.6758
2017-12-25	1.501	1.672
2017-12-26	1.501	1.6751
2017-12-27	1.501	1.6578
2017-12-28	1.501	1.6653
2017-12-29	1.501	1.668
2017-12-31	1.502	1.668
2018-01-02	1.503	1.6836
2018-01-03	1.504	1.6904
2018-01-04	1.503	1.6956
2018-01-05	1.504	1.6983
2018-01-08	1.505	1.7043
2018-01-09	1.506	1.7121
2018-01-10	1.505	1.717
2018-01-11	1.505	1.7165
2018-01-12	1.505	1.7216
2018-01-15	1.506	1.721
2018-01-16	1.506	1.7297
2018-01-17	1.506	1.7268
2018-01-18	1.506	1.7324
2018-01-19	1.505	1.7364
2018-01-22	1.506	1.7499
2018-01-23	1.506	1.7622
2018-01-24	1.507	1.7647
2018-01-25	1.507	1.7581
2018-01-26	1.507	1.7625
2018-01-29	1.508	1.7408
2018-01-30	1.508	1.7284
2018-01-31	1.508	1.7333
2018-02-01	1.508	1.7244
2018-02-02	1.509	1.7315
2018-02-05	1.51	1.7329
2018-02-06	1.51	1.699
2018-02-07	1.51	1.6731
2018-02-08	1.511	1.6629
2018-02-09	1.512	1.6161
2018-02-12	1.512	1.6296
2018-02-13	1.513	1.6417
2018-02-14	1.513	1.6502
2018-02-22	1.515	1.6737
2018-02-23	1.515	1.6787
2018-02-26	1.517	1.692
2018-02-27	1.518	1.6766
2018-02-28	1.518	1.6671
2018-03-01	1.519	1.6743
2018-03-02	1.519	1.6653
2018-03-05	1.52	1.6659
2018-03-06	1.52	1.6793
2018-03-07	1.521	1.6709
2018-03-08	1.521	1.6822
2018-03-09	1.522	1.6907
2018-03-12	1.523	1.6959
2018-03-13	1.522	1.6859
2018-03-14	1.523	1.681
2018-03-15	1.522	1.6871
2018-03-16	1.523	1.6765
2018-03-19	1.523	1.6813
2018-03-20	1.524	1.6819
2018-03-21	1.524	1.6773
2018-03-22	1.524	1.6662
2018-03-23	1.526	1.6347
2018-03-26	1.528	1.6281
2018-03-27	1.529	1.6356
2018-03-28	1.529	1.6159
2018-03-29	1.53	1.6299
2018-03-30	1.53	1.6304
2018-04-02	1.531	1.6276
2018-04-03	1.532	1.6211
2018-04-04	1.533	1.6192
2018-04-09	1.535	1.6187
2018-04-10	1.536	1.6385
2018-04-11	1.537	1.6414
2018-04-12	1.537	1.6308
2018-04-13	1.538	1.6238
2018-04-16	1.539	1.608
2018-04-17	1.54	1.5926
2018-04-18	1.545	1.5959
2018-04-19	1.544	1.6076
2018-04-20	1.544	1.5942
2018-04-23	1.544	1.5956
2018-04-24	1.544	1.6158
2018-04-25	1.544	1.612
2018-04-26	1.543	1.5929
2018-04-27	1.543	1.5933
2018-05-02	1.543	1.595
2018-05-03	1.543	1.6026
2018-05-04	1.543	1.5985
2018-05-07	1.544	1.6138
2018-05-08	1.543	1.6252
2018-05-09	1.543	1.6234
2018-05-10	1.543	1.6289
2018-05-11	1.542	1.6235
2018-05-14	1.542	1.6327
2018-05-15	1.542	1.6365
2018-05-16	1.542	1.6288
2018-05-17	1.542	1.6216
2018-05-18	1.542	1.6317
2018-05-21	1.542	1.6365
2018-05-22	1.542	1.633
2018-05-23	1.542	1.6196
2018-05-24	1.542	1.6126
2018-05-25	1.542	1.6106
2018-05-28	1.543	1.6146
2018-05-29	1.542	1.6072
2018-05-30	1.542	1.5862
2018-05-31	1.542	1.607
2018-06-01	1.543	1.5989
2018-06-04	1.543	1.6088
2018-06-05	1.542	1.6184
2018-06-06	1.542	1.6162
2018-06-07	1.542	1.6157
2018-06-08	1.542	1.6021
2018-06-11	1.542	1.602
2018-06-12	1.542	1.6138
2018-06-13	1.542	1.6048
2018-06-14	1.542	1.6015
2018-06-15	1.542	1.5982
2018-06-19	1.542	1.562
2018-06-20	1.542	1.5669
2018-06-21	1.542	1.5567
2018-06-22	1.543	1.5617
2018-06-25	1.543	1.5501
2018-06-26	1.543	1.5429
2018-06-27	1.543	1.5244
2018-06-28	1.544	1.5153
2018-06-29	1.545	1.539
2018-06-30	1.545	1.539
2018-07-02	1.546	1.5125
2018-07-03	1.547	1.5128
2018-07-04	1.549	1.5009
2018-07-05	1.55	1.4955
2018-07-06	1.551	1.5019
2018-07-09	1.552	1.5267
2018-07-10	1.552	1.5294
2018-07-11	1.552	1.5139
2018-07-12	1.553	1.5341
2018-07-13	1.553	1.538
2018-07-16	1.554	1.5336
2018-07-17	1.554	1.5288
2018-07-18	1.554	1.5242
2018-07-19	1.556	1.5236
2018-07-20	1.558	1.5406
2018-07-23	1.559	1.5492
2018-07-24	1.561	1.5636
2018-07-25	1.562	1.5626
2018-07-26	1.563	1.5517
2018-07-27	1.564	1.5481
2018-07-30	1.566	1.5464
2018-07-31	1.568	1.5471
2018-08-01	1.569	1.5287
2018-08-02	1.571	1.5087
2018-08-03	1.572	1.4939
2018-08-06	1.574	1.4827
2018-08-07	1.575	1.5082
2018-08-08	1.576	1.4945
2018-08-09	1.576	1.5163
2018-08-10	1.575	1.5184
2018-08-13	1.574	1.5146
2018-08-14	1.574	1.51
2018-08-15	1.574	1.489
2018-08-16	1.574	1.4847
2018-08-17	1.574	1.4725
2018-08-20	1.575	1.4827
2018-08-21	1.575	1.4983
2018-08-22	1.575	1.4934
2018-08-23	1.575	1.497
2018-08-24	1.576	1.4988
2018-08-27	1.577	1.5203
2018-08-28	1.577	1.5187
2018-08-29	1.577	1.5151
2018-08-30	1.577	1.5059
2018-08-31	1.577	1.5015
2018-09-03	1.578	1.4983
2018-09-04	1.578	1.5094
2018-09-05	1.578	1.4922
2018-09-06	1.579	1.4835
2018-09-07	1.578	1.4874
2018-09-10	1.579	1.4751
2018-09-11	1.579	1.4736
2018-09-12	1.579	1.468
2018-09-13	1.579	1.4771
2018-09-14	1.579	1.4786
2018-09-17	1.58	1.4689
2018-09-18	1.58	1.486
2018-09-19	1.58	1.4974
2018-09-20	1.58	1.4966
2018-09-21	1.581	1.5231
2018-09-25	1.581	1.515
2018-09-26	1.582	1.525
2018-09-27	1.582	1.5215
2018-09-28	1.583	1.531
2018-10-08	1.585	1.4916
2018-10-09	1.585	1.491
2018-10-10	1.586	1.4892
2018-10-11	1.587	1.4473
2018-10-12	1.587	1.4594
2018-10-15	1.588	1.4476
2018-10-16	1.588	1.4408
2018-10-17	1.588	1.4454
2018-10-18	1.589	1.4243
2018-10-19	1.589	1.4487
2018-10-22	1.59	1.485
2018-10-23	1.59	1.462
2018-10-24	1.591	1.4631
2018-10-25	1.591	1.4646
2018-10-26	1.591	1.4591
2018-10-29	1.592	1.4347
2018-10-30	1.593	1.4437
2018-10-31	1.593	1.4552
2018-11-01	1.594	1.4611
2018-11-02	1.593	1.491
2018-11-05	1.594	1.484
2018-11-06	1.595	1.4791
2018-11-07	1.596	1.4738
2018-11-08	1.596	1.4715
2018-11-09	1.597	1.4595
2018-11-12	1.597	1.4696
2018-11-13	1.598	1.4781
2018-11-14	1.6	1.4695
2018-11-15	1.601	1.4797
2018-11-16	1.602	1.4839
2018-11-19	1.603	1.4937
2018-11-20	1.603	1.4733
2018-11-21	1.604	1.4755
2018-11-22	1.604	1.4723
2018-11-23	1.604	1.4535
2018-11-26	1.604	1.4528
2018-11-27	1.604	1.4518
2018-11-28	1.605	1.4629
2018-11-29	1.605	1.4519
2018-11-30	1.606	1.4613
2018-12-03	1.607	1.4847
2018-12-04	1.607	1.4865
2018-12-05	1.608	1.4822
2018-12-06	1.608	1.4635
2018-12-07	1.608	1.4638
2018-12-10	1.609	1.4542
2018-12-11	1.609	1.4584
2018-12-12	1.609	1.4615
2018-12-13	1.609	1.4746
2018-12-14	1.609	1.46
2018-12-17	1.609	1.4586
2018-12-18	1.608	1.4498
2018-12-19	1.608	1.44
2018-12-20	1.609	1.4338
2018-12-21	1.609	1.4239
2018-12-24	1.609	1.4262
2018-12-25	1.609	1.4207
2018-12-26	1.609	1.4165
2018-12-27	1.61	1.4135
2018-12-28	1.611	1.4187
2018-12-31	1.611	1.4187
2019-01-02	1.613	1.4077
2019-01-03	1.614	1.4066
2019-01-04	1.615	1.4256
2019-01-07	1.617	1.4303
2019-01-08	1.618	1.4285
2019-01-09	1.619	1.4366
2019-01-10	1.62	1.4351
2019-01-11	1.62	1.441
2019-01-14	1.621	1.4337
2019-01-15	1.621	1.4497
2019-01-16	1.621	1.4499
2019-01-17	1.622	1.4452
2019-01-18	1.623	1.4603
2019-01-21	1.623	1.4648
2019-01-22	1.624	1.4536
2019-01-23	1.624	1.4529
2019-01-24	1.624	1.4576
2019-01-25	1.624	1.4645
2019-01-28	1.624	1.4643
2019-01-29	1.624	1.467
2019-01-30	1.624	1.4601
2019-01-31	1.625	1.4689
2019-02-01	1.626	1.4812
2019-02-11	1.628	1.4968
2019-02-12	1.629	1.5032
2019-02-13	1.63	1.521
2019-02-14	1.63	1.5224
2019-02-15	1.631	1.5056
2019-02-18	1.632	1.5341
2019-02-19	1.632	1.5328
2019-02-20	1.632	1.5362
2019-02-21	1.632	1.5335
2019-02-22	1.633	1.5543
2019-02-25	1.633	1.6088
2019-02-26	1.632	1.597
2019-02-27	1.632	1.5953
2019-02-28	1.632	1.593
2019-03-01	1.632	1.6143
2019-03-04	1.632	1.6261
2019-03-05	1.632	1.632
2019-03-06	1.632	1.6406
2019-03-07	1.632	1.6299
2019-03-08	1.633	1.5896
2019-03-11	1.634	1.6086
2019-03-12	1.634	1.6153
2019-03-13	1.634	1.6072
2019-03-14	1.634	1.6003
2019-03-15	1.634	1.6126
2019-03-18	1.634	1.6409
2019-03-19	1.635	1.6361
2019-03-20	1.635	1.6365
2019-03-21	1.635	1.6368
2019-03-22	1.636	1.6361
2019-03-25	1.637	1.6118
2019-03-26	1.637	1.601
2019-03-27	1.638	1.612
2019-03-28	1.638	1.6081
2019-03-29	1.639	1.6458
2019-04-01	1.639	1.6726
2019-04-02	1.639	1.6719
2019-04-03	1.639	1.6852
2019-04-04	1.638	1.6957
2019-04-08	1.639	1.6949
2019-04-09	1.638	1.6994
2019-04-10	1.638	1.7019
2019-04-11	1.638	1.6788
2019-04-12	1.639	1.6763
2019-04-15	1.638	1.6727
2019-04-16	1.638	1.7007
2019-04-17	1.637	1.7012
2019-04-18	1.637	1.6974
2019-04-19	1.638	1.7093
2019-04-22	1.639	1.6859
2019-04-23	1.639	1.6843
2019-04-24	1.639	1.6871
2019-04-25	1.639	1.6646
2019-04-26	1.638	1.651
2019-04-29	1.639	1.6538
2019-04-30	1.639	1.657
2019-05-06	1.641	1.5987
2019-05-07	1.642	1.6066
2019-05-08	1.643	1.5929
2019-05-09	1.644	1.5756
2019-05-10	1.645	1.6092
2019-05-13	1.647	1.5933
2019-05-14	1.647	1.5873
2019-05-15	1.648	1.6084
2019-05-16	1.649	1.6128
2019-05-17	1.65	1.5882
2019-05-20	1.651	1.5803
2019-05-21	1.651	1.5929
2019-05-22	1.651	1.5884
2019-05-23	1.651	1.5726
2019-05-24	1.651	1.5753
2019-05-27	1.651	1.5869
2019-05-28	1.65	1.5962
2019-05-29	1.651	1.5942
2019-05-30	1.652	1.5889
2019-05-31	1.652	1.5866
