date	value_zq	value_hs300	value
2017-12-18	1.501	1.6573	2.2837
2017-12-19	1.501	1.6709	2.3049
2017-12-20	1.501	1.6693	2.3625
2017-12-21	1.501	1.6798	2.3674
2017-12-22	1.5	1.6758	2.3577
2017-12-25	1.501	1.672	2.3627
2017-12-26	1.501	1.6751	2.3363
2017-12-27	1.501	1.6578	2.2889
2017-12-28	1.501	1.6653	2.3513
2017-12-29	1.501	1.668	2.3361
2017-12-31	1.502	1.668	2.336
2018-01-02	1.503	1.6836	2.3457
2018-01-03	1.504	1.6904	2.3666
2018-01-04	1.503	1.6956	2.415
2018-01-05	1.504	1.6983	2.4213
2018-01-08	1.505	1.7043	2.4369
2018-01-09	1.506	1.7121	2.4993
2018-01-10	1.505	1.717	2.5287
2018-01-11	1.505	1.7165	2.5038
2018-01-12	1.505	1.7216	2.5359
2018-01-15	1.506	1.721	2.5211
2018-01-16	1.506	1.7297	2.5449
2018-01-17	1.506	1.7268	2.4912
2018-01-18	1.506	1.7324	2.4961
2018-01-19	1.505	1.7364	2.4679
2018-01-22	1.506	1.7499	2.5529
2018-01-23	1.506	1.7622	2.5585
2018-01-24	1.507	1.7647	2.5266
2018-01-25	1.507	1.7581	2.506
2018-01-26	1.507	1.7625	2.5211
2018-01-29	1.508	1.7408	2.4349
2018-01-30	1.508	1.7284	2.4278
2018-01-31	1.508	1.7333	2.4649
2018-02-01	1.508	1.7244	2.4199
2018-02-02	1.509	1.7315	2.4133
2018-02-05	1.51	1.7329	2.338
2018-02-06	1.51	1.699	2.2784
2018-02-07	1.51	1.6731	2.2048
2018-02-08	1.511	1.6629	2.2365
2018-02-09	1.512	1.6161	2.1895
2018-02-12	1.512	1.6296	2.2502
2018-02-13	1.513	1.6417	2.2698
2018-02-14	1.513	1.6502	2.2922
2018-02-22	1.515	1.6737	2.3742
2018-02-23	1.515	1.6787	2.3679
2018-02-26	1.517	1.692	2.3715
2018-02-27	1.518	1.6766	2.3328
2018-02-28	1.518	1.6671	2.2833
2018-03-01	1.519	1.6743	2.3048
2018-03-02	1.519	1.6653	2.2904
2018-03-05	1.52	1.6659	2.2629
2018-03-06	1.52	1.6793	2.2744
2018-03-07	1.521	1.6709	2.2507
2018-03-08	1.521	1.6822	2.2939
2018-03-09	1.522	1.6907	2.3077
2018-03-12	1.523	1.6959	2.3036
2018-03-13	1.522	1.6859	2.2794
2018-03-14	1.523	1.681	2.2937
2018-03-15	1.522	1.6871	2.3333
2018-03-16	1.523	1.6765	2.3027
2018-03-19	1.523	1.6813	2.3095
2018-03-20	1.524	1.6819	2.2953
2018-03-21	1.524	1.6773	2.2867
2018-03-22	1.524	1.6662	2.2356
2018-03-23	1.526	1.6347	2.1997
2018-03-26	1.528	1.6281	2.1789
2018-03-27	1.529	1.6356	2.1937
2018-03-28	1.529	1.6159	2.1074
2018-03-29	1.53	1.6299	2.1623
2018-03-30	1.53	1.6304	2.1623
2018-04-02	1.531	1.6276	2.1593
2018-04-03	1.532	1.6211	2.1697
2018-04-04	1.533	1.6192	2.2327
2018-04-09	1.535	1.6187	2.2091
2018-04-10	1.536	1.6385	2.2234
2018-04-11	1.537	1.6414	2.2337
2018-04-12	1.537	1.6308	2.2111
2018-04-13	1.538	1.6238	2.1877
2018-04-16	1.539	1.608	2.1862
2018-04-17	1.54	1.5926	2.1493
2018-04-18	1.545	1.5959	2.1438
2018-04-19	1.544	1.6076	2.199
2018-04-20	1.544	1.5942	2.1727
2018-04-23	1.544	1.5956	2.1701
2018-04-24	1.544	1.6158	2.2272
2018-04-25	1.544	1.612	2.2317
2018-04-26	1.543	1.5929	2.182
2018-04-27	1.543	1.5933	2.1444
2018-05-02	1.543	1.595	2.1598
2018-05-03	1.543	1.6026	2.1894
2018-05-04	1.543	1.5985	2.1866
2018-05-07	1.544	1.6138	2.2752
2018-05-08	1.543	1.6252	2.2942
2018-05-09	1.543	1.6234	2.2902
2018-05-10	1.543	1.6289	2.3153
2018-05-11	1.542	1.6235	2.2987
2018-05-14	1.542	1.6327	2.3431
2018-05-15	1.542	1.6365	2.3575
2018-05-16	1.542	1.6288	2.3626
2018-05-17	1.542	1.6216	2.3283
2018-05-18	1.542	1.6317	2.3448
2018-05-21	1.542	1.6365	2.3344
2018-05-22	1.542	1.633	2.353
2018-05-23	1.542	1.6196	2.3067
2018-05-24	1.542	1.6126	2.2815
2018-05-25	1.542	1.6106	2.2954
2018-05-28	1.543	1.6146	2.363
2018-05-29	1.542	1.6072	2.3485
2018-05-30	1.542	1.5862	2.3565
2018-05-31	1.542	1.607	2.4439
2018-06-01	1.543	1.5989	2.3996
2018-06-04	1.543	1.6088	2.4494
2018-06-05	1.542	1.6184	2.4713
2018-06-06	1.542	1.6162	2.4623
2018-06-07	1.542	1.6157	2.4399
2018-06-08	1.542	1.6021	2.4132
2018-06-11	1.542	1.602	2.3968
2018-06-12	1.542	1.6138	2.483
2018-06-13	1.542	1.6048	2.4514
2018-06-14	1.542	1.6015	2.4174
2018-06-15	1.542	1.5982	2.4
2018-06-19	1.542	1.562	2.3028
2018-06-20	1.542	1.5669	2.3611
2018-06-21	1.542	1.5567	2.3362
2018-06-22	1.543	1.5617	2.346
2018-06-25	1.543	1.5501	2.3525
2018-06-26	1.543	1.5429	2.3336
2018-06-27	1.543	1.5244	2.2405
2018-06-28	1.544	1.5153	2.1903
2018-06-29	1.545	1.539	2.2549
2018-06-30	1.545	1.539	2.2548
2018-07-02	1.546	1.5125	2.2157
2018-07-03	1.547	1.5128	2.1713
2018-07-04	1.549	1.5009	2.1503
2018-07-05	1.55	1.4955	2.1388
2018-07-06	1.551	1.5019	2.17
2018-07-09	1.552	1.5267	2.2351
2018-07-10	1.552	1.5294	2.2342
2018-07-11	1.552	1.5139	2.2058
2018-07-12	1.553	1.5341	2.261
2018-07-13	1.553	1.538	2.3036
2018-07-16	1.554	1.5336	2.304
2018-07-17	1.554	1.5288	2.2749
2018-07-18	1.554	1.5242	2.255
2018-07-19	1.556	1.5236	2.2408
2018-07-20	1.558	1.5406	2.2504
2018-07-23	1.559	1.5492	2.2311
2018-07-24	1.561	1.5636	2.2851
2018-07-25	1.562	1.5626	2.2754
2018-07-26	1.563	1.5517	2.2474
2018-07-27	1.564	1.5481	2.2597
2018-07-30	1.566	1.5464	2.2206
2018-07-31	1.568	1.5471	2.2215
2018-08-01	1.569	1.5287	2.178
2018-08-02	1.571	1.5087	2.1228
2018-08-03	1.572	1.4939	2.0788
2018-08-06	1.574	1.4827	2.0327
2018-08-07	1.575	1.5082	2.0865
2018-08-08	1.576	1.4945	2.0424
2018-08-09	1.576	1.5163	2.1014
2018-08-10	1.575	1.5184	2.1085
2018-08-13	1.574	1.5146	2.0859
2018-08-14	1.574	1.51	2.0867
2018-08-15	1.574	1.489	2.0272
2018-08-16	1.574	1.4847	1.9824
2018-08-17	1.574	1.4725	1.948
2018-08-20	1.575	1.4827	1.9657
2018-08-21	1.575	1.4983	2.0368
2018-08-22	1.575	1.4934	2.0194
2018-08-23	1.575	1.497	2.0311
2018-08-24	1.576	1.4988	2.009
2018-08-27	1.577	1.5203	2.0803
2018-08-28	1.577	1.5187	2.0665
2018-08-29	1.577	1.5151	2.0586
2018-08-30	1.577	1.5059	2.041
2018-08-31	1.577	1.5015	1.9951
2018-09-03	1.578	1.4983	1.9908
2018-09-04	1.578	1.5094	2.0099
2018-09-05	1.578	1.4922	1.9734
2018-09-06	1.579	1.4835	1.9286
2018-09-07	1.578	1.4874	1.9474
2018-09-10	1.579	1.4751	1.9294
2018-09-11	1.579	1.4736	1.9368
2018-09-12	1.579	1.468	1.9032
2018-09-13	1.579	1.4771	1.912
2018-09-14	1.579	1.4786	1.9346
2018-09-17	1.58	1.4689	1.9302
2018-09-18	1.58	1.486	1.9731
2018-09-19	1.58	1.4974	2.0146
2018-09-20	1.58	1.4966	2.0154
2018-09-21	1.581	1.5231	2.0857
2018-09-25	1.581	1.515	2.07
2018-09-26	1.582	1.525	2.1273
2018-09-27	1.582	1.5215	2.1253
2018-09-28	1.583	1.531	2.1465
2018-10-08	1.585	1.4916	2.0381
2018-10-09	1.585	1.491	2.0512
2018-10-10	1.586	1.4892	2.0073
2018-10-11	1.587	1.4473	1.9312
2018-10-12	1.587	1.4594	1.9824
2018-10-15	1.588	1.4476	1.9469
2018-10-16	1.588	1.4408	1.9372
2018-10-17	1.588	1.4454	1.9209
2018-10-18	1.589	1.4243	1.8795
2018-10-19	1.589	1.4487	1.9485
2018-10-22	1.59	1.485	2.0397
2018-10-23	1.59	1.462	1.9322
2018-10-24	1.591	1.4631	1.8793
2018-10-25	1.591	1.4646	1.8451
2018-10-26	1.591	1.4591	1.7994
2018-10-29	1.592	1.4347	1.6641
2018-10-30	1.593	1.4437	1.6535
2018-10-31	1.593	1.4552	1.7078
2018-11-01	1.594	1.4611	1.7356
2018-11-02	1.593	1.491	1.8312
2018-11-05	1.594	1.484	1.7952
2018-11-06	1.595	1.4791	1.7809
2018-11-07	1.596	1.4738	1.7845
2018-11-08	1.596	1.4715	1.7864
2018-11-09	1.597	1.4595	1.7759
2018-11-12	1.597	1.4696	1.7837
2018-11-13	1.598	1.4781	1.8257
2018-11-14	1.6	1.4695	1.7951
2018-11-15	1.601	1.4797	1.8077
2018-11-16	1.602	1.4839	1.8135
2018-11-19	1.603	1.4937	1.8309
2018-11-20	1.603	1.4733	1.7931
2018-11-21	1.604	1.4755	1.8133
2018-11-22	1.604	1.4723	1.8096
2018-11-23	1.604	1.4535	1.7718
2018-11-26	1.604	1.4528	1.7626
2018-11-27	1.604	1.4518	1.7584
2018-11-28	1.605	1.4629	1.7887
2018-11-29	1.605	1.4519	1.7836
2018-11-30	1.606	1.4613	1.82
2018-12-03	1.607	1.4847	1.8917
2018-12-04	1.607	1.4865	1.895
2018-12-05	1.608	1.4822	1.9044
2018-12-06	1.608	1.4635	1.8529
2018-12-07	1.608	1.4638	1.8543
2018-12-10	1.609	1.4542	1.8338
2018-12-11	1.609	1.4584	1.8483
2018-12-12	1.609	1.4615	1.8629
2018-12-13	1.609	1.4746	1.8961
2018-12-14	1.609	1.46	1.8644
2018-12-17	1.609	1.4586	1.8485
2018-12-18	1.608	1.4498	1.837
2018-12-19	1.608	1.44	1.8029
2018-12-20	1.609	1.4338	1.8014
2018-12-21	1.609	1.4239	1.7802
2018-12-24	1.609	1.4262	1.8008
2018-12-25	1.609	1.4207	1.7991
2018-12-26	1.609	1.4165	1.787
2018-12-27	1.61	1.4135	1.7848
2018-12-28	1.611	1.4187	1.8174
2018-12-31	1.611	1.4187	1.8173
2019-01-02	1.613	1.4077	1.7998
2019-01-03	1.614	1.4066	1.7642
2019-01-04	1.615	1.4256	1.7918
2019-01-07	1.617	1.4303	1.8113
2019-01-08	1.618	1.4285	1.8033
2019-01-09	1.619	1.4366	1.8257
2019-01-10	1.62	1.4351	1.8231
2019-01-11	1.62	1.441	1.8497
2019-01-14	1.621	1.4337	1.828
2019-01-15	1.621	1.4497	1.9082
2019-01-16	1.621	1.4499	1.9026
2019-01-17	1.622	1.4452	1.8985
2019-01-18	1.623	1.4603	1.9417
2019-01-21	1.623	1.4648	1.9661
2019-01-22	1.624	1.4536	1.9381
2019-01-23	1.624	1.4529	1.9396
2019-01-24	1.624	1.4576	1.9536
2019-01-25	1.624	1.4645	1.9567
2019-01-28	1.624	1.4643	1.9651
2019-01-29	1.624	1.467	1.9772
2019-01-30	1.624	1.4601	1.9487
2019-01-31	1.625	1.4689	1.9659
2019-02-01	1.626	1.4812	1.9993
2019-02-11	1.628	1.4968	2.0795
2019-02-12	1.629	1.5032	2.0827
2019-02-13	1.63	1.521	2.1082
2019-02-14	1.63	1.5224	2.1399
2019-02-15	1.631	1.5056	2.1133
2019-02-18	1.632	1.5341	2.1817
2019-02-19	1.632	1.5328	2.163
2019-02-20	1.632	1.5362	2.1571
2019-02-21	1.632	1.5335	2.1551
2019-02-22	1.633	1.5543	2.1732
2019-02-25	1.633	1.6088	2.2417
2019-02-26	1.632	1.597	2.2145
2019-02-27	1.632	1.5953	2.2228
2019-02-28	1.632	1.593	2.2429
2019-03-01	1.632	1.6143	2.3149
2019-03-04	1.632	1.6261	2.3496
2019-03-05	1.632	1.632	2.3574
2019-03-06	1.632	1.6406	2.3405
2019-03-07	1.632	1.6299	2.2888
2019-03-08	1.633	1.5896	2.2482
2019-03-11	1.634	1.6086	2.3175
2019-03-12	1.634	1.6153	2.3261
2019-03-13	1.634	1.6072	2.2958
2019-03-14	1.634	1.6003	2.2969
2019-03-15	1.634	1.6126	2.338
2019-03-18	1.634	1.6409	2.4777
2019-03-19	1.635	1.6361	2.4493
2019-03-20	1.635	1.6365	2.443
2019-03-21	1.635	1.6368	2.4297
2019-03-22	1.636	1.6361	2.4454
2019-03-25	1.637	1.6118	2.3832
2019-03-26	1.637	1.601	2.3926
2019-03-27	1.638	1.612	2.4499
2019-03-28	1.638	1.6081	2.4806
2019-03-29	1.639	1.6458	2.5924
2019-04-01	1.639	1.6726	2.6456
2019-04-02	1.639	1.6719	2.6166
2019-04-03	1.639	1.6852	2.6176
2019-04-04	1.638	1.6957	2.6707
2019-04-08	1.639	1.6949	2.6838
2019-04-09	1.638	1.6994	2.7456
2019-04-10	1.638	1.7019	2.7825
2019-04-11	1.638	1.6788	2.6806
2019-04-12	1.639	1.6763	2.681
2019-04-15	1.638	1.6727	2.6607
2019-04-16	1.638	1.7007	2.7084
2019-04-17	1.637	1.7012	2.7337
2019-04-18	1.637	1.6974	2.738
2019-04-19	1.638	1.7093	2.7439
2019-04-22	1.639	1.6859	2.7372
2019-04-23	1.639	1.6843	2.7597
2019-04-24	1.639	1.6871	2.7641
2019-04-25	1.639	1.6646	2.7265
2019-04-26	1.638	1.651	2.7165
2019-04-29	1.639	1.6538	2.7451
2019-04-30	1.639	1.657	2.7743
2019-05-06	1.641	1.5987	2.6129
2019-05-07	1.642	1.6066	2.6755
2019-05-08	1.643	1.5929	2.639
2019-05-09	1.644	1.5756	2.5707
2019-05-10	1.645	1.6092	2.6958
2019-05-13	1.647	1.5933	2.7041
2019-05-14	1.647	1.5873	2.6821
2019-05-15	1.648	1.6084	2.8108
2019-05-16	1.649	1.6128	2.8307
2019-05-17	1.65	1.5882	2.7649
2019-05-20	1.651	1.5803	2.6969
2019-05-21	1.651	1.5929	2.7268
2019-05-22	1.651	1.5884	2.7111
2019-05-23	1.651	1.5726	2.6349
2019-05-24	1.651	1.5753	2.6464
2019-05-27	1.651	1.5869	2.6793
2019-05-28	1.65	1.5962	2.7217
2019-05-29	1.651	1.5942	2.7274
2019-05-30	1.652	1.5889	2.7303
2019-05-31	1.652	1.5866	2.7148
2019-06-03	1.653	1.5873	2.7171
2019-06-04	1.653	1.5787	2.6716
2019-06-05	1.654	1.5785	2.6631
2019-06-06	1.654	1.5706	2.6247
2019-06-10	1.654	1.5823	2.6723
2019-06-11	1.654	1.6108	2.8113
2019-06-12	1.654	1.6037	2.775
2019-06-13	1.654	1.6023	2.7653
2019-06-14	1.653	1.5949	2.7397
2019-06-17	1.653	1.5948	2.7118
2019-06-18	1.654	1.5981	2.7379
2019-06-19	1.654	1.6121	2.7548
2019-06-20	1.654	1.6412	2.8353
2019-06-21	1.655	1.6427	2.8215
2019-06-24	1.656	1.6441	2.8472
2019-06-25	1.656	1.6337	2.828
2019-06-26	1.656	1.6321	2.821
2019-06-27	1.657	1.6432	2.869
2019-06-28	1.657	1.6421	2.8734
2019-06-30	1.657	1.6421	2.8733
2019-07-01	1.658	1.6704	2.9911
2019-07-02	1.659	1.6708	3.0043
2019-07-03	1.659	1.6602	2.9307
2019-07-04	1.66	1.6546	2.8884
2019-07-05	1.66	1.6608	2.9654
2019-07-08	1.661	1.6368	2.9291
2019-07-09	1.661	1.6354	2.9345
2019-07-10	1.661	1.6342	2.9376
2019-07-11	1.661	1.6347	2.9288
2019-07-12	1.661	1.6423	2.9504
2019-07-15	1.662	1.6463	2.9607
2019-07-16	1.662	1.6419	2.9219
2019-07-17	1.662	1.6416	2.922
2019-07-18	1.662	1.6325	2.8834
2019-07-19	1.662	1.6431	2.9116
2019-07-22	1.663	1.6363	2.8938
2019-07-23	1.664	1.6389	2.874
2019-07-24	1.664	1.6467	2.8762
2019-07-25	1.664	1.6549	2.905
2019-07-26	1.665	1.6571	2.8942
2019-07-29	1.665	1.6561	2.9295
2019-07-30	1.666	1.6603	2.9239
2019-07-31	1.667	1.6515	2.8886
2019-08-01	1.667	1.6432	2.8762
2019-08-02	1.668	1.6285	2.8625
2019-08-05	1.67	1.6096	2.8303
2019-08-06	1.67	1.6	2.8077
2019-08-07	1.67	1.5961	2.7907
2019-08-08	1.671	1.6086	2.8304
2019-08-09	1.671	1.5994	2.7754
2019-08-12	1.672	1.6164	2.8403
2019-08-13	1.672	1.6077	2.8249
2019-08-14	1.673	1.6119	2.8573
2019-08-15	1.674	1.6154	2.8539
2019-08-16	1.674	1.6198	2.8916
2019-08-19	1.674	1.6407	2.9026
2019-08-20	1.675	1.6399	2.9176
2019-08-21	1.675	1.6383	2.8974
2019-08-22	1.675	1.6415	2.9477
2019-08-23	1.675	1.6485	2.9584
2019-08-26	1.676	1.6343	2.919
2019-08-27	1.676	1.6475	2.9863
2019-08-28	1.676	1.6438	3.0269
2019-08-29	1.676	1.6405	3.0412
2019-08-30	1.676	1.643	3.0797
2019-09-02	1.676	1.6556	3.0802
2019-09-03	1.676	1.6569	3.0741
2019-09-04	1.676	1.6659	3.0468
2019-09-05	1.677	1.6761	3.0702
2019-09-06	1.677	1.6822	3.0439
2019-09-09	1.678	1.6885	3.0342
2019-09-10	1.679	1.6849	3.0343
2019-09-11	1.679	1.6773	2.9329
2019-09-12	1.679	1.6883	2.966
2019-09-16	1.679	1.6844	2.9594
2019-09-17	1.679	1.6672	2.9404
2019-09-18	1.679	1.6721	3.0017
2019-09-19	1.679	1.6758	3.0005
2019-09-20	1.679	1.6787	3.0204
2019-09-23	1.679	1.6669	2.9768
2019-09-24	1.679	1.6697	2.9921
2019-09-25	1.679	1.6618	2.9779
2019-09-26	1.679	1.654	2.9125
2019-09-27	1.68	1.6569	2.9387
2019-09-30	1.68	1.6469	2.9221
2019-10-08	1.682	1.6528	2.9645
2019-10-09	1.682	1.6543	2.9471
2019-10-10	1.682	1.6625	2.979
2019-10-11	1.683	1.6722	2.9839
2019-10-14	1.683	1.683	2.9896
2019-10-15	1.683	1.6786	3.0119
2019-10-16	1.683	1.6751	2.9605
2019-10-17	1.683	1.6757	2.9645
2019-10-18	1.683	1.6611	2.94
2019-10-21	1.683	1.6639	2.9654
2019-10-22	1.683	1.6678	2.9807
2019-10-23	1.683	1.6613	2.9545
2019-10-24	1.683	1.6611	2.9269
2019-10-25	1.683	1.6678	3.0025
2019-10-28	1.683	1.6756	3.0307
2019-10-29	1.682	1.6713	3.0726
2019-10-30	1.682	1.6663	3.056
2019-10-31	1.681	1.6651	3.0608
2019-11-01	1.681	1.6823	3.0732
2019-11-04	1.682	1.689	3.0901
2019-11-05	1.682	1.6955	3.1155
2019-11-06	1.683	1.6907	3.0711
2019-11-07	1.684	1.6925	3.0929
2019-11-08	1.684	1.6876	3.0817
2019-11-11	1.685	1.6694	3.0436
2019-11-12	1.686	1.6696	3.056
2019-11-13	1.686	1.6686	3.0694
2019-11-14	1.686	1.6701	3.0716
2019-11-15	1.687	1.6626	3.0341
2019-11-18	1.688	1.6706	3.0468
2019-11-19	1.689	1.6807	3.0754
2019-11-20	1.689	1.6706	3.0657
2019-11-21	1.69	1.6659	3.0568
2019-11-22	1.69	1.6557	2.9933
2019-11-25	1.691	1.6629	2.9788
2019-11-26	1.691	1.6663	3.0066
2019-11-27	1.691	1.6621	3.0026
2019-11-28	1.692	1.6587	2.9907
2019-11-29	1.692	1.65	2.9307
2019-12-02	1.693	1.6518	2.9494
2019-12-03	1.693	1.6557	2.9445
2019-12-04	1.693	1.6542	2.9448
2019-12-05	1.694	1.662	2.9482
2019-12-06	1.694	1.6679	2.9904
2019-12-09	1.695	1.6661	2.9719
2019-12-10	1.695	1.6676	2.9524
2019-12-11	1.695	1.6684	2.925
2019-12-12	1.696	1.6654	2.907
2019-12-13	1.696	1.686	2.9441
2019-12-16	1.697	1.6905	2.9284
2019-12-17	1.698	1.7046	2.9686
2019-12-18	1.698	1.7022	2.9594
2019-12-19	1.698	1.7006	2.9406
2019-12-20	1.699	1.698	2.9424
2019-12-23	1.699	1.685	2.9145
2019-12-24	1.7	1.6917	2.9201
2019-12-25	1.7	1.6912	2.8999
2019-12-26	1.701	1.7003	2.901
2019-12-27	1.702	1.6992	2.9448
2019-12-30	1.702	1.7147	3.0012
2019-12-31	1.703	1.7185	3.0221
2020-01-02	1.704	1.7329	3.0374
2020-01-03	1.705	1.731	3.0123
2020-01-06	1.706	1.7268	3.0117
2020-01-07	1.707	1.7347	3.0807
2020-01-08	1.707	1.7226	3.0658
2020-01-09	1.707	1.736	3.0978
2020-01-10	1.707	1.7356	3.0999
2020-01-13	1.708	1.7457	3.146
2020-01-14	1.709	1.7422	3.1171
2020-01-15	1.709	1.7364	3.1217
2020-01-16	1.709	1.732	3.1261
2020-01-17	1.709	1.7334	3.1031
2020-01-20	1.71	1.7412	3.0965
2020-01-21	1.711	1.7232	3.0294
2020-01-22	1.711	1.7276	3.0178
2020-01-23	1.71	1.6954	2.8966
2020-02-03	1.713	1.6162	2.6702
2020-02-04	1.715	1.6408	2.7423
2020-02-05	1.715	1.651	2.7866
2020-02-06	1.716	1.669	2.8625
2020-02-07	1.716	1.6691	2.8859
2020-02-10	1.717	1.6731	2.9221
2020-02-11	1.718	1.6823	2.9479
2020-02-12	1.719	1.6903	2.9601
2020-02-13	1.72	1.6842	2.943
2020-02-14	1.72	1.6912	2.969
2020-02-17	1.721	1.7139	3.0123
2020-02-18	1.722	1.7088	2.999
2020-02-19	1.722	1.7072	3.0333
2020-02-20	1.723	1.7309	3.093
2020-02-21	1.723	1.7319	3.0779
2020-02-24	1.724	1.7277	3.0477
2020-02-25	1.724	1.7253	3.0407
2020-02-26	1.725	1.7125	3.019
2020-02-27	1.726	1.7155	3.0564
2020-02-28	1.726	1.6789	2.9402
2020-03-02	1.727	1.7116	3.0213
2020-03-03	1.727	1.7171	3.0557
2020-03-04	1.729	1.723	3.1025
2020-03-05	1.73	1.7461	3.236
2020-03-06	1.731	1.7288	3.1854
2020-03-09	1.733	1.6934	3.0958
2020-03-10	1.732	1.7148	3.1509
2020-03-11	1.732	1.7011	3.1397
2020-03-12	1.732	1.6817	3.0526
2020-03-13	1.73	1.6678	3.0134
2020-03-16	1.73	1.6257	2.8811
2020-03-17	1.729	1.6212	2.8533
2020-03-18	1.729	1.6026	2.8283
2020-03-19	1.729	1.5908	2.7968
2020-03-20	1.73	1.6068	2.859
2020-03-23	1.731	1.5761	2.7835
2020-03-24	1.732	1.5996	2.8769
2020-03-25	1.732	1.6232	2.9408
2020-03-26	1.733	1.617	2.9427
2020-03-27	1.733	1.62	2.9593
2020-03-30	1.734	1.6109	2.9572
2020-03-31	1.734	1.614	3.0803
2020-04-01	1.735	1.6111	3.0403
2020-04-02	1.736	1.626	3.0656
2020-04-03	1.736	1.6207	3.0876
2020-04-07	1.741	1.642	3.1962
2020-04-08	1.743	1.6375	3.1586
2020-04-09	1.744	1.6406	3.1715
2020-04-10	1.744	1.6348	3.1723
2020-04-13	1.744	1.6308	3.1427
2020-04-14	1.745	1.6489	3.2052
2020-04-15	1.745	1.6418	3.1734
2020-04-16	1.746	1.6431	3.1574
2020-04-17	1.747	1.6524	3.1888
2020-04-20	1.747	1.6558	3.2088
2020-04-21	1.747	1.6445	3.1661
2020-04-22	1.747	1.6523	3.2646
2020-04-23	1.748	1.6498	3.2749
2020-04-24	1.749	1.6416	3.2804
2020-04-27	1.749	1.648	3.3054
2020-04-28	1.75	1.6546	3.3614
2020-04-29	1.75	1.6592	3.291
2020-04-30	1.75	1.6707	3.2758
2020-05-06	1.751	1.6766	3.3077
2020-05-07	1.75	1.6738	3.3469
2020-05-08	1.749	1.6846	3.364
2020-05-11	1.748	1.6836	3.3223
2020-05-12	1.748	1.6837	3.3541
2020-05-13	1.748	1.6857	3.3968
2020-05-14	1.748	1.6748	3.3489
2020-05-15	1.748	1.6718	3.3263
2020-05-18	1.748	1.6743	3.4129
2020-05-19	1.747	1.6826	3.4149
2020-05-20	1.747	1.6773	3.3825
2020-05-21	1.748	1.6717	3.3749
2020-05-22	1.749	1.6494	3.2895
2020-05-25	1.749	1.6507	3.3596
2020-05-26	1.748	1.6617	3.3748
2020-05-27	1.746	1.6549	3.3422
2020-05-28	1.746	1.6579	3.3292
2020-05-29	1.746	1.6612	3.3807
2020-06-01	1.746	1.6874	3.4681
2020-06-02	1.743	1.6911	3.4475
2020-06-03	1.74	1.6913	3.429
2020-06-04	1.739	1.6911	3.4568
2020-06-05	1.736	1.696	3.4527
2020-06-08	1.735	1.701	3.4723
2020-06-09	1.736	1.7074	3.5013
2020-06-10	1.737	1.7062	3.5072
2020-06-11	1.737	1.6961	3.4438
2020-06-12	1.739	1.6976	3.4596
2020-06-15	1.74	1.6845	3.4333
2020-06-16	1.74	1.6995	3.4697
2020-06-17	1.739	1.7005	3.4771
2020-06-18	1.739	1.7079	3.5042
2020-06-19	1.739	1.7222	3.589
2020-06-22	1.739	1.7234	3.5857
2020-06-23	1.737	1.7285	3.6371
2020-06-24	1.737	1.7343	3.6482
2020-06-29	1.738	1.7267	3.6674
2020-06-30	1.738	1.7415	3.7194
2020-07-01	1.739	1.7631	3.8345
2020-07-02	1.74	1.7857	3.897
2020-07-03	1.74	1.8075	3.8937
2020-07-06	1.74	1.8711	4.0245
2020-07-07	1.738	1.8771	4.114
2020-07-08	1.736	1.8966	4.1456
2020-07-09	1.733	1.914	4.2204
2020-07-10	1.732	1.8927	4.2315
2020-07-13	1.731	1.9176	4.4081
2020-07-14	1.73	1.9069	4.411
2020-07-15	1.73	1.893	4.4606
2020-07-16	1.732	1.8375	4.127
2020-07-17	1.733	1.8462	4.2122
2020-07-20	1.734	1.8797	4.2106
2020-07-21	1.737	1.8822	4.2778
2020-07-22	1.738	1.8882	4.3349
2020-07-23	1.739	1.8884	4.341
2020-07-24	1.74	1.8372	4.1718
2020-07-27	1.741	1.8428	4.2195
2020-07-28	1.742	1.8526	4.3518
2020-07-29	1.741	1.8801	4.3977
2020-07-30	1.741	1.8745	4.4245
2020-07-31	1.741	1.8841	4.439
2020-08-03	1.741	1.9028	4.4913
2020-08-04	1.741	1.9039	4.4742
2020-08-05	1.741	1.9033	4.5279
2020-08-06	1.742	1.8998	4.4341
2020-08-07	1.742	1.8865	4.3896
2020-08-10	1.743	1.8906	4.3931
2020-08-11	1.743	1.8801	4.4061
2020-08-12	1.743	1.8719	4.3403
2020-08-13	1.744	1.8689	4.3634
2020-08-14	1.745	1.8865	4.4344
2020-08-17	1.746	1.9137	4.4951
2020-08-18	1.746	1.913	4.5484
2020-08-19	1.746	1.8949	4.5376
2020-08-20	1.747	1.8792	4.4535
2020-08-21	1.747	1.8892	4.5224
2020-08-24	1.747	1.8995	4.603
2020-08-25	1.746	1.9011	4.6613
2020-08-26	1.746	1.8873	4.6432
2020-08-27	1.746	1.8934	4.712
2020-08-28	1.745	1.921	4.8609
2020-08-31	1.746	1.9141	4.875
2020-09-01	1.746	1.9208	4.8708
2020-09-02	1.745	1.9211	4.8892
2020-09-03	1.745	1.9144	4.8582
2020-09-04	1.745	1.9029	4.7465
2020-09-07	1.745	1.878	4.5902
2020-09-08	1.744	1.884	4.5317
2020-09-09	1.745	1.8572	4.3994
2020-09-10	1.745	1.8567	4.4318
2020-09-11	1.745	1.8678	4.4936
2020-09-14	1.745	1.8737	4.5064
