,中欧医疗健康混合A,兴全合润,华夏上证50ETF,华安创业板50ETF,华安德国30(DAX)ETF,华泰柏瑞沪深300ETF,南方中证500ETF,博时标普500ETF,嘉实港股通新经济指数A,嘉实稳祥纯债债券A,嘉实超短债债券C,国泰纳斯达克100ETF,天弘中证食品饮料指数A,天弘越南市场股票(QDII)A,富国中证消费50ETF,富国天惠成长混合LOF,工银印度基金人民币,广发稳健增长混合A,招商中证白酒A,招商产业债券A,招商产业债券C,招商双债增强债券(LOF)C,易方达上证50增强A,易方达上证科创板50成份ETF,易方达中小盘混合,易方达中概互联50ETF,易方达中证科创创业50ETF,易方达中证科技50ETF,易方达亚洲精选,易方达创业板ETF,易方达安心回馈混合,易方达恒生国企ETF,易方达恒生科技,易方达日经225ETF,易方达标普信息科技人民币,易方达标普消费品指数A,易方达沪深300医药ETF,易方达沪深300指数增强A,易方达消费精选股票,易方达消费行业股票,易方达深证100ETF,易方达瑞恒灵活配置混合,易方达稳健收益债券B,易方达纯债债券A,易方达纯债债券C,易方达蓝筹精选,易方达裕丰回报债券,易方达高等级信用债债券A,易方达高等级信用债债券C,景顺长城新兴成长混合,景顺长城绩优成长混合,汇添富中证主要消费ETF,汇添富中证新能源汽车A,汇添富全球医疗混合人民币,鹏扬利泽债券C
易方达中小盘混合,0.7408102122234699,0.8017853931539385,0.6852453841499762,0.6541875406779767,0.16634060382630578,0.7440799809810551,0.5431970020121222,0.16616711583523638,0.5877696556172712,-0.11825458525436258,0.0027511269453679727,0.1614334513850065,0.9101072458889753,0.2057510596730318,0.9004536319781445,0.7282432109881413,0.191610255775775,0.6059103662385681,0.8550629192928678,0.05192594954655237,-0.01044574869717166,0.03141895367579316,0.8343016755391036,0.4541616155589594,1.0000000000000002,0.4525913569335902,0.5484238872103725,0.7142515641272741,0.5366019170895417,0.58126660148717,0.6279141672864816,0.4948109642589285,0.4454705332106717,0.23477312921083213,0.15793413995450015,0.3230384273603728,0.8114111846472489,0.6859859115647793,0.8151987321935087,0.9182330169631369,0.8057273445890338,0.8935015928129997,0.572977033769263,-0.0563106493935759,-0.03642240798068139,0.8682283969515708,0.7422948377094594,-0.03145158389001031,-0.019680782083751094,0.8816992930876388,0.8389095856683023,0.9137380552652757,0.47407327169741603,0.5458429960041064,-0.04765256556087856
易方达中概互联50ETF,0.3890051387234844,0.4732101395965491,0.4489370502227396,0.39821794837488816,0.36105445828321686,0.47441558467762096,0.377352186998376,0.44722114408849384,0.780882016853007,-0.10471320598098872,-0.02582142610312458,0.5183848973286636,0.426721173711675,0.23002400077289753,0.47054224272983497,0.46976162410941097,0.39483550208925927,0.44097837106961224,0.38246456463223644,-0.047662468574086375,-0.030986952854762887,-0.006721035567020956,0.47741083548802443,0.3983929535328234,0.45259135693359015,1.0000000000000002,0.4809425795362441,0.42570474126758656,0.8936755966264821,0.4111179907915211,0.40886138841988184,0.63012802752987,0.8833537915397078,0.29750388252652143,0.49123347873845424,0.5896869402163822,0.4105563449020795,0.7170874386242629,0.6830436693632069,0.4394104399308151,0.47807741528247166,0.4524238952828928,0.3416665350204705,-0.0827399949799634,-0.07834803853892465,0.6649551416730088,0.4163231282604729,-0.0670972128612226,-0.03819079988216156,0.44382089925957297,0.6440163454629912,0.43410874004241257,0.3440538464195674,0.5099243147131446,-0.05443059446750154
易方达中证科创创业50ETF,0.7591323176900859,0.7462535241780704,0.6452297649177448,0.9660074936719232,0.2418367237970101,0.7493506254440976,0.6150016578871889,0.032364366864593375,0.6431746316638105,0.055872664861228966,0.11955479220057873,0.0256937641796549,0.4617311436114758,0.18751449226062414,0.472083711976275,0.8369251005973689,0.23650651522402755,0.6680014590672542,0.4272267649067732,0.030143193079225458,0.4188375706511351,0.10984875170203875,0.5719045262508805,0.7764771169385377,0.5484238872103725,0.4809425795362441,1.0,0.9428215340355648,0.4414786878918151,0.9689847631759164,0.5902513211305996,0.5164909560884504,0.6111417526721298,0.013110898211771013,0.038827633612298115,0.27076316107353554,0.7170692081334997,0.63680956219715,0.6093300885819148,0.5467077783350284,0.8674786153371655,0.666687200528992,0.6084224602006958,-0.10588282458499125,0.21425425033295087,0.513043435096553,0.898726640870693,0.29170846607384565,0.16423941108832227,0.6156651153697057,0.6452538500386096,0.4296670383537491,0.7136957060423337,0.4314349084228229,-0.054312915894297334
易方达中证科技50ETF,0.7407105087430769,0.8598682370806682,0.7067432823905233,0.9344885348613076,0.02821436430794911,0.8302752437985049,0.7711565660370465,0.0840319329626366,0.6215854825405724,-0.06308408406513866,0.10406971472360986,0.10966634358342517,0.6532551479006734,0.1963811737123831,0.7049128218995663,0.8785746839990611,0.08483886736718685,0.7941366784559672,0.5675352604617376,-0.07258444826321066,0.019745556222778862,0.16752740378434297,0.7449828615158863,0.7160931510419805,0.7142515641272742,0.42570474126758656,0.9428215340355648,1.0,0.4581516175751461,0.9401327842648474,0.7763433812181,0.44163748402083247,0.5706237770757507,0.1338384268591145,0.10926532222304619,0.19983640610293021,0.7873881004248199,0.6499819307194458,0.667216758497572,0.6700450376194282,0.9191292667693914,0.7161551422735316,0.6096421807619467,-0.07442034610062728,-0.031173757753285267,0.6842481730455336,0.8478825092874877,-0.035102631306573824,-0.027693880532423245,0.7483334961740656,0.740331662732373,0.691321089181346,0.7443405581729415,0.5487192531674712,0.0533509085834909
易方达亚洲精选,0.4325836011217559,0.5688741424428888,0.5274426241785772,0.45733386936322595,0.3377492965598838,0.5834402832322128,0.5137895699608823,0.36265529306903055,0.8052113902276532,-0.09684186303735011,0.010719525532238504,0.39168518545174774,0.5016884119401864,0.2563569044541144,0.5337820380529653,0.5815898645097658,0.4131265402485849,0.49203341227617736,0.4851919074838504,0.05180447444343534,-0.02394631788095737,0.033870223426895524,0.5597162664921301,0.3727910744066449,0.5366019170895417,0.8936755966264821,0.4414786878918151,0.4581516175751461,1.0,0.47647799744609676,0.4322297577051421,0.7138837037299145,0.7861112952642887,0.3551862963735474,0.44506215373390967,0.5510605796474661,0.5113993657227592,0.7151016232322167,0.7045244630216075,0.507850532257557,0.5905030316095987,0.5296694035340427,0.4387229562197546,-0.06598355407985719,-0.05296363177348606,0.7311848903137369,0.5171253073194075,-0.034121060075329605,-0.0203666904397988,0.5299739692435016,0.6848703348626684,0.5202002648581595,0.3651741730741913,0.5390166319383916,-0.06880933039114294
易方达创业板ETF,0.7392390112340734,0.7816866641565737,0.5367457180830465,0.9851500655476371,0.13446225090910002,0.735270328914859,0.8758032707373513,0.13393973934968006,0.6471183118539854,-0.10408226672735436,0.016168367107904178,0.11968979139803447,0.5883822984890729,0.2448499972612519,0.7089545670822359,0.8923087876127114,0.18985671532625026,0.8073723950003476,0.5234792338251004,0.06668428085506117,-0.04487320659043168,0.03973018398527471,0.5545259547449494,0.7536486133169278,0.58126660148717,0.41111799079152106,0.9689847631759164,0.9401327842648473,0.4764779974460968,1.0,0.5442329427533553,0.40852782836878393,0.6074453713610751,0.20182175188467855,0.15842900837183865,0.23146480587166693,0.6941901644849494,0.6800481297198446,0.6921726113989203,0.559841953832415,0.8411158135592208,0.7035720190220507,0.5755574258056336,-0.03322801832907638,-0.013250738545614668,0.6898358575380655,0.7293197953644118,0.007634958583454737,0.006350273425993972,0.7018946726425938,0.7572052560050614,0.596065976596294,0.7903393205197967,0.5943696460836899,-0.026057678208655878
易方达安心回馈混合,0.508504546042471,0.7688125714163807,0.5725865826407853,0.7407463512685051,0.17875733908694408,0.6406637629279371,0.5044179801755231,0.18629650308903747,0.6050994696384014,-0.07277190319516674,0.0007377821729175561,0.15897121574078146,0.5682009039765861,0.2619945106830012,0.6043242210938873,0.6186621937309342,0.2432559528702337,0.4548681867317048,0.5005660019425263,0.050641627473680145,0.00915718234227998,0.07474997991502451,0.6363556619294907,0.6385298919230007,0.6279141672864816,0.40886138841988184,0.5902513211305997,0.7763433812180999,0.43222975770514205,0.5442329427533554,1.0000000000000002,0.4874747430733925,0.5212465148170788,0.2951677490955447,0.17342513400809081,0.30846026985447084,0.5464056724908661,0.5326790468251708,0.554933304689879,0.588700412322689,0.7157082095937217,0.6363062387301233,0.675515174523995,-0.026213783531911686,0.0032651306027175263,0.5843615403801233,0.7489133460751966,0.014009103880713839,0.02379221750082285,0.5808365344486793,0.5804411643673244,0.6036663427979091,0.6448199212991275,0.4420515051206452,0.014594469056057187
易方达恒生国企ETF,0.3444756035725369,0.5375687232150873,0.6702363248703233,0.4368326377639516,0.3586360540774268,0.6572578355547045,0.4931179342816422,0.25410203174717505,0.8178736747027812,-0.10344462145005133,0.038923897397281707,0.2145925252422302,0.44933053548425156,0.3094041692021184,0.5241355254546735,0.534572438797811,0.38774119142588104,0.4447700466313132,0.46862587137793627,0.15848691139118284,-0.03927965504065316,0.09074319565301328,0.638471352631828,0.3334709368362059,0.4948109642589285,0.6301280275298701,0.5164909560884504,0.4416374840208324,0.7138837037299144,0.40852782836878393,0.4874747430733925,1.0000000000000002,0.9508680871057325,0.4712917307991058,0.24062640282122943,0.4913622867166093,0.42718395190817315,0.7636978837482007,0.6606370844986182,0.4608826356726895,0.5922098125031415,0.5204264693215525,0.5346281352714958,-0.03299778485838488,-0.003214519046535762,0.65564417180872,0.5102603931294101,0.011817465350339765,0.0074859032954381665,0.45766980024155246,0.5974369542595382,0.4649813839230887,0.3820449712142411,0.4218403960500801,-0.05526674263521719
易方达恒生科技,0.5185150611601459,0.6543484998534836,0.5623004378611954,0.6002502931643758,0.19926770940098143,0.6614463255219225,0.5925934810574149,0.03692092973145966,0.9531267392144867,-0.042247344862313144,-0.08707583701695239,0.08794161229283998,0.4262873682959481,0.1521957283772783,0.5051862144054067,0.6482015630916063,0.13324939411881717,0.6258836770385491,0.32648307770574403,-0.11609460704561142,0.05660059981596839,-0.18952712267540103,0.5841789571020851,0.36608289983751424,0.4454705332106717,0.8833537915397078,0.6111417526721298,0.5706237770757507,0.7861112952642886,0.6074453713610751,0.521246514817079,0.9508680871057326,0.9999999999999998,0.020921357795392437,0.08360608120911682,0.3706225248755901,0.53748499574533,0.7611490233766615,0.7486555203274248,0.465205747066304,0.6997412832253752,0.5382283387177861,0.5540656761625531,-0.20643781380548906,-0.02111554857070536,0.7056997633167343,0.5888478364491193,-0.030582560910539094,0.17248181486961267,0.4830528434423973,0.7422431778634363,0.44951204758652297,0.47514944152240235,0.4305231101598085,-0.16476214524143326
易方达日经225ETF,0.10107458424509834,0.27087383702891576,0.3488128135298184,0.18333934868542928,0.4140547588011368,0.3376463973220577,0.29200321400927537,0.307381377529138,0.3645853930788256,-0.07270966068118981,0.031693739885378165,0.20857914564741797,0.1769574921266259,0.20244392526396432,0.21435580521656336,0.2805153003596397,0.30304320658133,0.28349619703320617,0.19134139581317397,-0.0002990235928335851,0.07018661737919432,0.053577638297860164,0.2972147821611583,0.03976022171409235,0.23477312921083215,0.29750388252652143,0.013110898211771013,0.1338384268591145,0.35518629637354737,0.20182175188467855,0.2951677490955447,0.47129173079910586,0.020921357795392437,1.0000000000000002,0.22367790105084545,0.47381307396804007,0.13632966367504099,0.199778108514245,0.2295204887780392,0.22274530519808472,0.2717124766105926,0.2499770021340399,0.3081029926724468,-0.06603126439733006,-0.03303194509870298,0.27099311342718346,0.24022748742567754,-0.025492705921989014,-0.033108822074521656,0.18394407645259378,0.23582891070340326,0.21156862342706653,0.18571517300929297,0.11884534796419577,0.011246822418421771
易方达标普信息科技人民币,0.10446781577754309,0.17211611772366256,0.18795689024247275,0.14690526875968704,0.4842044895969255,0.1931570789783312,0.159311830451868,0.9233489165712898,0.23805232672738164,-0.048643844646995,-0.007883992955948875,0.9771549898713655,0.15466936545612273,0.16219303881090363,0.15847452330249348,0.18214158592962268,0.5655883384719393,0.1646302145091524,0.1318076071405052,0.0010604396281627606,-0.02752813619127684,0.019996260386475662,0.1860284941726414,0.10921819480677249,0.15793413995450015,0.4912334787384543,0.038827633612298115,0.10926532222304619,0.44506215373390967,0.15842900837183865,0.17342513400809081,0.24062640282122943,0.08360608120911682,0.22367790105084542,1.0000000000000002,0.6640103987119582,0.1268502220623719,0.0978283945512687,0.14967494915804727,0.14429388252464836,0.18283562872024506,0.14221776000447764,0.15029214256241205,-0.019368684368493778,-0.03519334574658572,0.1752762345353392,0.16650362057097756,-0.04044398345978576,-0.0016969605115533803,0.15112355289434176,0.16679982891781972,0.16797299882018593,0.14248170153961406,0.36600288156740646,-0.007470253683498081
易方达标普消费品指数A,0.23893530509262556,0.3067436559999499,0.29914993121333955,0.2745384610150782,0.7797302650764979,0.3029631048074034,0.23041554154554433,0.730588992301683,0.4901254904060459,-0.09439808589061827,0.005192841469130775,0.6384440232598818,0.2934538141283901,0.27837194376340796,0.31419647173999377,0.2916872242369493,0.6124604490843015,0.20846950808149572,0.284710938474208,0.0002569323840752633,-0.03972237094240785,0.007179782611360166,0.33267107959193,0.10781261620371833,0.3230384273603728,0.5896869402163821,0.27076316107353554,0.1998364061029302,0.551060579647466,0.2314648058716669,0.30846026985447084,0.4913622867166093,0.3706225248755901,0.4738130739680402,0.6640103987119583,1.0,0.2703176910305102,0.36134928282190293,0.39308251438947,0.2917409743099296,0.3036576425611392,0.31423782000496203,0.24735330925966018,-0.035148284583046016,-0.018757081126553284,0.39389286688213915,0.2798084262786704,-0.03436474004102448,-0.016022154944988678,0.28670962816700635,0.3548557249882596,0.2971801081397061,0.2434075530286489,0.38177026491609645,-0.05356292725277762
易方达沪深300医药ETF,0.923652036358151,0.7782134643005578,0.6095442669796047,0.7314933932253671,0.13831791058624412,0.706930441394158,0.5957808133892311,0.13580295956625157,0.5835829099181249,-0.10578310036758772,-0.0058578324864608546,0.13352092712433636,0.7431271217856604,0.17626927217983265,0.7509955980046118,0.7675391150782491,0.15707670180914027,0.6739695437663156,0.6668413719908911,0.036733197616791634,-0.023093431944631107,0.023278240191452068,0.733685282964322,0.4920535782211723,0.8114111846472489,0.4105563449020795,0.7170692081334997,0.7873881004248198,0.5113993657227592,0.6941901644849495,0.5464056724908661,0.4271839519081731,0.5374849957453299,0.13632966367504099,0.12685022206237187,0.2703176910305102,1.0,0.6861045552074516,0.7222885641791951,0.7432130280792082,0.790310709651885,0.7423404289460259,0.523027198486632,-0.05681170233035327,-0.03702808152661605,0.7502018503128788,0.7217867629907663,-0.018326932800616206,-0.004841810896465972,0.8227789785772502,0.8101419157514571,0.7613724772134137,0.48911304113309906,0.6662703699739306,-0.045528737088884934
易方达沪深300指数增强A,0.6823881407419776,0.7373180215956158,0.861073279883498,0.6713647198169183,0.03106416249763877,0.8185992744261833,0.5824715768839274,0.0730905464025043,0.7646414765092655,0.09854120896643766,0.11151681792259392,0.1212075141242741,0.7153866478159812,0.1900176368657827,0.7478143159312509,0.7830318026409387,0.1285008926232498,0.7150188829991793,0.664885297940215,-0.017710668976496185,0.11021580537363586,0.0332589650460737,0.8572992775204545,0.4953870951627583,0.6859859115647792,0.7170874386242628,0.63680956219715,0.6499819307194458,0.7151016232322167,0.6800481297198446,0.5326790468251709,0.7636978837482008,0.7611490233766613,0.19977810851424502,0.09782839455126868,0.36134928282190293,0.6861045552074515,1.0,0.8229584097900259,0.7319052777009651,0.7575748602423096,0.7884176706381482,0.6599915391970855,-0.02434009005945372,0.042121150946271314,0.8687700923201017,0.658317995918634,0.1366171603919125,0.09274462099644612,0.7601569748892414,0.8421178151020683,0.6894044021462193,0.45746742330721585,0.4874081071302023,0.05694248684519804
易方达消费精选股票,0.7060260713097002,0.7375012740043356,0.6973633587225796,0.6843996994254485,0.12618565586311362,0.7476684185854917,0.5476964135861154,0.15629999225275604,0.7797430824957282,-0.04292547448935718,0.022437479419214132,0.16976271480417512,0.8446736579637578,0.2012021735157263,0.85283165786983,0.7781857994461961,0.2094329915313899,0.7414060987271509,0.8021849757064057,-0.10303101035401978,-0.030241888498024345,0.035270183116828425,0.7920727269478434,0.5059029484324704,0.8151987321935087,0.6830436693632069,0.609330088581915,0.667216758497572,0.7045244630216074,0.6921726113989204,0.5549333046898789,0.6606370844986182,0.7486555203274249,0.22952048877803924,0.14967494915804727,0.39308251438947006,0.7222885641791952,0.8229584097900259,1.0,0.8814633269605976,0.7887202007997871,0.8700591127246824,0.4964552738363222,-0.07436119069625252,-0.0283836310383313,0.9282484883947781,0.7189820869272807,-0.02359174210002267,-0.05723362689239092,0.8518634772235282,0.9227183973391478,0.8340187875668985,0.49461408172211485,0.5892045729142068,-0.020581136675149544
易方达消费行业股票,0.6824884971046796,0.7678736849902217,0.6534602784404707,0.6185565517836559,0.1417889357346037,0.7104980931351083,0.5005530035366188,0.14770934837270694,0.5715549611723413,-0.11152352288273248,-0.005738910898983323,0.1568488210818319,0.9464055394893792,0.22693215281511858,0.954359276611789,0.7007833891077208,0.16007301743876565,0.5682211147848234,0.887800831497129,0.031545510426898134,-0.01398451063917392,0.019986046182540476,0.8164772117256954,0.431022483161012,0.9182330169631369,0.43941043993081513,0.5467077783350283,0.6700450376194282,0.507850532257557,0.559841953832415,0.588700412322689,0.46088263567268944,0.465205747066304,0.2227453051980847,0.14429388252464836,0.2917409743099297,0.7432130280792082,0.7319052777009651,0.8814633269605976,1.0000000000000002,0.7893380110110635,0.9516336723929804,0.5211361927917569,-0.0580497373853625,-0.03176618070010793,0.870651331497537,0.7244553095632553,-0.034756168187791155,-0.023175756283371568,0.9196842682262385,0.8657092757457218,0.9403833840355419,0.48678893172901144,0.5144929082881524,-0.0555177260523752
易方达深证100ETF,0.7109900157078651,0.8951503829986776,0.8014428462340113,0.8718335575099192,0.16704792248444544,0.9369520355282878,0.8409397109803664,0.17054356601019652,0.6788730190619195,-0.12140954419731399,0.022833218876564698,0.16349028213558933,0.7741182878312107,0.2586310959192886,0.8622737118202084,0.9173394674875213,0.21893929404998794,0.7956098071612887,0.7285958384802238,0.1301669018593186,-0.020375390356337095,0.06654591890454037,0.8374978469887342,0.6541099821719293,0.8057273445890338,0.4780774152824717,0.8674786153371655,0.9191292667693914,0.5905030316095987,0.8411158135592208,0.7157082095937217,0.5922098125031414,0.6997412832253752,0.2717124766105926,0.18283562872024506,0.3036576425611392,0.790310709651885,0.7575748602423096,0.788720200799787,0.7893380110110636,1.0000000000000002,0.8467646062860296,0.7324666968684849,-0.052352186737486546,-0.02710048734215091,0.7914197231350536,0.8477209123160196,-0.008086493538633064,-0.0015718842974932468,0.8368831739449271,0.8286344247586215,0.8086678404640432,0.724538730201162,0.5748844877111353,-0.04569047322399209
易方达瑞恒灵活配置混合,0.7018960853901759,0.8121384047749398,0.7656391004864788,0.6995533352647293,0.17803550121073733,0.809568440940297,0.5761914796351677,0.14486820472881085,0.603693023671717,-0.1539368871895501,-0.07247663043650365,0.14733795319577786,0.9061896534400273,0.21157148161604275,0.9138688036402103,0.8311921051896567,0.16779416361747926,0.7640875425723587,0.862562647678928,-0.0825033650810208,-0.022128080051729067,0.016613705336550277,0.8709346597419761,0.46321638865472026,0.8935015928129998,0.4524238952828928,0.666687200528992,0.7161551422735315,0.5296694035340427,0.7035720190220507,0.6363062387301233,0.5204264693215523,0.5382283387177861,0.24997700213403992,0.14221776000447767,0.31423782000496203,0.7423404289460259,0.7884176706381482,0.8700591127246824,0.9516336723929804,0.8467646062860296,1.0,0.5914732783778945,-0.12235098611824856,-0.08487538091262169,0.8740589721873552,0.7913540690768279,-0.10036454117984897,-0.10224839244991339,0.9138522171687765,0.8559128893659373,0.902725368308191,0.5376525079414954,0.5197230515821579,-0.07391949087900815
易方达稳健收益债券B,0.40677381335044943,0.6770643894998812,0.7223780645010869,0.5906411297934172,0.14466170920695937,0.7831179817993559,0.6832311027599778,0.13152289635360656,0.46950216258834226,0.052240470848357014,0.17461878232182584,0.11854801136522866,0.5488561698950927,0.21211684088865093,0.6030909853157985,0.6737544001720782,0.20769300872643223,0.6235675945155522,0.5688500300727677,0.41784542444685707,0.006361077834259351,0.2134845491377677,0.6841635414426614,0.3909139157591712,0.572977033769263,0.3416665350204705,0.6084224602006959,0.6096421807619467,0.4387229562197546,0.5755574258056336,0.6755151745239949,0.5346281352714959,0.5540656761625531,0.3081029926724468,0.15029214256241202,0.24735330925966018,0.523027198486632,0.6599915391970855,0.49645527383632226,0.5211361927917569,0.732466696868485,0.5914732783778945,1.0,0.1988063921877399,0.21155009104962352,0.5050340522447789,0.7066108676334251,0.22883054761315724,0.20914821758493102,0.5448106104678805,0.5072749525251703,0.5493431230700067,0.4650533584477429,0.3494486143356882,0.18254262785015354
易方达纯债债券A,-0.05768766913278384,-0.04569603459348536,-0.027764181244740185,-0.06764102398071885,-0.035472765354109426,-0.04011703860198616,-0.03577801523580246,-0.008083480701348716,-0.12521213715698828,0.5679112120795317,0.40575990532855366,0.0060860035857733304,-0.06526961709373229,-0.10894624085768645,-0.12940664980752098,-0.04382786084146308,-0.09439853763884379,-0.011025402780130936,-0.09139091954253396,0.4672024286904085,0.10381359217267179,0.2195088022583153,-0.04600300856125689,0.05556891415118131,-0.056310649393575905,-0.0827399949799634,-0.10588282458499125,-0.07442034610062728,-0.06598355407985719,-0.03322801832907638,-0.02621378353191169,-0.03299778485838488,-0.20643781380548906,-0.06603126439733006,-0.019368684368493778,-0.035148284583046016,-0.056811702330353264,-0.02434009005945372,-0.07436119069625252,-0.05804973738536251,-0.052352186737486546,-0.12235098611824856,0.1988063921877399,1.0,0.8588660823165488,-0.1133407028033354,0.114943967130443,0.6317197186688562,0.5660444843778506,-0.04659393630323132,-0.11020562450889744,-0.05959622268686322,-0.08903682197195883,-0.08021416636550227,0.6042791649453325
易方达纯债债券C,-0.020303896099157056,-0.02119781903867205,-0.009711772657627063,-0.035386212255944696,-0.011422704386635922,-0.021163530668285066,-0.024576937553820573,-0.017852291747014103,-0.05268178089630922,0.5327969342582777,0.3787211046025118,-0.009165699475813357,-0.034158424868748684,-0.02927217616565622,-0.0763137739800814,-0.02211949265600374,-0.08036647436338365,0.0065743000388824805,-0.0714442637718465,0.46590801468780096,0.1033268171728572,0.2078606295424385,-0.02385680467066953,0.031980964707536266,-0.036422407980681394,-0.07834803853892465,0.2142542503329509,-0.031173757753285267,-0.05296363177348606,-0.01325073854561467,0.0032651306027175267,-0.003214519046535762,-0.02111554857070536,-0.03303194509870298,-0.03519334574658571,-0.018757081126553284,-0.037028081526616054,0.04212115094627132,-0.028383631038331296,-0.03176618070010793,-0.02710048734215091,-0.08487538091262169,0.21155009104962352,0.8588660823165487,0.9999999999999999,-0.06286469324183303,0.1329594855061651,0.6192476914368216,0.5727731480596109,-0.019315516270405026,-0.04962384836899347,-0.03537056603078553,-0.0454366504295164,-0.02687858400934454,0.6052896858043889
易方达蓝筹精选,0.7188240483686555,0.7673129843696548,0.7187811150892071,0.6841847031255044,0.213998382698335,0.7497967618449399,0.5486102038109621,0.1858906295695041,0.7863210425655355,-0.1161680077322848,-0.021513467302269777,0.18302634100222484,0.8604595618708812,0.22131844046944132,0.8672088842418727,0.7876137963655574,0.22138785371341427,0.7417369163274025,0.7941865289773247,-0.07556236802583748,-0.0050287659787438,0.03354122475954675,0.8244526456924027,0.46861089695714014,0.868228396951571,0.6649551416730088,0.513043435096553,0.6842481730455336,0.731184890313737,0.6898358575380655,0.5843615403801232,0.65564417180872,0.7056997633167343,0.27099311342718346,0.17527623453533922,0.3938928668821391,0.7502018503128788,0.8687700923201018,0.928248488394778,0.870651331497537,0.7914197231350536,0.8740589721873552,0.5050340522447789,-0.1133407028033354,-0.06286469324183303,1.0000000000000002,0.715813061466465,-0.06095506627481287,-0.0753244983478306,0.8697192875925834,0.9304136693601854,0.8505387485838024,0.49709200847418844,0.5742911585681871,-0.02328571488595024
易方达裕丰回报债券,0.6740053415775279,0.833966057169263,0.6721399193069085,0.7517594712203473,0.1520287869443431,0.7861127247726779,0.713977460244185,0.16501341631118183,0.6209637204795275,0.00589079786626309,0.09094758260918741,0.15594148282601913,0.7138831987042389,0.2566043841795132,0.7477722624082218,0.8127094616992598,0.2032665500708856,0.7170638338289441,0.6623819623515451,0.21964147488323063,-0.002318577528702542,0.12703985837672913,0.7374382143939728,0.6121700014718702,0.7422948377094594,0.4163231282604729,0.8987266408706929,0.8478825092874877,0.5171253073194074,0.7293197953644118,0.7489133460751967,0.5102603931294101,0.5888478364491193,0.24022748742567757,0.16650362057097756,0.2798084262786704,0.7217867629907663,0.658317995918634,0.7189820869272807,0.7244553095632553,0.8477209123160195,0.7913540690768279,0.7066108676334251,0.114943967130443,0.1329594855061651,0.715813061466465,1.0000000000000002,0.15290220597967735,0.15058373475735232,0.7777987693661905,0.7468607160078999,0.7369287022800746,0.6675759478027726,0.5216688721645438,0.0892028650327498
易方达高等级信用债债券A,-0.030516463101948547,0.0016046481904779565,-0.0015747455708168296,-0.016494058003313803,-0.030615364894306992,-0.00031628621471380944,0.008264871932860867,-0.019243785819790398,-0.06298770112664816,0.5345368912071546,0.3872062836341506,-0.018909725514505777,-0.03195771509892261,0.014314122179525327,-0.08624771363965915,-0.00035176807751797443,-0.07774580052681179,0.028204149440937912,-0.05693997466841394,0.5581425117135084,0.10406129841546116,0.2564976027626126,-0.018083239041530072,0.04669931452994437,-0.03145158389001031,-0.0670972128612226,0.29170846607384565,-0.035102631306573824,-0.0341210600753296,0.007634958583454738,0.014009103880713839,0.011817465350339765,-0.030582560910539094,-0.025492705921989014,-0.040443983459785754,-0.03436474004102448,-0.018326932800616202,0.1366171603919125,-0.02359174210002267,-0.03475616818779115,-0.008086493538633062,-0.10036454117984897,0.22883054761315721,0.6317197186688562,0.6192476914368216,-0.06095506627481287,0.15290220597967732,1.0000000000000002,0.7727928885794364,-0.011467372899837477,-0.04653816676285196,-0.02574223939978283,-0.0318152924293006,-0.04787505280860977,0.6287450589961232
易方达高等级信用债债券C,-0.009503307991329212,0.01070265890258476,-0.0077122014748462996,-0.013060654651419607,-0.009447320749913503,-0.0034192745153685997,0.00612392485645315,-0.0027407634966664838,-0.051441219012227805,0.45801862088674034,0.35540365496922743,0.00556075753097714,-0.018450245294641673,-0.0010469546001562807,-0.11053611474052269,0.00011941113306722412,-0.039804366620111366,0.02725228964181165,-0.036773114953591354,0.4938600468584994,0.06476673001122969,0.2147948412471633,-0.013600391155162888,0.006078414441676022,-0.019680782083751094,-0.03819079988216156,0.1642394110883223,-0.02769388053242324,-0.0203666904397988,0.006350273425993973,0.023792217500822853,0.0074859032954381665,0.17248181486961267,-0.033108822074521656,-0.0016969605115533803,-0.016022154944988674,-0.004841810896465971,0.09274462099644613,-0.05723362689239092,-0.02317575628337157,-0.0015718842974932468,-0.10224839244991339,0.20914821758493102,0.5660444843778506,0.5727731480596109,-0.07532449834783059,0.15058373475735232,0.7727928885794365,1.0,-0.0014639083464165858,-0.06959514073935225,-0.009051596237924824,-0.024900548402457895,-0.0011989387969940618,0.5193913434885444
景顺长城新兴成长混合,0.79285816133838,0.8204388501095204,0.6492457919620297,0.6899172709181144,0.13440189988420545,0.740215724619458,0.6058251947007472,0.15271996136202437,0.5901892933252934,-0.09951034106673375,0.007695493424877154,0.15991184716247492,0.9157133115332096,0.20262243665906482,0.9492628309692538,0.7922565810279533,0.15219668712929965,0.6815007458510508,0.8190849448488597,0.061453736877582245,-0.017182527917039135,0.03907000295289052,0.8051833214801954,0.46526767793441665,0.8816992930876388,0.44382089925957297,0.6156651153697057,0.7483334961740657,0.5299739692435016,0.7018946726425938,0.5808365344486792,0.45766980024155246,0.4830528434423973,0.18394407645259378,0.15112355289434176,0.28670962816700635,0.8227789785772504,0.7601569748892414,0.8518634772235282,0.9196842682262383,0.8368831739449272,0.9138522171687766,0.5448106104678804,-0.04659393630323132,-0.019315516270405026,0.8697192875925833,0.7777987693661905,-0.011467372899837477,-0.001463908346416586,1.0000000000000002,0.9281055389131705,0.9160640296511777,0.506444605946906,0.5527825151848932,-0.04028997710567955
