,中欧医疗健康混合A,汇添富中证主要消费ETF,国泰纳斯达克100ETF,组合1,组合2
2017-02-21,0.956,1.1206392237996718,1.1346604215456675,1.1276498226726697,1.070433215115113
2017-02-22,0.96,1.1335521152885781,1.135831381733021,1.1346917485107997,1.0764611656738663
2017-02-23,0.979,1.1233502175929229,1.129976580796253,1.1266633991945878,1.0774422661297252
2017-02-24,0.974,1.1226367981736465,1.1311475409836065,1.1268921695786265,1.0759281130524176
2017-02-27,0.969,1.1067275451237781,1.1346604215456675,1.1206939833347227,1.0701293222231485
2017-02-28,0.972,1.1057287579367912,1.129976580796253,1.117852669366522,1.0692351129110147
2017-03-01,0.97,1.1102946422201614,1.1428571428571428,1.1265758925386522,1.0743839283591012
2017-03-02,0.969,1.1070842548334165,1.1375878220140516,1.1223360384237342,1.0712240256158228
2017-03-03,0.968,1.106798887065706,1.1411007025761124,1.1239497948209092,1.071966529880606
2017-03-06,0.973,1.1127202682457018,1.1364168618266979,1.1245685650361998,1.0740457100241332
2017-03-07,0.974,1.1284154954697867,1.1370023419203747,1.1327089186950807,1.0798059457967204
2017-03-08,0.973,1.1242063208960549,1.1399297423887589,1.1320680316424068,1.0790453544282712
2017-03-09,0.966,1.1179282300064208,1.1422716627634661,1.1300999463849435,1.0753999642566288
2017-03-10,0.972,1.1194264107869016,1.1469555035128807,1.1331909571498913,1.0794606380999272
2017-03-13,0.982,1.1316972247984591,1.1463700234192038,1.1390336241088315,1.0866890827392208
2017-03-14,0.98,1.1259898694442463,1.145784543325527,1.1358872063848866,1.083924804256591
2017-03-15,0.987,1.1289862310052081,1.1528103044496487,1.1408982677274284,1.089598845151619
2017-03-16,0.989,1.1278447599343655,1.1481264637002342,1.1379856118173,1.0883237412115332
2017-03-17,0.982,1.1250624241991867,1.1475409836065573,1.136301703902872,1.0848678026019145
2017-03-20,0.986,1.1356210316044804,1.1504683840749415,1.143044707839711,1.0906964718931405
2017-03-21,0.996,1.1604480273953057,1.1346604215456675,1.1475542244704866,1.097036149646991
2017-03-22,1.008,1.1635157308981952,1.1387587822014051,1.1511372565498001,1.1034248376998668
2017-03-23,1.008,1.1605193693372333,1.135831381733021,1.1481753755351272,1.1014502503567514
2017-03-24,1.005,1.1627309695369907,1.1375878220140516,1.1501593957755212,1.101772930517014
2017-03-27,0.995,1.1486052650353145,1.1370023419203747,1.1428038034778445,1.0935358689852297
2017-03-28,0.998,1.1454662195904972,1.14519906323185,1.1453326414111737,1.0962217609407823
2017-03-29,0.99,1.148248555325676,1.1522248243559718,1.150236689840824,1.0968244598938826
2017-03-30,0.986,1.14111436113291,1.1539812646370025,1.147547812884956,1.093698541923304
2017-03-31,1.002,1.1452521937647142,1.154566744730679,1.1499094692476968,1.1006063128317978
2017-04-05,1.019,1.1568809302989227,1.1498829039812646,1.1533819171400936,1.1085879447600624
2017-04-06,1.02,1.1558821431119357,1.1504683840749415,1.1531752635934387,1.1087835090622922
2017-04-07,1.014,1.1530998073767569,1.1504683840749415,1.1517840957258492,1.1058560638172326
2017-04-10,0.998,1.1410430191909824,1.1522248243559718,1.1466339217734771,1.097089281182318
2017-04-11,0.991,1.1386887351073698,1.1463700234192038,1.1425293792632867,1.0920195861755244
2017-04-12,0.994,1.1456802454162804,1.1411007025761124,1.1433904739961964,1.0935936493307976
2017-04-13,1.008,1.1567382464150675,1.1317330210772834,1.1442356337461754,1.0988237558307836
2017-04-17,0.999,1.1481058714418206,1.1434426229508197,1.1457742471963202,1.09684949813088
2017-04-18,1.008,1.1605907112791611,1.1428571428571428,1.151723927068152,1.1038159513787678
2017-04-19,1.006,1.1553114075765143,1.1411007025761124,1.1482060550763133,1.1008040367175422
2017-04-20,1.028,1.1797816936577015,1.1522248243559718,1.1660032590068368,1.1200021726712244
2017-04-21,1.016,1.1676535635299994,1.1528103044496487,1.1602319339898242,1.1121546226598826
2017-04-24,0.995,1.1499607619319399,1.1639344262295082,1.156947594080724,1.1029650627204828
2017-04-25,0.998,1.1755011771420418,1.1750585480093678,1.1752798625757048,1.1161865750504698
2017-04-26,1.003,1.173360918884212,1.173887587822014,1.173624253353113,1.1167495022354086
2017-04-27,1.014,1.1759292287936078,1.1809133489461359,1.1784212888698717,1.1236141925799146
2017-04-28,1.002,1.1523150460155525,1.1838407494145198,1.1680778977150361,1.1127185984766905
2017-05-02,1.004,1.1462509809517016,1.1973067915690867,1.1717788862603942,1.1158525908402628
2017-05-03,1.001,1.1483198972676036,1.1920374707259953,1.1701786839967996,1.1137857893311995
2017-05-04,0.996,1.1461796390097738,1.193793911007026,1.1699867750083999,1.111991183338933
2017-05-05,0.992,1.1410430191909824,1.1967213114754098,1.168882165333196,1.109921443555464
2017-05-08,0.981,1.122066062638225,1.2002341920374706,1.161150127337848,1.1011000848918986
2017-05-09,0.982,1.1255618177926805,1.2060889929742389,1.1658254053834596,1.1045502702556398
2017-05-10,0.985,1.1177855461225654,1.2072599531615924,1.162522749642079,1.1033484997613858
2017-05-11,0.994,1.1248483983734037,1.2060889929742389,1.1654686956738214,1.1083124637825474
2017-05-12,1.001,1.1294856245987015,1.2066744730679158,1.1680800488333087,1.1123866992222056
2017-05-15,1.022,1.1425411999714632,1.209016393442623,1.1757787967070432,1.1245191978046953
2017-05-16,1.041,1.1676535635299994,1.212529274004684,1.1900914187673417,1.1403942791782278
2017-05-17,1.027,1.157237640008561,1.1797423887587823,1.1684900143836718,1.121326676255781
2017-05-18,1.027,1.1579510594278377,1.1885245901639343,1.1732378247958861,1.1244918831972572
2017-05-19,1.032,1.1714346864521652,1.1973067915690867,1.184370739010626,1.1335804926737505
2017-05-22,1.036,1.1727901833487908,1.2049180327868851,1.1888541080678379,1.1379027387118918
2017-05-23,1.042,1.1854177070699865,1.2055035128805622,1.1954606099752745,1.1443070733168494
2017-05-24,1.038,1.1755011771420418,1.2131147540983607,1.1943079656202014,1.1422053104134675
2017-05-25,1.036,1.1824926874509525,1.221896955503513,1.2021948214772329,1.1467965476514885
2017-05-26,1.026,1.1826353713348077,1.2242388758782203,1.203437123606514,1.1442914157376758
2017-05-31,1.029,1.1791396161803525,1.2224824355971897,1.200811025888771,1.1435406839258473
2017-06-01,1.036,1.1794963258899909,1.2189695550351287,1.1992329404625597,1.1448219603083731
2017-06-02,1.026,1.1741456802454162,1.2324355971896956,1.203290638717556,1.144193759145037
2017-06-05,1.017,1.1683669829492758,1.2289227166276349,1.1986448497884554,1.1380965665256368
2017-06-06,1.032,1.182992081044446,1.2242388758782203,1.2036154784613333,1.146410318974222
2017-06-07,1.052,1.2076763929514163,1.2271662763466042,1.2174213346490101,1.1622808897660069
2017-06-08,1.068,1.2272954269815224,1.2300936768149884,1.2286945518982555,1.1751297012655035
2017-06-09,1.075,1.2341442534065779,1.2014051522248244,1.217774702815701,1.1701831352104675
2017-06-12,1.083,1.247699222372833,1.1943793911007026,1.2210393067367677,1.1750262044911786
2017-06-13,1.086,1.2484126417921095,1.203161592505855,1.2257871171489823,1.179191411432655
2017-06-14,1.066,1.2372832988513947,1.1978922716627634,1.217587785257079,1.1670585235047193
2017-06-15,1.059,1.2230862524077906,1.1908665105386416,1.2069763814732162,1.157650920982144
2017-06-16,1.054,1.2180923164728545,1.1885245901639343,1.2033084533183944,1.1535389688789295
2017-06-19,1.067,1.2318613112648926,1.2072599531615924,1.2195606322132426,1.1687070881421615
2017-06-20,1.059,1.2245130912463438,1.199648711943794,1.2120809015950689,1.1610539343967126
2017-06-21,1.081,1.2535492616109012,1.2131147540983607,1.233332007854631,1.182554671903087
2017-06-22,1.065,1.2459870157665691,1.212529274004684,1.2292581448856266,1.174505429923751
2017-06-23,1.078,1.254405364914033,1.218384074941452,1.2363947199277425,1.1835964799518284
2017-06-26,1.098,1.278090889634016,1.2131147540983607,1.2456028218661883,1.1964018812441255
2017-06-27,1.102,1.282870799743169,1.1920374707259953,1.2374541352345823,1.1923027568230546
2017-06-28,1.084,1.2655347078547479,1.2055035128805622,1.235519110367655,1.1850127402451034
2017-06-29,1.09,1.2733823214667903,1.1826697892271663,1.2280260553469784,1.1820173702313188
2017-06-30,1.096,1.2791610187629308,1.1785714285714286,1.2288662236671797,1.1845774824447863
2017-07-03,1.082,1.2653206820289649,1.1686182669789227,1.2169694745039439,1.1719796496692958
2017-07-05,1.086,1.2588999072554754,1.1820843091334896,1.2204921081944824,1.1756614054629884
2017-07-06,1.074,1.2520510808304202,1.1715456674473068,1.2117983741388634,1.1658655827592423
2017-07-07,1.061,1.2397089248769353,1.1832552693208431,1.211482097098889,1.161321398065926
2017-07-10,1.05,1.2497681386887352,1.1920374707259953,1.2209028047073653,1.1639352031382435
2017-07-11,1.054,1.2601840622101734,1.195550351288056,1.2278672067491148,1.1699114711660765
2017-07-12,1.049,1.2478419062566883,1.2084309133489461,1.2281364098028171,1.1684242732018781
2017-07-13,1.041,1.245202254405365,1.2101873536299768,1.2276948040176707,1.1654632026784473
2017-07-14,1.044,1.2497681386887352,1.2189695550351287,1.234368846861932,1.1709125645746212
2017-07-17,1.029,1.2203039166726117,1.215456674473068,1.2178802955728398,1.1549201970485599
2017-07-18,1.021,1.225297852607548,1.2242388758782203,1.2247683642428842,1.1568455761619227
2017-07-19,1.035,1.2414924734251267,1.2289227166276349,1.2352075950263808,1.168471730017587
2017-07-20,1.041,1.2564742812299352,1.2300936768149884,1.2432839790224617,1.1758559860149744
2017-07-21,1.035,1.2651779981451097,1.2289227166276349,1.2470503573863723,1.1763669049242482
2017-07-24,1.036,1.2813726189626882,1.2330210772833723,1.2571968481230302,1.1834645654153535
2017-07-25,1.03,1.275593921666548,1.2324355971896956,1.254014759428122,1.1793431729520811
2017-07-26,1.018,1.256260255404152,1.2371194379391102,1.246689846671631,1.1704598977810874
2017-07-27,1.018,1.2601840622101734,1.2259953161592505,1.2430896891847119,1.168059792789808
2017-07-28,1.026,1.2840836127559394,1.2254098360655739,1.2547467244107566,1.1784978162738375
2017-07-31,1.024,1.2912891488906328,1.218384074941452,1.2548366119160423,1.177891074610695
2017-08-01,1.022,1.2944281943354499,1.2189695550351287,1.2566988746852892,1.1784659164568594
2017-08-02,1.016,1.2885068131554542,1.2236533957845432,1.2560801044699987,1.1760534029799992
2017-08-03,1.005,1.280159805949918,1.2195550351288058,1.249857420539362,1.1682382803595746
2017-08-04,1.003,1.2672469144610117,1.2195550351288058,1.2434009747949086,1.163267316529939
2017-08-07,1.012,1.2970678461867733,1.2283372365339578,1.2627025413603654,1.179135027573577
2017-08-08,1.018,1.306342298637369,1.2259953161592505,1.2661688073983097,1.1834458715988732
2017-08-09,1.036,1.338588856388671,1.2224824355971897,1.2805356459929302,1.1990237639952868
2017-08-10,1.038,1.337732753085539,1.1908665105386416,1.2642996318120903,1.18886642120806
2017-08-11,1.033,1.3091246343725476,1.1973067915690867,1.253215712970817,1.1798104753138778
2017-08-14,1.046,1.3338802882214453,1.211943793911007,1.2729120410662262,1.1972746940441508
2017-08-15,1.039,1.3363772561889136,1.2142857142857142,1.2753314852373139,1.1965543234915423
2017-08-16,1.036,1.330027823357352,1.2177985948477752,1.2739132091025636,1.1946088060683757
2017-08-17,1.031,1.3246771777127775,1.1920374707259953,1.2583573242193864,1.1825715494795908
2017-08-18,1.035,1.3254619390739817,1.1914519906323187,1.25845696485315,1.1839713099021
2017-08-21,1.043,1.328743668402654,1.189695550351288,1.259219609376971,1.187146406251314
2017-08-22,1.037,1.3203966611971178,1.2055035128805622,1.2629500870388402,1.1876333913592265
2017-08-23,1.034,1.3241777841192839,1.2014051522248244,1.262791468172054,1.186527645448036
2017-08-24,1.025,1.3120496539915816,1.1961358313817332,1.2540927426866575,1.1777284951244382
2017-08-25,1.026,1.3213241064421775,1.1949648711943794,1.2581444888182785,1.1807629925455188
2017-08-28,1.03,1.3288150103445817,1.193793911007026,1.2613044606758037,1.184202973783869
2017-08-29,1.026,1.3285296425768711,1.1978922716627634,1.2632109571198171,1.184140638079878
2017-08-30,1.033,1.3360205464792752,1.209016393442623,1.272518469960949,1.1926789799739659
2017-08-31,1.03,1.3370193336662626,1.2189695550351287,1.2779944443506956,1.1953296295671303
2017-09-01,1.04,1.3408004565884284,1.2166276346604215,1.278714045624425,1.19914269708295
2017-09-05,1.049,1.3397303274595134,1.195550351288056,1.2676403393737847,1.1947602262491896
2017-09-06,1.041,1.3318113719055433,1.1984777517564404,1.2651445618309918,1.1904297078873278
2017-09-07,1.043,1.3181850609973604,1.2002341920374706,1.2592096265174155,1.1871397510116102
2017-09-08,1.047,1.310337447385318,1.186182669789227,1.2482600585872725,1.181173372391515
2017-09-11,1.051,1.3146179639009774,1.1984777517564404,1.2565478578287088,1.1880319052191393
2017-09-12,1.048,1.323892416351573,1.2066744730679158,1.2652834447097443,1.1928556298064963
2017-09-13,1.058,1.3432974245558964,1.2107728337236534,1.277035129139775,1.2040234194265165
2017-09-14,1.054,1.3432974245558964,1.2049180327868851,1.2741077286713907,1.2007384857809271
2017-09-15,1.052,1.3518584575872157,1.2078454332552695,1.2798519454212425,1.2039012969474951
2017-09-18,1.058,1.3736890918170792,1.2060889929742389,1.289889042395659,1.2125926949304393
2017-09-19,1.051,1.3709067560819006,1.2101873536299768,1.2905470548559386,1.2106980365706257
2017-09-20,1.063,1.3835342798030963,1.2096018735362997,1.2965680766696979,1.218712051113132
2017-09-21,1.057,1.3813226796033389,1.2055035128805622,1.2934130962419506,1.214608730827967
2017-09-22,1.059,1.3826781764999643,1.2049180327868851,1.2937981046434248,1.2155320697622831
2017-09-25,1.068,1.3970892487693516,1.193793911007026,1.2954415798881889,1.2196277199254593
2017-09-26,1.064,1.395519726046943,1.1984777517564404,1.2969987389016917,1.2193324926011277
2017-09-27,1.066,1.3925233644859814,1.211943793911007,1.3022335791984943,1.2234890527989961
2017-09-28,1.081,1.41542412784476,1.212529274004684,1.313976700924722,1.2363178006164812
2017-09-29,1.08,1.4268388385531854,1.2236533957845432,1.3252461171688643,1.2434974114459094
2017-10-09,1.096,1.44346151102233,1.2418032786885247,1.3426323948554273,1.2604215965702847
2017-10-10,1.111,1.4588000285367768,1.2388758782201406,1.3488379533784587,1.2695586355856392
2017-10-11,1.13,1.490119141043019,1.234777517564403,1.362448329303711,1.2849655528691404
2017-10-12,1.137,1.4854105728757938,1.2318501170960188,1.3586303449859063,1.2847535633239375
2017-10-13,1.145,1.488050224727117,1.2371194379391102,1.3625848313331135,1.2900565542220757
2017-10-16,1.14,1.4768495398444748,1.2412177985948478,1.3590336692196612,1.2860224461464407
2017-10-17,1.143,1.4789897981023046,1.243559718969555,1.36127475853593,1.2885165056906198
2017-10-18,1.154,1.5052436327316832,1.244145199063232,1.3746944158974577,1.3011296105983048
2017-10-19,1.166,1.5324249126061213,1.2412177985948478,1.3868213556004845,1.3132142370669895
2017-10-20,1.16,1.5170863950916744,1.2447306791569086,1.3809085371242915,1.307272358082861
2017-10-23,1.179,1.525718770064921,1.238290398126464,1.3820045840956925,1.3143363893971283
2017-10-24,1.183,1.529999286580581,1.2418032786885247,1.3859012826345527,1.3182675217563684
2017-10-25,1.2,1.5298566026967255,1.2377049180327868,1.3837807603647563,1.3225205069098374
2017-10-26,1.193,1.555111650139117,1.2330210772833723,1.3940663637112447,1.3270442424741629
2017-10-27,1.204,1.5915673824641507,1.2710772833723654,1.431322332918258,1.3555482219455053
2017-10-30,1.191,1.5690233288150104,1.2745901639344264,1.4218067463747184,1.3448711642498121
2017-10-31,1.189,1.5595348505386317,1.2769320843091336,1.4182334674238826,1.3418223116159216
2017-11-01,1.188,1.5531854177070699,1.275175644028103,1.4141805308675863,1.3387870205783907
2017-11-02,1.196,1.5615324249126061,1.2699063231850118,1.415719374048809,1.3424795826992058
2017-11-03,1.208,1.5730184775629592,1.2798594847775175,1.4264389811702385,1.3536259874468253
2017-11-06,1.246,1.6169651137903975,1.2868852459016393,1.4519251798460184,1.3832834532306788
2017-11-07,1.24,1.6119711778554613,1.2874707259953162,1.4497209519253889,1.379813967950259
2017-11-08,1.223,1.60012841549547,1.2933255269320845,1.4467269712137774,1.3721513141425181
2017-11-09,1.231,1.6065491902689593,1.288056206088993,1.447302698178976,1.3752017987859841
2017-11-10,1.243,1.6515659556253122,1.2868852459016393,1.4692256007634756,1.3938170671756502
2017-11-13,1.248,1.6469287294000143,1.2898126463700235,1.468370687885019,1.3949137919233459
2017-11-14,1.216,1.6111150745523295,1.2857142857142858,1.4484146801333075,1.3709431200888718
2017-11-15,1.208,1.6263109081829208,1.2769320843091336,1.4516214962460272,1.3704143308306849
2017-11-16,1.236,1.6718984090746951,1.294496487119438,1.4831974480970667,1.4007982987313776
2017-11-17,1.202,1.6458586002710993,1.2892271662763466,1.467542883273723,1.3790285888491485
2017-11-20,1.222,1.6375115930655635,1.288056206088993,1.4627838995772784,1.3825225997181856
2017-11-21,1.218,1.670471570236142,1.303864168618267,1.4871678694272044,1.3974452462848028
2017-11-22,1.199,1.6343725476207465,1.303864168618267,1.4691183581195069,1.3790789054130044
2017-11-24,1.148,1.5660983091959761,1.2991803278688525,1.4326393185324142,1.337759545688276
2017-11-27,1.129,1.5422701005921382,1.2997658079625294,1.4210179542773338,1.3236786361848891
2017-11-28,1.146,1.5616751087964615,1.304449648711944,1.4330623787542027,1.3373749191694684
2017-11-29,1.136,1.5285011058001,1.2839578454332554,1.4062294756166778,1.3161529837444514
2017-11-30,1.135,1.5123778269244488,1.2950819672131149,1.4037298970687817,1.3141532647125211
2017-12-01,1.141,1.5128772205179426,1.2898126463700235,1.401344933443983,1.3145632889626553
2017-12-04,1.157,1.5468359848755084,1.2757611241217799,1.4112985544986443,1.3265323696657627
2017-12-05,1.144,1.5421274167082828,1.2763466042154568,1.4092370104618697,1.3208246736412463
2017-12-06,1.15,1.5339230933866022,1.2827868852459017,1.408354989316252,1.322236659544168
2017-12-07,1.146,1.5079546265249342,1.288056206088993,1.3980054163069635,1.314003610871309
2017-12-08,1.163,1.5393450809731042,1.294496487119438,1.4169207840462712,1.332280522697514
2017-12-11,1.212,1.5913533566383677,1.3032786885245902,1.447316022581479,1.3688773483876524
2017-12-12,1.212,1.5844331882713847,1.3015222482435598,1.4429777182574721,1.3659851455049814
2017-12-13,1.218,1.6230291788542484,1.3050351288056208,1.4640321538299346,1.382021435886623
2017-12-14,1.224,1.6258115145894272,1.3003512880562063,1.4630814013228166,1.3833876008818777
2017-12-15,1.207,1.6079046871655847,1.3173302107728337,1.4626174489692092,1.3774116326461394
2017-12-18,1.208,1.6292359278019548,1.3284543325526934,1.4788451301773242,1.3885634201182158
2017-12-19,1.222,1.6443604194906185,1.3202576112412177,1.4823090153659182,1.3955393435772787
2017-12-20,1.231,1.6854533780409502,1.3179156908665104,1.5016845344537302,1.411456356302487
2017-12-21,1.254,1.6889491331954056,1.313231850117096,1.5010904916562509,1.4187269944375005
2017-12-22,1.245,1.6820289648284226,1.3120608899297426,1.4970449273790827,1.413029951586055
2017-12-26,1.236,1.6667617892559037,1.2974238875878221,1.4820928384218628,1.4000618922812418
2017-12-27,1.212,1.632945708782193,1.298009367681499,1.4654775382318461,1.3809850254878973
2017-12-28,1.227,1.6774630805450526,1.2985948477751756,1.488028964160114,1.401019309440076
2017-12-29,1.24,1.6666191053720483,1.28864168618267,1.477630395777359,1.3984202638515726
2017-12-31,1.24,1.6665477634301205,1.28864168618267,1.4775947248063952,1.3983964832042635
2018-01-02,1.235,1.6734679317971035,1.3056206088992974,1.4895442703482005,1.4046961802321336
2018-01-03,1.24,1.6883783976599844,1.3149882903981265,1.5016833440290553,1.414455562686037
2018-01-04,1.252,1.7229078975529715,1.3190866510538644,1.520997274303418,1.4313315162022786
2018-01-05,1.25,1.7274024398944139,1.3302107728337236,1.5288066063640686,1.435871070909379
2018-01-08,1.252,1.738531782835129,1.3325526932084308,1.53554223802178,1.4410281586811864
2018-01-09,1.279,1.783049154597988,1.3354800936768152,1.5592646241374015,1.4658430827582676
2018-01-10,1.277,1.8040236855247203,1.3372365339578454,1.5706301097412827,1.4727534064941883
2018-01-11,1.275,1.786259541984733,1.345433255269321,1.565846398627027,1.4688975990846846
2018-01-12,1.293,1.8091603053435115,1.350702576112412,1.5799314407279619,1.4842876271519745
2018-01-16,1.297,1.815581080117001,1.334894613583138,1.5752378468500696,1.4824918979000463
2018-01-17,1.277,1.7772704573018479,1.3489461358313817,1.5631082965666148,1.4677388643777431
2018-01-18,1.269,1.7807662124563033,1.350702576112412,1.5657343942843576,1.466822929522905
2018-01-19,1.266,1.7606477848327033,1.350702576112412,1.5556751804725577,1.459116786981705
2018-01-22,1.288,1.8212884354712138,1.3635831381733023,1.592435786822258,1.4909571912148387
2018-01-23,1.291,1.8252835842191626,1.3729508196721314,1.599117201945647,1.4964114679637646
2018-01-24,1.295,1.8025255047442392,1.3624121779859484,1.5824688413650938,1.4866458942433958
2018-01-25,1.269,1.7878290647071413,1.3571428571428572,1.5724859609249993,1.4713239739499993
2018-01-26,1.27,1.798601697938218,1.3723653395784543,1.5854835187583363,1.4803223458388906
2018-01-29,1.221,1.7371049439965756,1.3618266978922717,1.5494658209444236,1.439977213962949
2018-01-30,1.217,1.7320396661197117,1.351288056206089,1.5416638611629003,1.4334425741086
2018-01-31,1.222,1.7585075265748735,1.3559718969555035,1.5572397117651886,1.4454931411767924
2018-02-01,1.198,1.726403652707427,1.3407494145199064,1.5335765336136666,1.4217176890757777
2018-02-02,1.201,1.7216950845402013,1.3097189695550353,1.5157070270476183,1.410804684698412
2018-02-05,1.174,1.667974602268674,1.2611241217798594,1.4645493620242667,1.3676995746828444
2018-02-06,1.129,1.6254548048797888,1.2956674473067917,1.4605611260932903,1.3500407507288599
2018-02-07,1.118,1.5729471356210318,1.2757611241217799,1.4243541298714057,1.3222360865809373
2018-02-08,1.133,1.5955625312120996,1.2207259953161593,1.4081442632641294,1.316429508842753
2018-02-09,1.104,1.5620318185060997,1.2488290398126465,1.405430429159373,1.304953619439582
2018-02-12,1.155,1.605336377256189,1.2663934426229508,1.43586490993957,1.3422432732930467
2018-02-13,1.168,1.6193193978740101,1.2769320843091336,1.4481257410915718,1.3547504940610477
2018-02-14,1.181,1.6352999928658056,1.3050351288056208,1.4701675608357132,1.3737783738904754
2018-02-22,1.209,1.6938003852464865,1.3243559718969555,1.509078178571721,1.409052119047814
2018-02-23,1.201,1.689305842905044,1.350702576112412,1.520004209508728,1.4136694730058186
2018-02-26,1.22,1.6918741528144399,1.3665105386416863,1.5291923457280632,1.426128230485375
2018-02-27,1.212,1.6642648212884357,1.3436768149882903,1.503970818138363,1.4066472120922417
2018-02-28,1.202,1.6289505600342442,1.3378220140515225,1.4833862870428833,1.3895908580285887
2018-03-01,1.22,1.6442890775486911,1.3179156908665104,1.4811023842076008,1.3940682561384006
2018-03-02,1.211,1.634015837911108,1.3296252927400467,1.4818205653255774,1.3915470435503847
2018-03-05,1.22,1.6143968038810017,1.3460187353629975,1.4802077696219995,1.3934718464146663
2018-03-06,1.248,1.6226011272026826,1.351288056206089,1.4869445917043858,1.4072963944695904
2018-03-07,1.246,1.6056930869658275,1.3524590163934427,1.479076051679635,1.40138403445309
2018-03-08,1.286,1.636512805878576,1.3588992974238878,1.497706051651232,1.4271373677674877
2018-03-09,1.293,1.6463579938645931,1.3905152224824355,1.5184366081735143,1.443291072115676
2018-03-12,1.304,1.643432974245559,1.3934426229508197,1.5184377985981894,1.446958532398793
2018-03-13,1.282,1.6261682242990654,1.3741217798594847,1.500145002079275,1.4274300013861834
2018-03-14,1.268,1.6363701219947206,1.3723653395784543,1.5043677307865875,1.4255784871910584
2018-03-15,1.283,1.6646215309980739,1.3694379391100702,1.517029735054072,1.4390198233693812
2018-03-16,1.273,1.6427908967682103,1.3711943793911008,1.5069926380796557,1.4289950920531036
2018-03-19,1.317,1.647642148819291,1.3395784543325526,1.493610301575922,1.4347402010506145
2018-03-20,1.346,1.6375115930655635,1.3419203747072599,1.4897159838864118,1.4418106559242743
2018-03-21,1.339,1.6313761860597846,1.338407494145199,1.4848918401024918,1.4362612267349943
2018-03-22,1.329,1.5949204537347506,1.2997658079625294,1.44734313084864,1.40789542056576
2018-03-23,1.303,1.569308696582721,1.2681498829039812,1.418729289743351,1.3801528598289006
2018-03-26,1.349,1.5544695726617679,1.313817330210773,1.4341434514362703,1.4057623009575135
2018-03-27,1.367,1.5650281800670616,1.26288056206089,1.413954371063976,1.3983029140426504
2018-03-28,1.339,1.5034600841834918,1.25,1.3767300420917459,1.3641533613944972
2018-03-29,1.317,1.5426268103017766,1.2781030444964872,1.4103649273991319,1.3792432849327545
2018-04-02,1.364,1.5404865520439468,1.2359484777517566,1.3882175148978517,1.3801450099319013
2018-04-03,1.362,1.5479061140044235,1.25,1.3989530570022117,1.3866353713348079
2018-04-04,1.346,1.5928515374188486,1.2716627634660422,1.4322571504424455,1.40350476696163
2018-04-09,1.348,1.5760148391239208,1.2587822014051522,1.4173985202645365,1.3942656801763575
2018-04-10,1.366,1.586216736819576,1.2857142857142858,1.435965511266931,1.412643674177954
2018-04-11,1.366,1.5935649568381252,1.2757611241217799,1.4346630404799525,1.4117753603199683
2018-04-12,1.394,1.5774416779624743,1.288056206088993,1.4327489420257336,1.4198326280171556
2018-04-13,1.359,1.560747663551402,1.2833723653395785,1.4220600144454902,1.4010400096303268
2018-04-16,1.381,1.559677534422487,1.2921545667447307,1.4259160505836088,1.4109440337224057
2018-04-17,1.338,1.533352357851181,1.316744730679157,1.425048544265169,1.396032362843446
2018-04-18,1.351,1.5294285510451595,1.3214285714285716,1.4254285612368656,1.4006190408245769
2018-04-19,1.366,1.5688093029892274,1.3108899297423888,1.439849616365808,1.4152330775772053
2018-04-20,1.369,1.5500463722622528,1.2909836065573772,1.420514989409815,1.4033433262732098
2018-04-23,1.367,1.548191481772134,1.2903981264637003,1.4192948041179172,1.401863202745278
2018-04-24,1.387,1.5889277306128273,1.2663934426229508,1.427660586617889,1.4141070577452592
2018-04-25,1.442,1.592138117999572,1.2646370023419204,1.428387560170746,1.4329250401138307
2018-04-26,1.413,1.5566811728615253,1.2956674473067917,1.4261743100841584,1.4217828733894389
2018-04-27,1.453,1.5298566026967255,1.2985948477751756,1.4142257252359505,1.4271504834906337
2018-05-02,1.462,1.5408432617535852,1.300936768149883,1.420890014951734,1.434593343301156
2018-05-03,1.452,1.5619604765641721,1.3021077283372366,1.4320341024507044,1.4386894016338028
2018-05-04,1.48,1.5599629021901975,1.3231850117096018,1.4415739569498998,1.4543826379665996
2018-05-07,1.511,1.6231718627381038,1.3343091334894612,1.4787404981137824,1.4894936654091882
2018-05-08,1.493,1.636726831704359,1.3343091334894612,1.4855179825969103,1.4880119883979401
2018-05-09,1.495,1.6338731540272526,1.350702576112412,1.4922878650698324,1.4931919100465547
2018-05-10,1.542,1.6517799814510952,1.3653395784543325,1.508559779952714,1.5197065199684758
2018-05-11,1.492,1.639937219091104,1.3594847775175645,1.4997109983043342,1.4971406655362225
2018-05-14,1.492,1.6716130413069845,1.3583138173302107,1.5149634293185976,1.507308952879065
2018-05-15,1.535,1.6818862809445674,1.3460187353629975,1.5139525081537824,1.5209683387691881
2018-05-16,1.548,1.685524719982878,1.3600702576112411,1.5227974887970595,1.5311983258647064
2018-05-17,1.52,1.6610544339016908,1.3536299765807962,1.5073422052412435,1.5115614701608289
2018-05-18,1.527,1.6728258543197547,1.3489461358313817,1.5108859950755682,1.5162573300503785
2018-05-21,1.526,1.665406292359278,1.3577283372365339,1.5115673147979058,1.5163782098652705
2018-05-22,1.56,1.6786758935578228,1.3542154566744733,1.516445675116148,1.5309637834107652
2018-05-23,1.557,1.6456445744453165,1.3647540983606556,1.505199336402986,1.5224662242686573
2018-05-24,1.569,1.6276664050795462,1.364168618266979,1.4959175116732626,1.5202783411155083
