2012年6月17日	2,315.65	2,332.07	2,355.01	2,299.16	-	-0.56%
2012年6月10日	2,328.66	2,268.94	2,328.66	2,268.94	-	1.34%
2012年6月3日	2,297.82	2,214.70	2,297.82	2,214.70	-	3.77%
2012年5月27日	2,214.41	2,307.57	2,307.57	2,214.41	-	-2.96%
2012年5月20日	2,281.92	2,278.24	2,286.87	2,278.24	-	1.77%
2012年5月13日	2,242.25	2,315.45	2,315.45	2,242.25	-	-4.23%
2012年5月6日	2,341.23	2,367.26	2,367.26	2,341.23	-	-1.06%
2012年4月29日	2,366.39	2,415.42	2,429.10	2,366.39	-	-2.41%
2012年4月22日	2,424.78	2,361.35	2,424.78	2,361.35	-	1.82%
2012年4月15日	2,381.32	2,365.65	2,402.29	2,365.65	-	0.61%
2012年4月8日	2,366.84	2,387.03	2,396.69	2,346.27	-	-1.97%
2012年4月1日	2,414.40	2,449.08	2,449.08	2,414.40	-	-0.67%
2012年3月25日	2,430.67	2,443.64	2,443.64	2,421.70	-	0.85%
2012年3月18日	2,410.16	2,431.73	2,431.73	2,402.71	-	-0.49%
2012年3月11日	2,422.09	2,364.10	2,422.09	2,364.10	-	2.48%
2012年3月4日	2,363.56	2,351.28	2,363.56	2,315.21	-	0.14%
2012年2月26日	2,360.28	2,355.74	2,367.87	2,353.23	-	0.34%
2012年2月19日	2,352.34	2,345.41	2,352.34	2,337.67	-	0.37%
2012年2月12日	2,343.67	2,325.81	2,343.67	2,312.28	-	1.48%
2012年2月5日	2,309.60	2,311.55	2,325.56	2,309.60	-	-0.12%
2012年1月29日	2,312.49	2,256.72	2,312.49	2,255.69	-	2.22%
2012年1月22日	2,262.35	2,261.47	2,278.83	2,259.22	-	0.09%
2012年1月15日	2,260.37	2,222.59	2,260.37	2,222.59	-	2.06%
2012年1月8日	2,214.73	2,200.00	2,225.74	2,200.00	-	0.90%
2012年1月1日	2,194.98	2,192.40	2,199.73	2,192.40	-	1.67%
2011年12月25日	2,158.94	2,171.71	2,171.71	2,145.09	-	-0.58%
2011年12月18日	2,171.50	2,067.67	2,171.50	2,067.67	-	3.79%
2011年12月11日	2,092.18	2,120.15	2,120.15	2,078.51	-	-2.79%
2011年12月4日	2,152.15	2,154.68	2,162.07	2,116.41	-	0.91%
2011年11月27日	2,132.64	2,042.80	2,137.08	2,042.80	-	7.46%
2011年11月20日	1,984.50	2,042.71	2,042.71	1,984.50	-	-4.66%
2011年11月13日	2,081.42	2,142.09	2,152.80	2,081.42	-	-3.75%
2011年11月6日	2,162.48	2,156.00	2,182.61	2,102.72	-	0.94%
2011年10月30日	2,142.34	2,141.81	2,155.87	2,081.97	-	-2.45%
2011年10月23日	2,196.13	2,143.13	2,196.13	2,100.17	-	3.79%
2011年10月16日	2,115.86	2,051.54	2,115.86	2,051.54	-	1.14%
2011年10月9日	2,091.99	2,040.76	2,091.99	2,040.76	-	6.01%
2011年10月2日	1,973.42	1,875.95	1,989.61	1,875.95	-	2.21%
2011年9月25日	1,930.79	1,983.97	2,005.19	1,930.79	-	-0.41%
2011年9月18日	1,938.73	2,053.74	2,053.74	1,926.76	-	-6.53%
2011年9月11日	2,074.06	1,981.30	2,074.06	1,981.30	-	5.42%
2011年9月4日	1,967.47	1,985.67	2,043.05	1,967.47	-	-1.65%
2011年8月28日	2,000.50	2,061.05	2,076.78	2,000.50	-	-0.18%
2011年8月21日	2,004.11	1,913.27	2,005.13	1,913.27	-	4.78%
2011年8月14日	1,912.77	2,049.51	2,049.51	1,912.77	-	-4.63%
2011年8月7日	2,005.67	1,903.47	2,005.67	1,903.47	-	-1.64%
2011年7月31日	2,039.04	2,187.00	2,187.00	2,039.04	-	-7.15%
2011年7月24日	2,196.08	2,272.47	2,272.47	2,196.08	-	-3.91%
2011年7月17日	2,285.34	2,217.55	2,285.34	2,217.55	-	2.22%
2011年7月10日	2,235.65	2,241.07	2,241.07	2,223.29	-	-2.05%
2011年7月3日	2,282.32	2,271.29	2,298.31	2,271.29	-	0.35%
2011年6月26日	2,274.26	2,172.08	2,274.26	2,172.08	-	5.67%
2011年6月19日	2,152.31	2,168.80	2,198.15	2,152.31	-	-0.22%
2011年6月12日	2,157.14	2,157.15	2,184.48	2,146.45	-	0.10%
2011年6月5日	2,155.00	2,180.14	2,185.52	2,155.00	-	-2.22%
2011年5月29日	2,203.81	2,279.66	2,279.66	2,203.81	-	-2.30%
2011年5月22日	2,255.74	2,231.31	2,255.74	2,229.49	-	-0.11%
2011年5月15日	2,258.21	2,250.61	2,275.71	2,250.35	-	-0.28%
2011年5月8日	2,264.52	2,277.30	2,295.72	2,264.52	-	-0.11%
2011年5月1日	2,266.97	2,301.72	2,301.72	2,258.08	-	-1.68%
2011年4月24日	2,305.76	2,257.24	2,305.76	2,257.24	-	1.99%
2011年4月17日	2,260.84	2,206.15	2,260.84	2,206.15	-	1.35%
2011年4月10日	2,230.70	2,238.51	2,238.51	2,221.12	-	-0.63%
2011年4月3日	2,244.74	2,251.64	2,257.11	2,244.74	-	-0.26%
2011年3月27日	2,250.58	2,212.32	2,250.58	2,212.32	-	1.45%
2011年3月20日	2,218.42	2,192.09	2,218.42	2,184.57	-	2.72%
2011年3月13日	2,159.69	2,188.56	2,188.56	2,121.94	-	-1.91%
2011年3月6日	2,201.81	2,210.26	2,230.40	2,185.65	-	-1.21%
2011年2月27日	2,228.78	2,238.55	2,245.33	2,203.31	-	0.12%
2011年2月20日	2,226.05	2,217.35	2,226.05	2,202.23	-	-1.67%
2011年2月13日	2,263.79	2,244.89	2,263.79	2,237.90	-	1.10%
2011年2月6日	2,239.08	2,220.60	2,239.08	2,220.60	-	1.46%
2011年1月30日	2,206.80	2,164.40	2,206.80	2,164.40	-	2.74%
2011年1月23日	2,147.95	2,172.03	2,186.93	2,147.95	-	-0.53%
2011年1月16日	2,159.43	2,178.72	2,178.72	2,154.18	-	-0.75%
2011年1月9日	2,175.68	2,135.86	2,175.68	2,135.86	-	1.72%
2011年1月2日	2,138.81	2,138.30	2,146.50	2,135.53	-	1.16%
2010年12月26日	2,114.29	2,113.67	2,117.83	2,113.67	-	0.09%
2010年12月19日	2,112.37	2,095.32	2,115.69	2,095.32	-	1.07%
2010年12月12日	2,089.95	2,084.00	2,089.95	2,075.29	-	0.31%
2010年12月5日	2,083.57	2,053.80	2,083.57	2,053.80	-	1.32%
2010年11月28日	2,056.40	1,993.83	2,056.40	1,981.84	-	3.02%
2010年11月21日	1,996.03	2,009.52	2,010.56	1,980.89	-	-0.82%
2010年11月14日	2,012.59	2,008.25	2,012.59	1,976.26	-	0.10%
2010年11月7日	2,010.57	2,049.69	2,049.69	2,010.57	-	-2.10%
2010年10月31日	2,053.77	1,983.47	2,053.77	1,983.47	-	3.64%
2010年10月24日	1,981.59	1,985.11	1,985.13	1,980.05	-	0.04%
2010年10月17日	1,980.83	1,983.17	1,983.17	1,951.67	-	0.61%
2010年10月10日	1,968.87	1,950.47	1,972.08	1,950.47	-	0.96%
2010年10月3日	1,950.18	1,902.15	1,950.18	1,902.15	-	1.71%
2010年9月26日	1,917.42	1,909.98	1,919.59	1,908.95	-	-0.18%
2010年9月19日	1,920.84	1,910.60	1,920.84	1,880.97	-	2.07%
2010年9月12日	1,881.93	1,875.41	1,881.93	1,874.07	-	1.50%
2010年9月5日	1,854.10	1,824.05	1,854.10	1,824.05	-	0.49%
2010年8月29日	1,845.10	1,751.79	1,845.10	1,751.79	-	3.80%
2010年8月22日	1,777.60	1,781.47	1,781.47	1,748.14	-	-0.62%
2010年8月15日	1,788.67	1,800.70	1,826.14	1,788.67	-	-0.65%
2010年8月8日	1,800.39	1,880.06	1,880.06	1,800.39	-	-3.71%
2010年8月1日	1,869.77	1,875.84	1,878.81	1,866.87	-	1.87%
2010年7月25日	1,835.40	1,857.34	1,857.34	1,835.29	-	-0.07%
2010年7月18日	1,836.75	1,784.06	1,836.75	1,781.60	-	3.57%
2010年7月11日	1,773.43	1,796.30	1,826.00	1,773.43	-	-1.20%
2010年7月4日	1,794.94	1,710.97	1,794.94	1,710.97	-	5.47%
2010年6月27日	1,701.86	1,787.94	1,787.94	1,701.86	-	-4.99%
2010年6月20日	1,791.24	1,851.55	1,851.55	1,786.13	-	-3.63%
2010年6月13日	1,858.70	1,812.02	1,858.70	1,812.02	-	2.39%
2010年6月6日	1,815.26	1,745.87	1,815.26	1,745.87	-	2.57%
2010年5月30日	1,769.72	1,778.99	1,832.72	1,769.72	-	-2.22%
2010年5月23日	1,809.98	1,782.77	1,832.61	1,773.65	-	0.22%
2010年5月16日	1,806.05	1,887.11	1,887.11	1,779.30	-	-4.17%
2010年5月9日	1,884.67	1,923.39	1,944.25	1,884.67	-	2.30%
2010年5月2日	1,842.32	1,992.87	1,992.87	1,842.32	-	-6.34%
2010年4月25日	1,967.05	2,008.55	2,008.55	1,961.60	-	-2.49%
2010年4月18日	2,017.19	1,984.32	2,017.19	1,984.32	-	2.12%
2010年4月11日	1,975.36	1,982.40	2,007.74	1,975.36	-	-0.18%
2010年4月4日	1,978.86	1,966.44	1,978.86	1,959.04	-	1.43%
2010年3月28日	1,950.91	1,942.51	1,950.91	1,936.48	-	1.02%
2010年3月21日	1,931.18	1,929.64	1,943.70	1,929.64	-	0.59%
2010年3月14日	1,919.80	1,904.19	1,930.22	1,904.19	-	0.87%
2010年3月7日	1,903.29	1,883.29	1,903.68	1,883.29	-	1.06%
2010年2月28日	1,883.28	1,844.87	1,883.28	1,844.87	-	3.12%
2010年2月21日	1,826.27	1,831.21	1,831.21	1,809.05	-	-0.37%
2010年2月14日	1,833.09	1,808.72	1,833.09	1,808.72	-	3.19%
