2017年12月17日	4,054.60	3,983.30	4,080.78	3,967.93	416.30K	1.85%
2017年12月10日	3,980.86	4,006.88	4,070.15	3,974.93	428.85K	-0.56%
2017年12月3日	4,003.38	3,989.05	4,045.93	3,955.44	545.56K	0.13%
2017年11月26日	3,998.14	4,088.93	4,088.93	3,984.38	575.44K	-2.58%
2017年11月19日	4,104.20	4,093.73	4,260.64	4,057.49	813.28K	-0.40%
2017年11月12日	4,120.85	4,115.55	4,137.65	4,055.72	728.49K	0.22%
2017年11月5日	4,111.91	3,989.18	4,116.71	3,975.41	687.90K	2.99%
2017年10月29日	3,992.70	4,022.16	4,033.34	3,960.27	652.49K	-0.73%
2017年10月22日	4,021.97	3,930.89	4,024.46	3,920.66	519.32K	2.42%
2017年10月15日	3,926.85	3,926.28	3,947.42	3,900.48	484.07K	0.15%
2017年10月8日	3,921.00	3,910.11	3,927.17	3,855.47	536.97K	2.20%
2017年9月24日	3,836.50	3,829.22	3,852.22	3,808.38	458.32K	-0.03%
2017年9月17日	3,837.73	3,832.96	3,862.36	3,816.82	543.22K	0.17%
2017年9月10日	3,831.30	3,828.34	3,854.49	3,817.51	601.27K	0.14%
2017年9月3日	3,825.99	3,828.54	3,865.29	3,813.55	635.85K	-0.12%
2017年8月27日	3,830.54	3,805.66	3,866.94	3,800.89	746.75K	0.92%
2017年8月20日	3,795.75	3,731.84	3,795.97	3,728.62	525.46K	1.91%
2017年8月13日	3,724.67	3,651.38	3,733.49	3,651.38	531.11K	2.12%
2017年8月6日	3,647.35	3,701.22	3,746.86	3,645.09	666.63K	-1.62%
2017年7月30日	3,707.58	3,722.43	3,784.35	3,707.00	776.89K	-0.38%
2017年7月23日	3,721.89	3,724.38	3,755.19	3,672.50	649.28K	-0.18%
2017年7月16日	3,728.60	3,700.62	3,751.69	3,621.37	746.27K	0.69%
2017年7月9日	3,703.09	3,647.94	3,703.09	3,640.59	592.83K	1.29%
2017年7月2日	3,655.93	3,667.23	3,667.60	3,610.46	478.24K	-0.30%
2017年6月25日	3,666.80	3,627.02	3,676.53	3,627.02	497.22K	1.21%
2017年6月18日	3,622.88	3,520.06	3,635.53	3,520.06	488.82K	2.96%
2017年6月11日	3,518.76	3,570.22	3,603.69	3,508.95	408.46K	-1.61%
2017年6月4日	3,576.17	3,480.17	3,590.89	3,460.45	439.66K	2.57%
2017年5月28日	3,486.51	3,495.07	3,515.08	3,470.20	290.63K	0.17%
2017年5月21日	3,480.43	3,400.59	3,498.31	3,383.89	526.97K	2.25%
